Id,Year Built,Full Bath,TotRms AbvGrd,Garage Cars
254,1990,3,11,3.0
606,1964,1,6,2.0
2703,1935,1,6,1.0
1306,1949,2,6,0.0
2102,2007,2,6,2.0
1784,2007,3,6,2.0
941,1900,2,11,2.0
2699,1951,1,7,1.0
2127,1994,1,5,0.0
2607,1965,2,6,2.0
1754,2000,2,7,2.0
1367,1955,1,4,2.0
580,1968,1,8,2.0
341,1993,2,7,2.0
26,1968,1,6,1.0
2667,1892,2,12,3.0
2884,2005,2,5,2.0
28,1971,1,5,0.0
531,2004,2,6,2.0
2189,1920,1,4,1.0
2508,2005,2,4,2.0
573,1999,2,6,2.0
1363,1915,2,6,2.0
487,2004,2,7,2.0
1083,2005,2,7,2.0
1620,1997,2,7,2.0
1929,1955,1,7,1.0
1820,1963,1,5,2.0
1398,1970,1,5,3.0
2177,1979,2,11,2.0
2144,1972,1,5,2.0
2697,1935,1,5,0.0
1403,1954,1,6,2.0
596,1965,1,5,1.0
922,1940,1,7,1.0
2065,1956,1,6,1.0
1710,2003,2,7,3.0
1034,1974,2,8,2.0
1057,2007,2,9,3.0
470,2007,2,7,3.0
819,2009,1,8,3.0
2160,2003,2,6,2.0
2552,1934,1,4,1.0
41,2005,2,7,2.0
742,1935,1,6,1.0
686,1949,2,6,1.0
314,1976,3,9,2.0
1630,1993,2,7,2.0
191,1922,1,6,2.0
1626,1999,3,7,2.0
59,2001,2,8,2.0
2632,1962,1,6,1.0
1835,2004,2,6,2.0
2675,1939,1,5,2.0
1503,1955,2,8,0.0
1963,1960,1,6,1.0
1352,1923,1,8,2.0
1519,1925,2,7,2.0
1305,1954,1,4,1.0
2014,1938,1,6,2.0
1,1960,1,7,2.0
1052,2007,2,9,3.0
622,1950,1,5,1.0
913,1916,1,6,2.0
1058,2007,2,7,3.0
2348,1988,2,6,2.0
1527,1914,1,6,2.0
1011,2005,3,9,3.0
1332,1924,1,5,0.0
709,1940,1,4,1.0
209,1940,2,10,1.0
619,1953,1,7,2.0
2150,2002,2,7,2.0
2704,1936,1,4,1.0
2839,1955,1,5,2.0
1242,1956,1,6,1.0
2714,1978,1,6,2.0
799,1940,1,7,1.0
1260,1900,2,7,0.0
2107,2006,2,5,3.0
2486,1962,1,6,2.0
1911,1968,2,8,3.0
896,1950,1,6,1.0
272,2004,2,7,2.0
2521,1980,1,4,2.0
2324,1993,2,6,2.0
1953,1963,2,6,1.0
887,1938,1,3,1.0
1479,2007,2,6,3.0
1317,1905,2,7,2.0
1750,2006,2,6,2.0
2815,2005,2,8,2.0
2692,1910,1,7,1.0
1090,2002,2,7,2.0
1912,1966,2,6,2.0
1634,1988,2,5,2.0
1974,1926,1,5,2.0
1764,2001,2,8,3.0
634,1959,2,6,1.0
1683,1978,2,4,1.0
2199,1926,1,6,1.0
2789,1993,2,5,2.0
1018,1988,2,6,2.0
14,1990,1,5,2.0
2782,1976,1,6,2.0
2626,1949,2,6,2.0
1175,2001,2,7,2.0
1232,1962,1,7,2.0
2590,1951,1,4,1.0
2463,2006,2,7,2.0
2358,1974,1,5,2.0
2911,1973,2,10,2.0
1699,2006,2,7,3.0
115,1988,2,7,2.0
1998,1879,2,8,2.0
589,1969,1,5,1.0
1641,2007,2,7,2.0
2821,1975,2,4,0.0
1846,2000,2,4,2.0
1805,2004,2,9,3.0
1853,1998,2,8,2.0
1321,1893,3,9,2.0
564,1980,2,6,3.0
1771,1995,2,9,3.0
90,1974,2,7,2.0
2684,1921,1,4,1.0
13,1998,2,7,2.0
445,2003,2,7,3.0
1914,1958,1,5,1.0
2811,2005,2,7,3.0
850,2001,2,6,2.0
1844,1999,2,5,2.0
2225,1968,2,7,2.0
1477,2004,2,6,2.0
399,1970,1,5,2.0
2431,2005,2,7,2.0
1605,1982,1,5,1.0
897,1945,2,9,1.0
1426,2008,2,7,3.0
2240,1920,1,6,1.0
1706,2007,1,8,3.0
2252,2002,1,4,2.0
1136,2004,1,6,2.0
1877,1965,1,6,2.0
424,2008,2,10,3.0
1182,1984,2,6,2.0
2750,1993,2,8,4.0
1016,1950,2,6,2.0
2436,2003,2,8,2.0
1607,1982,1,6,1.0
2337,2006,3,10,3.0
1233,1962,1,6,1.0
419,1967,1,5,1.0
633,1960,1,5,2.0
2722,1955,1,6,2.0
469,2007,2,7,3.0
1365,1925,2,6,1.0
1098,1999,2,7,2.0
711,1938,1,4,1.0
2808,2003,2,7,2.0
1959,1949,2,7,1.0
2720,1958,2,8,2.0
2170,1963,1,4,2.0
603,1957,1,6,3.0
2113,2006,2,6,2.0
1146,1991,2,6,2.0
2105,2005,2,6,2.0
1786,2007,2,7,3.0
961,2008,2,7,3.0
1405,1948,1,5,1.0
1324,1959,1,5,1.0
1986,1920,1,5,1.0
307,1952,1,4,2.0
180,1948,1,7,1.0
2896,1987,2,5,2.0
668,1963,1,6,1.0
1582,1986,2,6,2.0
2285,1976,1,6,2.0
2079,1950,2,7,2.0
2272,2002,2,9,3.0
2250,1983,1,5,2.0
502,1993,2,9,3.0
2166,2006,2,7,2.0
1622,1994,2,7,2.0
1299,1890,1,5,0.0
832,2005,2,7,2.0
2470,2006,2,5,2.0
1017,1986,2,7,2.0
1384,1967,1,6,1.0
1790,2005,2,7,2.0
2530,1967,2,7,2.0
2893,1986,2,5,1.0
2027,1929,1,6,2.0
683,1952,1,4,1.0
823,2008,2,6,3.0
2374,1975,2,4,2.0
1594,1975,1,6,2.0
2049,1963,1,6,1.0
1813,2000,2,6,2.0
365,1990,2,5,2.0
176,1945,1,4,1.0
510,2008,2,7,3.0
1326,1956,1,4,1.0
2423,2002,2,5,2.0
1631,1964,1,6,2.0
1263,1958,1,6,2.0
1046,1972,2,6,1.0
47,2003,2,10,3.0
1424,2007,2,6,2.0
429,2008,2,10,3.0
1031,1976,2,8,2.0
1635,1990,1,4,2.0
309,2004,2,5,2.0
1020,1983,2,6,2.0
178,1929,1,6,2.0
1975,1910,2,7,2.0
2096,1994,2,7,2.0
865,2001,2,7,2.0
385,2009,2,8,2.0
1362,1938,2,9,2.0
1091,2003,2,9,2.0
317,2009,2,6,2.0
1076,2006,2,6,2.0
1573,1976,2,10,2.0
485,2002,2,8,3.0
2021,1926,1,5,1.0
2032,1930,1,6,1.0
2604,1915,1,6,3.0
1615,1970,2,8,2.0
2736,1966,2,8,2.0
473,2005,2,5,2.0
1316,1928,2,7,2.0
244,1946,1,6,1.0
152,1958,1,5,1.0
1588,2005,2,7,3.0
2111,2005,2,6,2.0
813,1979,2,12,2.0
1854,1994,1,5,2.0
2575,1957,1,6,1.0
867,2000,2,8,3.0
2879,1920,1,7,1.0
1494,2003,2,7,2.0
2771,1995,2,6,2.0
496,1995,2,9,3.0
1651,1976,2,8,2.0
1913,1961,1,6,2.0
2790,2002,2,7,2.0
1541,1956,2,7,2.0
1684,1966,1,5,1.0
301,1959,2,6,2.0
1569,1976,2,8,2.0
2153,2001,2,7,2.0
1467,1999,2,7,2.0
2540,1965,1,6,2.0
2368,1972,1,6,1.0
874,1997,2,8,2.0
463,2003,2,6,2.0
784,1956,1,6,1.0
2149,2003,2,7,2.0
2069,1954,1,6,2.0
1743,2006,0,7,3.0
472,2005,2,7,2.0
1921,1958,1,7,1.0
2778,1999,2,7,2.0
526,2005,2,9,3.0
2795,2002,2,8,2.0
478,2004,2,7,2.0
2841,1918,1,7,1.0
119,1963,1,6,2.0
1960,1950,1,6,1.0
1277,1954,1,6,1.0
2466,2005,2,7,2.0
2844,1922,1,3,1.0
1028,1978,2,8,4.0
1043,1970,1,5,1.0
231,1927,1,4,2.0
461,2002,2,8,3.0
33,1977,2,4,2.0
1795,2006,2,6,2.0
1073,2003,1,6,2.0
1576,2007,2,6,2.0
2044,1910,2,6,1.0
185,1915,2,7,1.0
1828,1990,2,7,2.0
344,1972,2,9,2.0
2152,1994,2,7,2.0
1752,2003,2,7,2.0
2637,1925,1,8,1.0
1000,2001,1,5,2.0
727,1920,1,4,0.0
2612,1964,1,5,1.0
2422,2003,2,7,2.0
752,1915,2,8,1.0
15,1985,1,4,2.0
2319,2005,2,7,2.0
2681,1928,1,8,1.0
1006,1995,2,8,2.0
2596,1930,1,5,1.0
2002,1890,1,8,2.0
55,2004,2,7,2.0
2104,2007,2,10,3.0
1682,1976,2,7,2.0
977,1969,2,7,2.0
2548,1964,1,7,2.0
340,1994,2,6,2.0
1487,1900,2,9,0.0
1423,1996,2,8,2.0
1342,1946,1,4,1.0
1949,1925,2,6,2.0
2444,1998,2,7,3.0
345,1997,2,7,2.0
650,1953,1,7,1.0
192,1950,1,7,1.0
1945,1953,1,7,1.0
2277,2005,2,9,3.0
1266,1960,2,9,2.0
674,1960,2,6,2.0
2823,2003,2,8,2.0
2772,1998,2,5,2.0
2015,1939,1,7,1.0
2642,1900,1,7,2.0
144,1959,1,6,1.0
1712,2007,2,8,3.0
1708,2004,2,11,3.0
2890,1975,2,6,2.0
1157,1972,2,5,2.0
2550,1958,1,6,2.0
1104,1996,2,12,2.0
2183,2005,1,5,2.0
2887,1978,2,10,2.0
29,1999,2,5,2.0
108,1978,1,4,2.0
2286,1972,1,5,1.0
1533,1934,1,6,1.0
376,1978,2,7,2.0
800,1990,1,4,2.0
1395,1940,1,4,1.0
388,1975,2,7,2.0
1689,2007,2,7,3.0
716,1898,2,11,2.0
2737,1928,2,8,3.0
120,1959,1,6,0.0
1230,1961,1,6,2.0
2047,1940,1,7,1.0
1293,2003,2,6,2.0
1915,1958,1,7,1.0
1968,1961,2,10,0.0
1766,1998,2,9,3.0
268,1998,2,6,2.0
729,1923,1,6,2.0
902,1956,1,5,1.0
993,1997,2,7,2.0
766,1922,0,4,0.0
903,1920,1,7,2.0
1221,1935,1,5,0.0
1719,2005,2,6,2.0
1521,1911,1,7,0.0
2707,1967,2,6,2.0
987,1992,1,6,2.0
2558,1908,1,5,2.0
1778,2006,2,8,3.0
2601,1920,1,5,2.0
74,2004,2,8,2.0
2190,1954,1,5,2.0
701,1920,2,8,0.0
2556,1923,1,4,0.0
2293,1977,1,4,2.0
787,1955,2,8,2.0
595,1967,1,7,2.0
66,1995,2,9,3.0
846,1998,2,7,2.0
594,1967,1,5,1.0
792,1946,1,6,1.0
1200,1976,3,11,2.0
768,1934,2,6,1.0
174,1957,1,6,2.0
1889,1961,1,5,2.0
1023,1977,2,11,2.0
363,1992,2,6,2.0
1401,1979,2,7,2.0
1978,1980,1,4,2.0
2097,2007,2,10,3.0
2840,1954,2,6,2.0
862,1972,1,5,2.0
507,2008,2,6,3.0
1262,1968,1,5,2.0
1228,1953,1,5,1.0
1288,1910,1,6,1.0
1243,1957,1,6,2.0
1850,1997,2,7,2.0
1589,1997,2,8,4.0
1658,1971,2,7,2.0
446,2003,2,8,2.0
1097,1999,2,8,2.0
2329,1985,2,5,2.0
1909,1941,1,6,1.0
2608,1966,1,6,2.0
656,1916,2,8,1.0
1690,2007,2,7,3.0
2853,1926,2,7,0.0
2229,1971,2,7,2.0
1127,2007,2,8,3.0
2606,1936,2,7,2.0
1268,1951,1,5,2.0
2809,2006,2,7,2.0
529,2006,2,8,3.0
476,2002,2,8,2.0
2566,1967,2,8,2.0
1902,1946,1,2,0.0
1547,1922,1,5,0.0
1185,2002,2,7,2.0
2372,1972,1,6,1.0
2282,1967,2,8,2.0
910,1920,2,12,2.0
1128,2007,2,7,2.0
1659,1968,1,7,2.0
1852,2003,2,8,2.0
456,2007,2,6,2.0
2410,2003,2,6,2.0
1296,1920,1,5,0.0
2682,1930,1,7,1.0
237,1950,1,6,1.0
1666,1970,1,7,2.0
2666,1923,1,7,1.0
662,1910,2,5,2.0
2490,1977,1,6,2.0
672,1957,1,5,1.0
2915,1972,1,5,1.0
452,2005,2,6,2.0
321,2002,2,9,2.0
2124,1998,2,7,2.0
1278,1961,2,10,0.0
914,1925,2,7,1.0
579,1976,2,8,2.0
1418,1941,1,5,1.0
1166,1999,2,6,2.0
1797,2007,3,8,2.0
2568,1961,1,6,2.0
2075,1948,2,6,2.0
2445,2000,2,7,3.0
229,1996,2,7,2.0
1663,1971,1,5,1.0
2727,1963,1,4,2.0
2226,1980,1,5,2.0
130,1958,1,4,0.0
1675,1997,2,5,2.0
2038,1958,2,5,2.0
2416,2006,2,6,2.0
2507,2005,2,4,2.0
269,2003,1,4,2.0
981,1972,1,4,1.0
2296,1977,1,6,2.0
940,1920,1,6,1.0
475,2004,2,6,2.0
2404,2005,2,6,2.0
2491,1965,1,5,1.0
601,1959,1,5,1.0
1640,2006,2,6,2.0
2926,1984,1,6,2.0
653,1950,1,6,1.0
2406,2005,2,6,2.0
2701,1950,1,7,2.0
1472,1997,2,8,3.0
417,1978,2,6,2.0
2664,1910,1,7,1.0
283,1945,1,7,1.0
302,1922,1,7,1.0
2053,1964,2,5,2.0
2662,1900,1,6,1.0
99,2005,2,4,2.0
2674,1947,2,7,2.0
1218,1960,1,6,1.0
2547,1964,1,7,2.0
197,1942,1,7,1.0
2091,1990,2,6,2.0
87,1967,1,5,1.0
690,1963,1,6,1.0
2364,2002,2,4,2.0
2050,1964,1,6,2.0
769,1963,2,6,2.0
348,2006,2,7,3.0
200,1930,2,7,2.0
2759,2005,2,7,2.0
1700,2006,2,7,3.0
876,2001,2,6,2.0
2536,1968,1,5,1.0
1821,1962,1,6,2.0
2743,1953,1,7,1.0
1329,1945,1,8,1.0
1451,1975,1,5,1.0
936,1980,1,5,2.0
1948,1956,1,4,0.0
1839,2006,2,5,2.0
2057,1968,1,6,1.0
558,1961,1,5,1.0
2731,1980,2,7,1.0
791,1958,1,5,1.0
1421,1994,2,7,2.0
2881,1949,0,4,1.0
2820,1975,2,4,0.0
1609,1984,1,6,2.0
1495,1977,1,6,2.0
2388,2004,3,9,3.0
938,1971,2,7,2.0
1194,1965,1,5,2.0
2429,2006,2,7,3.0
1937,1955,1,6,2.0
1847,2000,2,5,2.0
1550,1930,1,7,0.0
2705,2004,2,4,1.0
2713,1968,1,7,1.0
1938,1955,1,7,1.0
1819,1977,1,5,1.0
23,2000,2,7,2.0
2289,1970,1,6,1.0
1156,1974,2,6,2.0
2717,1978,1,6,2.0
2101,2006,2,7,3.0
1377,1963,1,6,2.0
1381,1967,1,6,1.0
2502,1993,2,10,3.0
2609,1963,1,6,1.0
505,1994,2,8,3.0
1126,2005,2,9,3.0
2914,1970,1,3,0.0
393,1974,2,8,0.0
2405,2005,2,6,2.0
67,2005,2,6,3.0
2227,1995,2,7,2.0
669,1967,1,6,2.0
1772,1995,2,9,3.0
1775,1996,2,8,3.0
403,1973,1,5,1.0
2792,1999,2,7,2.0
1247,1953,1,6,2.0
384,2003,2,7,2.0
91,1992,2,8,2.0
863,2002,2,6,3.0
1857,1976,2,6,2.0
1870,1993,2,8,2.0
2318,2006,2,7,3.0
2100,2006,2,8,3.0
1213,1965,2,6,2.0
2046,1946,3,12,0.0
710,1910,1,6,0.0
2268,2001,2,5,2.0
816,2000,4,8,4.0
1616,2003,2,7,2.0
2233,1940,1,6,2.0
439,2008,2,8,3.0
260,1977,1,5,1.0
2523,1981,0,5,3.0
627,1965,2,7,2.0
251,2006,2,6,2.0
2163,2004,2,7,2.0
2819,1951,1,6,2.0
1025,1977,2,6,2.0
2592,1956,1,6,2.0
1491,1976,1,6,2.0
2742,1954,2,7,1.0
2497,1961,1,6,1.0
495,1999,2,8,3.0
2528,1968,2,9,2.0
1033,1996,2,9,3.0
764,1987,3,5,0.0
1165,2007,2,5,2.0
2037,1915,1,7,2.0
113,1977,2,6,2.0
1572,1986,2,6,2.0
2052,1961,1,5,1.0
2702,1958,1,6,1.0
1981,1940,1,5,2.0
2335,2006,2,11,3.0
563,1962,1,6,1.0
1502,1955,2,6,0.0
1310,1920,1,7,1.0
2598,1921,1,4,1.0
2715,1967,1,7,2.0
1810,2006,2,7,2.0
778,1961,2,8,1.0
339,1969,2,8,1.0
2460,2006,2,7,2.0
320,2002,2,8,2.0
2461,2006,2,5,2.0
2449,1998,2,10,2.0
817,2000,4,8,4.0
1096,2002,2,6,2.0
1893,1964,2,7,1.0
479,2002,2,7,2.0
1657,1971,2,6,2.0
937,1986,2,6,2.0
879,2003,1,4,2.0
945,2007,2,5,2.0
1010,1989,2,5,2.0
2861,1940,1,7,1.0
1245,1956,1,5,1.0
854,1978,1,5,1.0
1437,2000,2,6,2.0
586,1967,2,8,2.0
1947,1940,1,5,1.0
815,1979,2,8,2.0
831,2005,2,7,3.0
1919,1963,1,6,2.0
2306,1954,2,5,2.0
430,2008,2,7,3.0
2618,1962,3,9,2.0
245,1985,2,7,2.0
462,2006,2,6,2.0
182,1923,1,5,2.0
1625,1995,2,6,2.0
2381,2006,3,9,3.0
1827,1967,1,6,1.0
1580,1989,2,8,2.0
1803,2007,2,6,2.0
1132,2004,1,6,0.0
1941,1953,1,6,1.0
1742,2006,2,6,3.0
2026,1915,1,7,1.0
2245,1930,1,5,1.0
1691,2006,2,8,3.0
725,1920,1,6,1.0
1787,2006,2,7,3.0
1216,1959,1,5,1.0
2654,1921,1,3,1.0
2310,1969,2,8,2.0
761,1915,1,7,1.0
1884,1958,1,6,1.0
449,2003,2,10,3.0
856,1977,2,5,2.0
11,1993,2,7,2.0
389,1974,2,6,2.0
2415,2006,2,9,3.0
77,1992,2,8,2.0
1238,1957,1,6,1.0
223,1966,1,5,1.0
723,1910,1,4,1.0
2562,1951,2,7,2.0
995,1998,2,7,2.0
287,1915,1,6,1.0
1152,1961,1,5,1.0
1449,1975,1,5,2.0
1330,1930,1,4,1.0
1134,2003,2,8,2.0
706,1950,1,6,1.0
1617,1995,2,7,2.0
1339,1939,2,7,1.0
1664,1971,1,5,2.0
1433,1995,1,6,1.0
75,1994,2,8,2.0
2255,1974,1,5,2.0
1170,2001,1,5,2.0
45,2009,2,11,3.0
836,1996,1,6,2.0
8,1992,2,5,2.0
1704,2004,2,9,3.0
2068,1940,1,6,1.0
1488,1966,1,6,1.0
1391,1956,1,4,2.0
2633,1962,1,6,2.0
1872,1966,2,6,2.0
1138,2004,2,6,2.0
1899,1962,2,6,2.0
915,1936,1,6,2.0
660,1925,1,6,1.0
2004,1956,1,5,1.0
443,2004,2,10,3.0
2627,1950,2,6,2.0
1438,1999,2,7,2.0
1525,1922,2,11,2.0
2644,1930,1,5,1.0
866,2001,2,7,2.0
620,1956,1,5,1.0
2451,1993,3,11,3.0
2186,1954,1,5,1.0
2025,1926,1,7,2.0
1916,1965,2,7,2.0
1542,1954,1,7,2.0
1163,2005,2,5,2.0
205,1920,1,6,1.0
2261,2006,2,6,2.0
423,2008,3,11,3.0
2687,1962,2,8,2.0
1436,1997,2,6,2.0
444,2004,2,7,3.0
1067,2003,2,7,3.0
2290,1970,1,3,0.0
168,1963,1,7,2.0
2643,1930,1,5,1.0
2802,2004,2,8,2.0
1224,1960,2,6,2.0
1382,1967,1,5,2.0
853,1978,2,5,0.0
2237,1923,2,6,1.7765853658536586
2585,1952,1,4,1.0
2193,1955,1,5,2.0
2262,2006,2,6,2.0
1528,1930,1,4,1.0
370,1977,2,6,2.0
2629,1959,1,6,1.0
1703,2007,2,7,2.0
793,1941,1,4,1.0
1429,1995,2,6,3.0
648,1945,1,4,1.0
279,1975,1,5,1.0
1705,2007,2,8,3.0
1257,1945,1,6,1.0
2894,1958,1,6,2.0
1062,2007,2,10,3.0
1729,2005,2,6,2.0
1925,1957,1,8,2.0
415,1978,2,7,2.0
78,1979,2,5,1.0
428,2009,2,8,3.0
1756,1999,2,7,2.0
1280,1954,1,4,1.0
1928,1970,2,7,2.0
2671,1941,1,4,0.0
2501,1992,2,9,3.0
225,1968,1,4,1.0
2317,2005,2,9,2.0
160,1959,1,7,2.0
100,2009,2,7,2.0
482,2003,2,7,2.0
177,1940,1,4,1.0
1971,1962,2,8,1.0
484,2000,2,8,2.0
1561,2007,2,5,2.0
992,1969,2,9,2.0
73,2004,2,8,2.0
2646,1924,1,5,1.0
994,1995,2,7,2.0
2138,1977,1,5,2.0
2013,1939,1,5,1.0
2126,1996,1,6,1.0
898,1922,1,4,0.0
1048,1975,2,7,2.0
2676,1934,1,6,2.0
2498,1967,1,6,1.0
1560,2008,2,5,2.0
296,1941,2,9,1.0
354,1998,2,7,2.0
970,1968,1,6,1.0
884,2007,2,6,2.0
1894,1964,2,8,2.0
450,2003,3,10,3.0
2031,1931,1,7,1.0
949,2004,2,7,2.0
1907,1955,1,6,1.0
1906,1964,1,9,2.0
549,1990,2,5,2.0
243,1964,2,5,2.0
1697,2006,2,9,3.0
2365,1973,1,6,2.0
310,1998,2,8,3.0
1961,1950,1,6,1.0
849,2001,2,6,2.0
2018,1920,1,8,1.0
1328,1928,1,5,1.0
801,1983,1,5,2.0
400,1970,1,5,2.0
1650,1977,2,8,2.0
1084,2007,2,6,2.0
1522,1921,3,8,2.0
2496,1964,1,6,0.0
220,1957,1,5,2.0
1254,1957,2,9,2.0
1443,2000,2,6,2.0
2885,2004,2,5,2.0
2920,1970,1,5,0.0
1197,1965,2,10,2.0
848,2002,2,6,2.0
926,1940,2,13,2.0
2158,1999,1,5,2.0
1555,1895,1,6,1.0
278,1948,1,5,2.0
2522,1978,1,4,2.0
434,2008,3,12,3.0
2683,1925,1,5,2.0
2173,1960,1,5,2.0
894,1947,1,4,0.0
1066,2003,2,8,3.0
1261,1962,1,8,2.0
537,2004,2,8,2.0
2301,1976,1,6,2.0
2854,1919,1,7,1.0
2649,1950,1,5,1.0
2776,1999,2,6,2.0
2403,2004,2,9,3.0
2355,1975,3,8,2.0
1983,1948,1,6,1.0
547,1992,2,6,2.0
1842,2006,2,5,2.0
2748,1989,2,9,2.0
2425,2004,2,7,2.0
2837,1910,1,8,0.0
2456,2006,2,6,3.0
2114,1988,2,7,2.0
1890,1960,1,5,1.0
621,1950,1,6,1.0
1427,2008,2,8,3.0
1728,2007,3,7,2.0
2472,2005,2,6,2.0
610,1965,2,7,2.0
1950,1927,2,5,1.0
94,2004,2,6,2.0
1745,2007,2,6,2.0
744,1931,1,5,1.0
1859,1976,2,7,2.0
2343,1984,2,8,2.0
1713,2005,2,7,3.0
1816,1980,1,5,1.0
2390,2005,2,8,3.0
364,1999,2,9,2.0
684,1959,1,6,1.0
32,1971,1,6,1.0
1698,2006,2,9,3.0
1129,2007,2,7,3.0
165,1951,1,5,2.0
935,1980,1,5,2.0
1802,2007,3,7,2.0
250,2008,2,7,3.0
2668,1920,2,8,0.0
236,1920,1,5,1.0
2117,1992,2,9,2.0
2029,1901,2,7,1.0
636,1958,1,6,1.0
1155,1961,1,5,1.0
739,1926,1,4,1.0
1608,1940,2,7,1.0
1087,2004,2,8,2.0
1774,1992,2,9,2.0
2816,2005,2,6,2.0
2194,1954,1,5,1.0
523,2006,2,6,2.0
2767,1975,2,5,2.0
1837,2006,2,5,2.0
2284,1976,1,6,2.0
1434,1994,1,5,2.0
2794,2001,2,7,3.0
2625,1950,2,6,2.0
794,1954,1,5,1.0
708,1920,1,5,2.0
286,1924,2,5,1.0
62,1996,2,7,2.0
1647,1981,2,6,2.0
2054,1966,1,6,1.0
1102,2000,2,8,3.0
654,1948,1,5,1.0
1089,2005,2,8,2.0
604,1956,2,7,2.0
2838,1924,1,7,1.0
2777,1999,2,7,2.0
1723,2005,2,6,2.0
349,1995,2,7,2.0
2313,1995,2,7,2.0
2279,1953,1,9,4.0
1346,1939,2,7,2.0
2770,1996,1,5,2.0
2923,1976,2,8,2.0
1619,1997,2,7,2.0
2178,2006,1,5,2.0
1160,2004,2,5,2.0
1755,2002,2,8,2.0
2412,2005,2,8,2.0
889,1977,1,6,2.0
2181,2008,2,15,3.0
1186,1970,2,7,2.0
1613,1970,1,5,2.0
411,1976,2,7,2.0
810,1979,2,8,2.0
548,1980,1,6,1.0
2179,2005,1,5,2.0
2746,1948,1,7,1.0
1486,1910,1,4,0.0
2168,1965,1,6,2.0
2061,1966,1,6,1.0
1131,2003,2,7,2.0
2738,1935,3,7,2.0
929,1960,2,6,2.0
362,1994,2,6,2.0
652,1948,1,6,2.0
1466,2003,2,6,2.0
2087,1951,1,7,1.0
1442,2001,2,7,2.0
2744,1952,1,6,1.0
1511,1955,1,8,1.0
2175,1976,1,7,2.0
1236,1963,1,6,1.0
2448,1998,2,7,2.0
60,1999,2,10,3.0
346,2003,2,9,3.0
678,1950,1,5,2.0
2481,1990,2,5,2.0
2729,1971,1,4,2.0
453,2005,2,5,2.0
2234,1941,1,5,2.0
2007,1950,1,6,1.0
20,1978,2,7,2.0
2217,1932,1,7,2.0
232,1950,2,4,2.0
1982,1900,1,6,2.0
1570,1991,2,6,2.0
195,1939,1,5,1.0
2307,1956,1,5,1.0
504,1993,2,8,2.0
1644,1981,2,7,2.0
939,1988,2,5,2.0
1591,2007,1,5,0.0
2001,1948,1,5,2.0
2379,2004,2,8,3.0
1100,1998,2,8,3.0
1118,2007,3,7,3.0
1593,1964,1,6,3.0
2338,1948,2,7,2.0
458,2003,2,8,3.0
1454,2002,2,7,2.0
641,1954,1,5,2.0
644,1953,1,5,1.0
840,1998,2,5,2.0
1307,1880,3,10,3.0
1809,2003,1,6,2.0
56,2002,2,8,2.0
1905,1958,1,5,1.0
2060,1967,1,5,2.0
1085,2007,2,5,2.0
305,1920,1,6,2.0
671,1958,1,6,2.0
833,1989,2,5,2.0
2891,1988,3,9,3.0
486,2000,2,7,2.0
334,1971,1,5,1.0
1804,2006,2,5,3.0
2690,1941,1,4,0.0
299,1989,1,4,2.0
466,2005,2,7,2.0
440,2004,2,7,3.0
378,1980,2,6,2.0
513,2005,2,8,2.0
1597,1973,1,5,1.0
613,1961,1,7,2.0
2798,1996,2,9,2.0
239,1947,1,8,1.0
1080,2004,2,6,2.0
375,1978,2,8,2.0
1638,2006,2,8,3.0
2593,1925,2,10,3.0
623,1967,2,8,3.0
964,1980,2,7,2.0
917,1928,2,6,1.0
122,1967,2,6,2.0
2443,1997,2,7,3.0
1354,1915,2,8,2.0
2058,1971,1,6,2.0
2326,1998,2,8,2.0
1222,1939,1,5,1.0
1251,1953,1,4,1.0
65,1998,2,7,2.0
498,1998,2,7,3.0
749,1910,1,8,2.0
1782,2006,2,8,3.0
477,2004,2,6,2.0
2826,2005,1,5,2.0
1601,1972,1,3,0.0
990,1958,1,6,2.0
1791,2004,2,7,2.0
2131,2001,2,7,2.0
371,1980,2,10,2.0
2377,1976,2,4,1.0
1832,1973,1,5,2.0
561,1961,1,6,1.0
1063,2004,2,9,3.0
325,1971,2,8,0.0
1577,2006,2,6,2.0
2851,1914,1,9,1.0
1410,1935,2,7,2.0
691,1962,1,5,1.0
2691,1924,2,7,2.0
2780,2002,2,7,2.0
374,1977,2,8,2.0
1995,1910,2,6,2.0
602,1959,1,5,1.0
1422,1993,2,9,2.0
1056,2007,2,6,3.0
1151,1962,1,4,1.0
1843,1999,2,6,2.0
2595,1924,2,6,1.0
1041,1973,1,5,1.0
980,1970,1,6,1.0
1871,1976,2,8,2.0
2363,1971,1,5,2.0
2880,1945,1,5,0.0
1217,1959,1,7,2.0
1715,2006,2,7,3.0
112,1993,2,9,2.0
454,2005,2,5,2.0
2253,1991,2,6,2.0
560,1963,1,6,1.0
303,1941,1,4,1.0
1004,1997,2,7,2.0
2167,2005,2,6,2.0
2440,2000,2,7,2.0
2810,2005,2,6,2.0
2872,1969,2,7,2.0
1072,2005,2,6,2.0
1654,1979,2,6,2.0
2394,2006,2,10,3.0
2212,1927,2,8,2.0
2628,1960,2,8,0.0
2526,1968,2,9,2.0
969,2007,2,7,3.0
306,1900,1,7,1.0
25,1971,1,6,2.0
311,1977,2,6,2.0
300,1989,2,5,2.0
2775,1997,2,6,2.0
2862,1922,1,5,1.0
525,2006,2,8,3.0
2730,1974,1,5,2.0
1892,1965,2,5,2.0
2288,1970,1,5,0.0
2728,1953,2,7,2.0
