date,tweet
2020-05-20 21:36:12+00:00,My power just went out so here's hoping that it didn't mess with my PC and that it'll come back on before 7:30 PM so I can stream. 
2020-05-20 21:31:04+00:00,i use my fan too! but one time the power went out so i couldn’t use it at night and i couldn’t sleep bc it was so eerie i honestly don’t understand how people can just sleep like that
2020-05-20 21:26:48+00:00,Power went out last night fuck my life lmao 
2020-05-20 21:07:07+00:00,@sce Power went out 13 hours May8! Dr. Said to throw out all my food and you want a RECIEPT? #southerncaliforniaEdison #ElderAbuse #Howdoyousleep
2020-05-20 21:06:19+00:00,Glad I ended my stream earlier. Our power went out 30 minutes after I was done.
2020-05-20 20:53:45+00:00,my power went out :/
2020-05-20 20:47:42+00:00,@BearLendie the power went out at my house
2020-05-20 20:42:51+00:00,"feeling real sad my power went out like 20 mins before dnd time and my power company is just shrugging its shoulders at me saying ""eh it'll be back on eventually"""
2020-05-20 20:42:48+00:00,Couldn’t do my prescribed Zwift race due to work so went out on the #venge and proper smashed it. Fastest yet. Solid power. When’s racing back on @P_Coach_Me
2020-05-20 20:35:59+00:00,Oop my power just went out for a sec
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
2020-05-20 20:35:00+00:00,Record breaking heat..spent afternoon outside working and power just went out for the next several hours..at least I have my #NintendoSwitch charged up
2020-05-20 20:33:09+00:00,"The auto shop I went to for my power steering doesn’t have an answer as to why it cut out briefly after replacing the entire rack, pump and line for it. So basically, fingers crossed I make it to Florida lmfao."
2020-05-20 20:31:32+00:00,"Apparently the power went out at exactly noon, so now my oven time is blinking but it's almost accurate. I'll just leave it then, fuck it."
2020-05-20 20:24:08+00:00,"Untill my power steering went out and it’s electrical, whatever tf that is !"
2020-05-20 19:21:31+00:00,the power went out in our block and my niece and nephew are pissed demanding wifi
2020-05-20 19:21:13+00:00,was clocked in for 30 mins & my power went out again 
2020-05-20 19:18:27+00:00,power went out and my phone on 2%
2020-05-20 19:14:19+00:00,love that all my power just went out and it’s almost 90 degrees out today :)
2020-05-20 19:10:45+00:00,"Down the block from my house: ""The story as told to me: Kid was up all night playing video games and at like 5am his dad told him to take a a break and he ended up taking the car. He went 90 MPH over the tracks &amp; went airborne. It knocked out a 12' section of the power line 1/2 "
2020-05-20 19:09:00+00:00,Power went out in the middle of recording a virtual event presentation yesterday and stayed out for the live interview I had at 7pm... I leveraged my back-up gear kit &amp; I was able to pull off both... Here is the gear I used for backup: My #kit https://kit.co/iSocialFanz/back-up-virtual-presenting-gear
2020-05-20 18:59:41+00:00,Came to my moms ( which is already hot to begin w ) &amp; the power went out as soon as I walked in 
2020-05-20 18:57:50+00:00,me when my power went out 10 minutes before the #aplang exam started
2020-05-20 18:35:07+00:00,My power then went out that mean I’m clocked in and not working
2020-05-20 18:34:25+00:00,power just went out now my phone bout to die 
2020-05-20 18:33:50+00:00,I forgot when my power went out that yakuza doesnt have autosave..... i didn't loose a lot of progress but it still sucks
2020-05-20 18:30:58+00:00,my phone was charging and than the power went out .... I’m using the remaining juice to send this tweet and call my workplace as to why I logged off
2020-05-20 18:30:44+00:00,I think the power just went out in my neighborhood wtf
2020-05-20 18:22:25+00:00,my power went out.. this is ghetto 
2020-05-20 18:22:16+00:00,aye my power went out wtf
2020-05-20 18:18:41+00:00,The power went out in my apartment right as I was about to make dinner. 
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
2020-05-20 18:15:58+00:00,"okay, so my power went out "
2020-05-20 18:04:29+00:00,"Welp... My power went out... Go support the stream anyways, it's for a great cause!"
2020-05-20 18:02:01+00:00,My Electronic Power Steering Unit went out 2 hours later ... I think the cornerback blitz got me. Universe knew what time it was 
2020-05-20 18:00:06+00:00,My power just went out 
2020-05-20 17:57:33+00:00,wow. my power just went out i’m sick
2020-05-20 17:30:51+00:00,So I wanted to do the #sailormoonredraw challenge but put #Kagome there instead. I went to change it but then my power went out and I lost the file. So I'm just gonna roll with it. Hope yall like it. #Inuyasha #sailormoonredrawchallenge #sailormoondrawing
2020-05-20 17:23:17+00:00,So my power just went out... for like a 3 seconds ;-;
2020-05-20 17:20:37+00:00,the power went out and it’s making my phone suck so if i don’t respond it’s not my fault
2020-05-20 17:18:30+00:00,BRUH THE POWER WENT OUT AS I TRY TO TAKE MY MATH TEST AND IT LOGGED ME OUT IM GONNA FUCKIN FAAAAIIIIILLLL
2020-05-20 17:05:20+00:00, it's freaking hotttt today already 90 my power went out I was repotting some flowers now I'm at Sonic getting a Watermelon Redbull 
2020-05-20 16:38:57+00:00,the power went out while i was in the shower and i’ve never felt more fear in my life
2020-05-20 16:26:45+00:00,"Woohoo! My power went out, randomly, this morning just as I was going to make a second cup. Seriously contemplated getting geared up &amp; driving to Starbucks, but managed to talk myself down off the ledge. Power’s back on and I’m currently brewing! "
2020-05-20 16:26:00+00:00,So my webinar presenter's power just went out ...so I guess I'll be doing knock knock jokes to fill the void
2020-05-20 16:08:11+00:00,"As I sat and shat, the power went out, plunging me into darkness. That was when it happened - I heard the four-voiced bellow of Charles Chickens. Suddenly, Divine Secrets entered my mind."
2020-05-20 16:00:39+00:00,Yoo I need to dry my work clothes &amp; the power went out from this storm. 
2020-05-20 15:59:26+00:00,THE POWER WENT OUT FOR A BIT BUT THANK GOD I DID NOT LOOSE PROGRESS ON MY DRAWING.....I HAD SAVED
2020-05-20 15:33:27+00:00,MY POWER WENT OUT LMAOOO
2020-05-20 15:33:07+00:00,the power went out in my whole village because an electrical box caught fire lmao
2020-05-20 15:29:12+00:00,Yo tell me why my power went out 5 mins after I got done with stream 
2020-05-20 15:18:05+00:00,love how my power just went out with no rain or bad weather lmao
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
2020-05-20 15:10:04+00:00,"Literally went to a work training where my district manager said: “THE KEY TO SUCCESS IS TO BE NICE.” That’s it y’all. Keep in mind that your attitude and words have power and it’s a domino effect. You put out positive, you get positive back.. and vise-versa!"
2020-05-20 15:00:27+00:00,"This could not have been worse timing, my power went out in my neighborhood and I have a Zoom meeting for class at 8 am "
2020-05-20 14:43:26+00:00,I mean as a kid I went out of my way to show up to synagogue for the final prayer to irritate the rabbi (my dad) who wasn't in the majority but was definitely the center of power in my world?
2020-05-20 14:38:24+00:00,Power went out while I was doing my java assignment...i hate it here
2020-05-20 14:31:02+00:00,Today is already a bad day. The power went out and i have 2 school calls to attend but i can't BECAUSE THE POWER IS OUT.....and my phone and ipad aren't charged.... 
2020-05-20 14:21:41+00:00,"//Sooo... Quick update. I was unable to give any warning here since my phone was out of battery. These past days, I've been without power due to a flooding on my city's power plant, and it went kaboom, for what it seems. But now it's finally restored, so guess I'm back "
2020-05-20 14:18:35+00:00,My power went out for my whole complex... right in the middle of my morning meeting 
2020-05-20 14:09:35+00:00,I had notis on too but my power went out and I don’t have cellular data
2020-05-20 14:05:11+00:00,my math professors power went out during zoom lecture so someone CALLED her and put her on speaker 
2020-05-20 14:02:42+00:00,Hobart was really like a second crib. I remember the power went out in my room in the phases halfway through me cutting my hair one time. I threw a rag and a hat on and went to finish it at Hobart 
2020-05-20 13:52:35+00:00,The power just went out in our house completely :/ I was in the middle of making brownies and my phone is at 30% someone come get me :(
2020-05-20 13:45:57+00:00,"Storm knocked my power out, alarm never went off cause my phone died, still managed to get up and workout"
2020-05-20 13:43:56+00:00,He went to pull out an entire history book to justify a troll? If that ain't power I don't know what is.... I rest my case 
2020-05-20 13:32:34+00:00,As I was getting ready at 6:35 this morning the power went out in our neighborhood. Guess what? Distance Learning @FCPS continued on my deck using the hotspot on my iPhone. #fhhighlights #distancelearning #dedicatedteacher
2020-05-20 13:15:47+00:00,The power went out for my whole downtown area So that’s cool how’s your morning going
2020-05-20 13:01:12+00:00,"Oh well transferred the power supply from Frankenstein's PC to my tower to replace the one that went phutt, cleaned all the dust out of that one and it powered up Frankenstein's PC installed a working version of ubuntu was playing with browsers and it went phutt again"
2020-05-20 12:32:04+00:00,"My power went out so now I have to physically go into work but I can’t shower first so I REALLY don’t want to. That, and ya know, THE LITERAL PANDEMIC GOING ON. Fuck."
2020-05-20 11:40:44+00:00,my power went out this morning &amp; that really sucks but i’m honestly just disappointed in myself for not anticipating this possibility and having a contingency plan for making coffee
2020-05-20 11:39:10+00:00,My Power Went Out And I Only Have 50% Battery Left On My Phone: A Real Life Horror Story
2020-05-20 11:28:27+00:00,Help my power went out
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
2020-05-20 11:13:13+00:00,me when the power went out: i could hear myself existing and i didn’t like it my mom: i like it
2020-05-20 11:12:09+00:00,Aw the 5 am music + the sunset is so soothing. My power went out and I can’t sleep in pitch black silence so AC it is. Usually never awake at this time.
2020-05-20 11:01:54+00:00,hhhhhheyyyyy the power went out... *my room quickly heats up* hahaha I'm in danger
2020-05-20 10:47:34+00:00,i really cannot sleep without my air power went out &amp; i immediately woke up
2020-05-20 10:47:17+00:00,"Power went out during my online exam this morning, and honestly it was the most anxiety inducing thing to happen me in a while. Crying while trying to type an essay about earthworm reproduction is not how I visioned my morning going."
2020-05-20 09:52:40+00:00,"Lmao I was knocked tf out last night, the power went out and I instantly woke up cause I realized my fan had cut off "
2020-05-20 09:44:51+00:00,Yes sir my power went out
2020-05-20 09:35:21+00:00,i was doing my carrd and then the power went out and the shit didn't save 
2020-05-20 08:53:51+00:00,Sooo... booters are a real thing? Wow.... Im playing league and dude asked if i wanted my power to get shut off... and umm... i aint say nun but... i got connection interrupted... then.... power went out.... Im scared 
2020-05-20 08:08:32+00:00,Also as soon as the power went out I heard what I can only assume to be my neighbors backup generator kick on... must be nice to be so rich #lincolnpark
2020-05-20 08:03:27+00:00,I’ve been predicting some really crazy things lately... two nights ago I thought to myself- welp it would really suck if the power just went out during this... and now here we are 3am. A loud bang and flash outside my window. And the power is out. just psychic things
2020-05-20 07:54:37+00:00,My power went out. Again! Right when I was starting my homework
2020-05-20 07:38:00+00:00,When I was 14(1989) I went on vacation with my family and had vcr setup to tecord GH...storm knocked the power out and I missed 2 really good days. I wrote the Executive producer at the time and they referred me to a page in the fan club news letter where classified type post...
2020-05-20 07:32:34+00:00,I don’t know where mine is i think i told my mom if the power ever went out she could use it to start a fire
2020-05-20 07:17:43+00:00,Loool the power my floor just went out for like 3 minutes. Idk if it was the whole building but I hope that nobody was using the electricity to like stay alive or anything
2020-05-20 07:13:52+00:00,"haha remember the second week of quarantine when a transformer exploded in my neighborhood and the power went out and the entire Nextdoor was ""ALIENS????"" before PG&amp;E chimed in?"
2020-05-20 07:13:03+00:00,My power went out not gonna go to sleep tonight but 𝑔𝑜𝑜𝑑𝑛𝑖𝑔ℎ𝑡 
2020-05-20 07:00:39+00:00,Hihi my power went out so now I can't use the home internet and my phone data is slow and it's about to die which mean no roblox for me and social media soon ree
2020-05-20 06:55:57+00:00,"so when the power went out I had work to do which was urgent, when they came back at 10 I typed 2 word and said fukc this I'll see it later. Sooo went on insta joined a live, left the live at 2, woke up at 5 to do my work. The end @refiloenkala"
2020-05-20 06:55:12+00:00,Yup! And it was kinda funny the day the power went out because so many people were freaking and I was like...my dudes they're obviously not a mean ghost
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
2020-05-20 06:54:13+00:00,So my power went out and it really has me questioning how on earth do some people sleep in dead silence? 
2020-05-20 06:31:23+00:00,Bruh a transformer box exploded near my apartment and the power went out for like 4 hours. My pupper Bagel helped me cope with it tho. 
2020-05-20 06:25:23+00:00,The power went out and I’m really thinking about going to my car just to charge my phone 
2020-05-20 06:24:25+00:00,Proud of me for not panicking when I woke up and it was pitch black because my power went out and my phone was dead My work phone came clutch with tik tok and a flashlight tho thank GOD 
2020-05-20 06:21:08+00:00,the power went out and i didn’t even notice. i’m like “why my phone stop charging”
2020-05-20 06:17:09+00:00,So my friends power went out and completely corrupted the Minecraft server we had aaaaaaaaaand we lost all our progress in the world... why must these things happen 
2020-05-20 06:13:19+00:00,Power in my house went out but only in my room 
2020-05-20 05:55:34+00:00,guys... i scared myself when i was washing my face. I closed my eyes really tight and i got scared because i thought my power went out again... then i opened my eyes and it was all fine. ... i scared myself because it was too dark when i closed my eyes...twice
2020-05-20 05:52:07+00:00,"my power just went out and my phone’s on 6%, love that"
2020-05-20 05:49:41+00:00,Got a taste of it a couple weeks ago when the power went out 2x...and the neighbor’s new generator kicked on. Sounds like a construction crew on my patio. 
2020-05-20 05:37:08+00:00,My power just went out like 20 min ago but while that happened....there was a huge bang in Cali also....weird.
2020-05-20 05:34:45+00:00,So my power went out so i decided to shiny hunt for a bit and I got one @jenn_tetrimino @ufallb4me #Pokemon #shiny
2020-05-20 05:32:46+00:00,My power supply just went out man fuck me
2020-05-20 05:27:16+00:00,"Power went ""Fuck this shit im out"" :) So sorry for all of the peeps at my discord server u-u;"
2020-05-20 05:09:28+00:00,"The power went out at my apartment complex, the complex next door, and the subdivision behind us. What am I supposed to do lol"
2020-05-20 05:07:26+00:00,RACHEL OPEN UR EARS I SAID MY POWER WENT OUT FOUR TIMES SHE COHLDNT HEAR
2020-05-20 05:06:57+00:00,My phone is on 9% &amp; the power went out yayyyy
2020-05-20 05:05:09+00:00,My power just went out so now I have to poop in the dark 
2020-05-20 04:59:29+00:00,The power in my room just went out and now I'm using Christmas lights from the kitchen up the stairs as an extension cord just to be able to have some light and charge my phone
2020-05-20 04:58:40+00:00,power went out and I’m at 13% and my speaker bouta die..me as well
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
2020-05-20 04:53:42+00:00,"LOOOOL halloween is cursed, i also got stuck in an elevator cause the power went out on my way home "
2020-05-20 04:53:11+00:00,Yo my whole neighborhood just went out of power
2020-05-20 04:51:58+00:00,Power went out at my apartment
2020-05-20 04:46:06+00:00,bruh the power really went out in my whole neighborhood
2020-05-20 04:44:39+00:00,Just great my power went out and my phones on 1%
2020-05-20 04:42:24+00:00,"blackout in my neighborhood rn got me thinking how i had to blackout just to forget u.. all the power went out, just like the power in my heart went out when u left.. there’s no light rn, made me think how u were the light of my life and now you’re gone.. hope u doing good "
2020-05-20 04:33:41+00:00,"Passion is a fire. Too much and you burn down the building. Whereas a candle lights the path for you. Reminds me I need new kerosene lamps. When a young girl, power went out.lit lamps. My brother's friend came over thinking we had power."
2020-05-20 04:29:52+00:00,My power went out from 4 to 11 I couldn’t even use my phone cause it had absolutely no service all I did was play sudoku lol
2020-05-20 04:27:37+00:00,The power just went out in my neighborhood and i’m irritated !!
2020-05-20 04:26:27+00:00,Kids just say whatever now days ! So the power went out on the whole block. 3 blocks at that. So I’m out talking to a neighbor &amp; my son says “So ain’t none of y’all paid y’all light bill?” ! Bruh if you don’t get yo lil nosey A__ in the house! Lol
2020-05-20 04:24:47+00:00,Man I’ve been so paranoid lately .. the power just blinked out for a minute and i started looking outside and waking my brother up thinking somebody fucking with me . Whole time everybodys power over here went out .
2020-05-20 04:14:38+00:00,My whole blocks power just went out
2020-05-20 04:13:07+00:00,my power went out... in the middle of stream... I’M SAD
2020-05-20 04:12:30+00:00,"Went to my friend house to take a shower, the power was out doing the storm n I found a big brown one in the tub "
2020-05-20 03:57:15+00:00,The power went out which means no heat and my phone is on 31% goodnight.
2020-05-20 03:47:57+00:00,The power went out in my house suddenly and it was the scariest shit ever. Thankfully it only lasted for like two minutes.
2020-05-20 03:33:54+00:00,my power really went out... this is so fucking ghetto.
2020-05-20 03:30:15+00:00,Now my damn power done went out 
2020-05-20 03:26:34+00:00,the power went out while i was exercising so i had to stop bc it got so hot in my room 
2020-05-20 02:53:03+00:00,My power went out for a few hours and I think I’m ready to go camping
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
2020-05-20 02:49:20+00:00,The writers didn’t need to explain anything but my 6 year old self knew Gyatso went out swinging. Whew the power of animation.
2020-05-20 02:43:48+00:00,So my power went out
2020-05-20 02:40:58+00:00,"Power went out, just my street though. Lovely."
2020-05-20 02:40:31+00:00,Sorry for the abrupt end to stream but I live in a hole in the ground so my power went out a g a I n. I'll be back to stream tomorrow. Thanks for chilling with me.
2020-05-20 02:39:59+00:00,Oh dang. I remember this drawing. My first drawing of Goku. I drew this when the power was out in our house and I just had to do something to distract myself. Grabbed a flashlight and went to work. That shading on the hair I did was very impressive 
2020-05-20 02:20:49+00:00,Nvm my power just went out apparently self care is canceled
2020-05-20 02:19:20+00:00,i just heard a boom and seen a bright green flash outside and then my house’s power went out for like a second lmao?
2020-05-20 02:16:19+00:00,It's a good thing we didn't go too far over because my power just went out! Thanks everyone for coming out! Tomorrow's my day off as usual but I'll see y'all Thursday for Dark Souls!
2020-05-20 02:14:36+00:00,My power went out Fuck
2020-05-20 02:10:46+00:00,I was about to wipe an entire team by myself and my power went out. That’s my head cannon at least #warzone
2020-05-20 02:02:42+00:00,Yes but my power went out 
2020-05-20 02:02:18+00:00,Yo why my whole block went out of power and my dumb ass didnt charge my phone! FUCK
2020-05-20 01:48:06+00:00,"I was playing an unrated game with some friends and my power went out, I came back and finished the game now I have a one hour cool down, kinda sad ;("
2020-05-20 01:44:22+00:00,"@PlayVALORANT I’m sure there’s nothing you can do about this but I was playing valorant with some friends, Unrated, and my power went out mid match. I came back to the game as soon as I could and I know have a one hour cool down."
2020-05-20 01:44:03+00:00,"where Kyle's hospital room was. After the elevator got to the floor, she wheeled him out of the elevator as they headed down the hallway. But she soon gasped as the power suddenly went out. ""Ah fuck...I can't see anything. I need to turn on my phone, it has a flashlight."" She-"
2020-05-20 01:41:05+00:00,Just my luck right when I was gone eat power went out.
2020-05-20 01:39:23+00:00,"Monday, 9am staff meeting went well. 10:30am (my last meeting of the day) went well. I had a full list of things to do the rest of the day. Power goes out. Power comes back on. Internet does not come back on. Later found out, Milli chewed the internet cord."
2020-05-20 01:29:52+00:00,my fucking power went out when i was taking an exam
2020-05-20 01:28:59+00:00,"""if this isn't handed in by 12pm, you won't be presenting tomorrow."" WELL IF THERE WAS ANY DOUBT B E F O R E THERE SURELY ISN'T ANY NOW MISS, I'M JUST NOT HANDING IT IN... I'LL SEND IT TO U TOMORROW AT 10:40 WHEN CLASS ENDS WITH THE EXCUSE OF OH SORRY MY POWER WENT OUT AT 4AM HAH"
2020-05-20 01:22:58+00:00,Yes? My power went out sorry.
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
2020-05-20 00:38:55+00:00,Sorry @ItsAMeInvasion I didn't mean to say hi and dip. My power went out the second I said hello LMAO
2020-05-20 00:31:17+00:00,My power went out twice today.
2020-05-20 00:26:22+00:00,"My power went out and I’m thinking wth, then I hear my neighbor yelling aye who else power just go out or is this just me? I go outside and ALL the neighbors at this point open their doors confused like the rest of us and collectively figured out it was everyone"
2020-05-20 00:20:04+00:00,the power at my house went out and it’s 100° bye the world WANTS me to die
2020-05-20 00:16:38+00:00,our power went out but thankfully my mom charged her tab &amp; we still have data lol 
2020-05-20 00:02:51+00:00,Power went out mid Apex Legend game (luckily I saved my drawing before the power went out)
2020-05-20 00:02:29+00:00,"Ikr...(wow my power just went out lol...) But uhh... yeah... I kinda went nuts on here. More than once. I found an actual Trump supporter on here tho...checked the handle in Botometer and all, clean. He liked my (mostly) trash-talking at him...and then he followed me "
2020-05-19 23:57:27+00:00,I started watching the pilot of Terriers on @hulu based on a recommendation from @TVGuide and was pleasantly surprised when the amazing/scene stealing @RachelMiner1 showed up! Then my power went out so I haven't been able to finish the episode. 
2020-05-19 23:45:33+00:00,"Power went out 4 times today, Nuez had two accidents, my check scanner wasn’t working... it was just one of those days. "
2020-05-19 23:41:31+00:00,My power went out while I was in the shower 
2020-05-19 23:38:51+00:00,my power went out and idk why but i thought it was SO funny.
2020-05-19 23:34:15+00:00,There was just a massive explosion with a powerflash outside of my house and the power went out for a minute. That was scary.
2020-05-19 23:28:16+00:00,was almost finished with a commission.......then my power went out........
2020-05-19 23:18:36+00:00,"actually my power went out for a few hours, i'm actually about to get back to playing terraria, but i appreciate you guys letting me spend my caveman times enjoyably "
2020-05-19 23:13:31+00:00,MY POWER WENT OUT FOR WHILE. READ PLANETARY WITH A FLASHLIGHT. STILL IS THE BEST BOOK EVER MADE. 
2020-05-19 22:59:32+00:00,My power went out a couple hours ago but other than that I’m great 
2020-05-19 22:55:41+00:00,You ever had sex and the power went out? Well my pussy woulda glow in the dark it’s that good
2020-05-19 22:51:08+00:00,My power went out earlier so that means mw didn’t update so now I can’t stream until tomorrow so I’ll be love tomorrow at 10 I’m really sorry I keep not streaming I hate it and it sucks but stuff happens
2020-05-19 22:42:46+00:00,My power went out in the middle of a good damn game BGE. Owe me 2000 VC on 2K.
2020-05-19 22:31:44+00:00,my vibrator was plugged into the wall while i was masturbating and then the power went out... killed my nut
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
2020-05-19 22:27:57+00:00,"10 minutes before hosting a TikTok Google Meet with about 50 6th graders, my power went out. I laughed and then almost cried as the lights flickered back on a few minutes later. This all seemed like an appropriate way to end the 2019-2020 school year."
2020-05-19 22:15:48+00:00,"Placed 13th/44 at Flash Point 4 with a 4-2 record, although I got one DQ win and I won my losers' round 3 by default because my opponent's power went out during game 3 :/ so my placement isn't fully deserved, but my target was 2-2 and I did that at least! "
2020-05-19 22:07:26+00:00,Power went out in here twice today .. I don’t know how this old ass building is still standing .. but we got a brand new front hall way for a quarter mill ... the front hall way works perfect in here .. but I can’t run water down my station sink w/o a puddle forming smh
2020-05-19 22:06:02+00:00,My power just went out and my phone on 7% 
2020-05-19 22:05:55+00:00,my power went out and I am going into hibernation. without access to 123movies I am a shell of a human
2020-05-19 22:04:00+00:00,I love that my power went out thanks storm 
2020-05-19 21:58:30+00:00,My power went out... So I made a 4 hole minigolf course. 
2020-05-19 21:56:55+00:00,i was literally getting ready to go live and completely forgot since my power went out yesterday my ps4 wasnt in rest mode and didnt auto update mw..
2020-05-19 21:55:29+00:00,"The power went out. And it’s not raining, the wind isn’t blowing. Nothing is going on. So...just fuck my class. Smh "
2020-05-19 21:38:13+00:00,i was about to watch it on Hulu before my power went out for 11 hours 
2020-05-19 21:35:11+00:00,power went out here's some bubby from my mobile data 
2020-05-19 21:32:46+00:00,The power went out right when i was ab to focus my attention to tomorrow’s race Capitol episode 
2020-05-19 21:31:28+00:00,My power just went out 
2020-05-19 21:30:56+00:00,"was just starting to watch anime again for the first time in a minute and my power went out,, rip"
2020-05-19 21:23:01+00:00,My power just went out? It's not even storming or anything? It's just a very nice day and my power went out?
2020-05-19 21:16:18+00:00,my power went out 
2020-05-19 21:11:39+00:00,It’s so ghetto that im sitting in my car charging my phone rn cause my job power went out.
2020-05-19 21:09:38+00:00,my power went out.....lmao
2020-05-19 21:00:00+00:00,My power went out and now I am slowly watching my laptop die throughout my meetings with absolutely no means of charging it
2020-05-19 20:52:14+00:00,My power went out last night . Should’ve been listening when I screamed to my mother
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
2020-05-19 20:39:09+00:00,"Story time: My friends and I were at the casino restaurant talking about Game of Thrones. I didn't care and I read the spoilers. As soon as I did, the casino's power went out. spooky"
2020-05-19 20:31:03+00:00,power went out at my house 
2020-05-19 20:18:08+00:00,Good don’t let them charge y’all either my Chevy cobalt got recalled for something different every month and then the power steering went out while I was on the highway I literally was spinning out of control idk how I made it without hitting anyone or getting hurt
2020-05-19 20:14:14+00:00,My power just went out in the middle of an interview for a future job MAAAAAAAAAN
2020-05-19 20:06:03+00:00,My power went out! The whole apt building. Wtf
2020-05-19 20:02:36+00:00,I was so happy Sunday!! We had a online fander meetup and everyone was in awe of my Virgil hoodie! It made me feel so good also I almost won 3rd in scribblio but my power went out :( @ThomasSanders @jake_is_no_man
2020-05-19 19:37:48+00:00,my power just went out 
2020-05-19 19:31:39+00:00,My xfinity WiFi has been trash since the power went out!
2020-05-19 19:26:34+00:00,My Power Went Out!! 
2020-05-19 19:22:43+00:00,The power went out @my gig I feel so blessed 
2020-05-19 19:13:28+00:00,"Power went out, now I can't fucking work on my art"
2020-05-19 19:12:40+00:00,My power just went out on my entire block. Great right?
2020-05-19 19:11:53+00:00,"I reset my sleep cycles or tried to by going to sleep at 10:50pm and waking up an hour ago, so I can work on a job that's due in 15 hours... The power went out for a few minutes.... Bruh I s2g"
2020-05-19 19:07:00+00:00,"So glad the power went out after I got rained on during my daily walk and had to climb five flights of stairs, something I haven't done in a year (pre-MS Dx). I survived tho. Those legs have gotten stronger it seems! Finally!"
2020-05-19 19:02:41+00:00,Booooo power just went out at my house
2020-05-19 18:57:25+00:00,My power went out a minute after I finished holy shit #APPsychology
2020-05-19 18:53:10+00:00, my power went out also..
2020-05-19 18:49:12+00:00,So the power just went out at my house. I don’t know what’s going on.
2020-05-19 18:45:47+00:00,I was studying and then the power went out so I took a nap. Best nap of my life.
2020-05-19 18:40:42+00:00,bro as soon as i walked into walmart their power went out n when i was bout to drive off i saw the power line outside explode n this is why i shouldn’t leave my house
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
2020-05-19 18:22:39+00:00,My booboo ass power brick went out smh. I shouldve went the PS4 way 
2020-05-19 18:16:43+00:00,Damn my power went out
2020-05-19 18:12:49+00:00,My power went out
2020-05-19 17:58:55+00:00,"My experience was The Myth Makers got worse as it went on while The Savages got better. The Hartnell I most want back is The Daleks’ Master Plan. I feel it would be greedy to ask for more on top of that... Troughton: boringly, Power and Evil to buik out Season 4"
2020-05-19 17:58:26+00:00,Damn the power just went out on my WHOLE block LOL
2020-05-19 17:47:35+00:00,"Amen and say it again @CoachTFord In my time 3 of the best athletes I have seen are Walter Payton Jerry Rice and Michael Jordan. And then they went and out worked everybody. Worth noting that 2 of 3 HOFer's came from small historically black colleges. Not ""Power"" anything."
2020-05-19 17:47:19+00:00,(My power went out so replies will be slow.)
2020-05-19 17:46:32+00:00,1) power went out but thankfully came back on right away 2) city decided to do goddamn construction in the alley right outside my house for like an hour (╯°□°）╯︵ ┻━┻
2020-05-19 17:38:07+00:00,I was watching that movie (I think the bowling scene) with my dad when the power went out and never came on again. Theater gave everyone refunds.
2020-05-19 17:25:20+00:00,Hi everyone I have some bad news my power went out
2020-05-19 17:02:24+00:00,"-That’s not at all how that went down, but fuck it. -Yeah, and she breaks HERSELF out by using a power she couldn’t possibly have. -Yep, the plot bails her out and she impales Kylo with his own saber, thereby winning the battle. Thanks for supporting my point."
2020-05-19 16:59:00+00:00,My power went out and I haven't charged my switch...so let's see how much i can get done with what little power remaining there is lol
2020-05-19 16:56:54+00:00,Power just went out. Supposed to lead a call in an hour. How long will my laptop &amp; phone batteries last? 
2020-05-19 16:55:15+00:00,my power just went out???
2020-05-19 16:54:14+00:00,i was kiddin but ummmm my power went out and so did half of my towns 
