Id,Lot Frontage,BsmtFin SF 1,Total Bsmt SF,1st Flr SF,Gr Liv Area,Garage Area,SalePrice,Exterior 1st_VinylSd,Lot Config_CulDSac
491,69.05520046484602,913.0,1177.0,1223,2312,658.0,245000,1,1
1002,41.0,733.0,1337.0,1337,1337,462.0,180000,0,0
1848,69.05520046484602,239.0,551.0,551,1102,480.0,148800,0,0
1455,75.0,804.0,1128.0,1128,2031,577.0,237000,1,0
908,60.0,290.0,290.0,438,438,246.0,60000,0,0
1490,64.0,456.0,456.0,1033,1033,504.0,165000,0,0
1465,41.0,0.0,1129.0,1129,2327,596.0,240000,1,1
1627,69.05520046484602,0.0,1168.0,1187,1187,420.0,160000,0,0
2849,58.0,780.0,780.0,816,1340,440.0,128000,0,0
1501,65.0,0.0,0.0,1152,1152,0.0,82000,0,0
626,80.0,1387.0,1562.0,1567,1567,542.0,256000,0,0
722,50.0,624.0,650.0,832,1482,324.0,143000,1,0
2260,67.0,0.0,1689.0,1689,1689,433.0,231713,1,0
1639,195.0,1047.0,1100.0,1424,1424,828.0,155000,0,0
1603,59.0,534.0,816.0,816,816,264.0,128500,1,0
1520,60.0,0.0,1228.0,1424,1424,312.0,168000,0,0
1665,69.05520046484602,626.0,725.0,725,1479,484.0,184000,0,1
2635,70.0,953.0,1025.0,1025,1025,0.0,124000,0,0
581,69.05520046484602,0.0,1442.0,1442,1442,615.0,185000,0,0
2435,106.0,0.0,1406.0,1454,1936,504.0,230500,1,0
2799,90.0,796.0,1054.0,1070,1939,555.0,227000,1,0
883,64.0,193.0,738.0,738,1476,540.0,173500,1,0
2537,70.0,744.0,833.0,898,898,326.0,140000,0,0
1120,87.0,666.0,1460.0,1460,1460,480.0,247000,1,0
774,69.05520046484602,456.0,456.0,1034,1034,504.0,149900,0,1
1447,69.05520046484602,781.0,864.0,1174,1174,528.0,158000,0,0
104,69.05520046484602,244.0,530.0,530,1080,496.0,147110,1,0
2694,50.0,0.0,780.0,780,1376,198.0,119500,0,0
920,60.0,728.0,840.0,840,1567,440.0,205000,0,0
1951,60.0,0.0,736.0,751,1534,0.0,148000,0,0
9,39.0,1180.0,1595.0,1616,1616,608.0,236500,0,0
2848,60.0,930.0,1058.0,1058,1551,240.0,137000,0,0
614,68.0,100.0,960.0,960,960,330.0,122000,0,0
1736,73.0,0.0,1302.0,1302,1302,436.0,176485,1,0
2686,50.0,0.0,816.0,816,816,210.0,109000,0,0
2257,69.05520046484602,1102.0,1502.0,1502,1502,286.0,330000,0,0
1284,56.0,96.0,192.0,1133,1133,308.0,143000,1,0
1765,89.0,672.0,1408.0,1671,3078,806.0,410000,0,0
1811,70.0,814.0,928.0,936,1721,471.0,201000,0,0
2603,60.0,0.0,1077.0,981,1760,648.0,80000,1,0
2220,61.0,774.0,1028.0,1436,2320,180.0,259500,0,0
2273,69.05520046484602,766.0,1122.0,1146,2486,452.0,279900,1,0
163,75.0,340.0,1246.0,1246,1246,305.0,154000,0,0
2116,69.05520046484602,697.0,1444.0,1444,2144,389.0,277000,0,1
2734,62.0,230.0,799.0,799,1150,215.0,128000,0,0
426,110.0,0.0,1566.0,1600,1600,890.0,256300,1,0
2216,110.0,189.0,930.0,1230,1755,231.0,188000,0,0
2900,85.0,1274.0,1800.0,1800,1800,765.0,312500,1,0
97,30.0,0.0,600.0,600,1200,480.0,151000,0,0
1680,24.0,471.0,765.0,765,1365,440.0,122500,0,0
1133,68.0,80.0,835.0,835,1696,542.0,188000,1,0
2761,91.0,0.0,945.0,945,1809,638.0,209700,1,0
1642,85.0,1558.0,2220.0,2234,2234,724.0,441929,1,0
1141,50.0,602.0,886.0,886,1680,474.0,163000,0,0
2118,69.05520046484602,568.0,832.0,976,2087,444.0,187500,0,0
870,90.0,1246.0,1462.0,1513,1513,521.0,220000,1,0
1875,70.0,474.0,949.0,1107,1107,308.0,127000,0,0
155,60.0,0.0,0.0,827,827,392.0,107500,1,0
1318,35.0,0.0,742.0,742,1484,0.0,128000,0,0
1285,30.0,0.0,680.0,764,764,504.0,73000,0,0
2400,72.0,1567.0,1792.0,1792,1792,874.0,374000,1,0
1068,130.0,1075.0,1479.0,1515,2649,746.0,421250,1,0
361,69.05520046484602,0.0,808.0,808,1593,389.0,178000,1,0
1493,90.0,920.0,1138.0,1181,1181,588.0,137500,0,0
1110,91.0,1314.0,1986.0,1987,1987,691.0,301500,0,0
911,43.0,0.0,583.0,647,1242,180.0,105000,0,0
2535,78.0,760.0,976.0,976,976,504.0,157500,0,0
2030,40.0,0.0,969.0,969,1214,216.0,117000,0,0
2634,70.0,468.0,864.0,864,864,336.0,105000,0,0
1530,51.0,0.0,1064.0,1166,1639,240.0,115000,0,0
435,95.0,0.0,1736.0,1736,1736,834.0,360000,1,0
812,64.0,0.0,0.0,1535,1535,400.0,118858,0,0
1202,69.05520046484602,400.0,800.0,800,1632,484.0,173000,0,0
666,60.0,0.0,630.0,725,725,320.0,78500,1,0
1751,62.0,0.0,840.0,840,1720,440.0,183500,1,0
705,60.0,0.0,936.0,936,936,576.0,93000,0,0
1744,69.05520046484602,1084.0,1406.0,1589,1589,630.0,226500,1,0
357,59.0,0.0,799.0,799,1571,380.0,178000,1,0
2133,72.0,1013.0,1453.0,1479,1479,558.0,226000,1,0
989,70.0,496.0,784.0,784,1632,898.0,173000,1,0
562,60.0,553.0,864.0,864,864,360.0,62383,0,0
1054,67.0,1330.0,1452.0,1476,2713,858.0,446261,1,0
2850,43.0,424.0,624.0,743,1479,312.0,160000,0,0
1082,69.05520046484602,1087.0,1393.0,1576,1576,668.0,219990,1,0
1440,93.0,0.0,1468.0,1479,1479,577.0,191000,1,1
2006,55.0,317.0,756.0,916,1060,308.0,136500,0,0
2082,69.05520046484602,0.0,0.0,943,943,308.0,80000,0,1
2344,69.05520046484602,1002.0,1204.0,1377,2183,786.0,229000,0,0
248,80.0,750.0,1050.0,1062,1949,574.0,236000,0,0
2276,85.0,0.0,1824.0,1824,1824,932.0,392000,0,0
755,57.0,522.0,720.0,1146,1930,316.0,149000,0,0
1178,36.0,128.0,970.0,1469,2393,846.0,345000,0,0
2636,62.0,0.0,716.0,1007,2014,624.0,169000,0,0
2077,84.0,0.0,484.0,1242,1242,336.0,109900,0,0
2930,74.0,758.0,996.0,996,2000,650.0,188000,0,0
737,50.0,0.0,780.0,825,1412,280.0,132500,0,0
837,65.0,755.0,990.0,990,990,440.0,143000,1,0
2086,58.0,557.0,1342.0,1342,1342,256.0,125000,0,0
2385,120.0,1505.0,1868.0,1868,1868,1085.0,415000,1,0
189,60.0,0.0,622.0,741,1363,528.0,125500,1,0
635,80.0,620.0,1240.0,1632,1632,338.0,139000,0,0
432,97.0,1338.0,1722.0,1728,2296,842.0,451950,0,0
900,65.0,0.0,1678.0,1678,1678,0.0,119900,1,0
966,69.05520046484602,1005.0,1267.0,1296,1296,471.0,220000,1,0
1612,85.0,838.0,1587.0,1587,1587,525.0,167300,0,0
904,45.0,626.0,720.0,854,1298,256.0,122000,0,0
2487,70.0,1332.0,1728.0,1728,1728,504.0,125000,0,0
1304,50.0,308.0,928.0,928,928,288.0,112500,0,0
2112,78.0,0.0,879.0,879,1795,578.0,191000,1,0
1244,75.0,570.0,1080.0,1080,1080,288.0,136000,0,0
843,80.0,0.0,866.0,866,1779,546.0,197900,1,0
2689,59.0,0.0,485.0,1001,1635,255.0,117000,1,0
2753,64.0,684.0,1199.0,1220,1220,632.0,194000,1,0
1169,69.05520046484602,1004.0,1310.0,1310,1310,545.0,285000,1,0
1376,62.0,351.0,644.0,808,1355,0.0,127500,0,0
2503,69.05520046484602,728.0,1095.0,1166,2295,590.0,268000,0,1
1987,57.0,0.0,1075.0,1156,1798,342.0,137000,0,0
1190,69.05520046484602,603.0,1620.0,1620,1620,578.0,215000,0,1
1930,75.0,288.0,1216.0,1216,1216,336.0,129500,0,0
2677,69.05520046484602,0.0,896.0,896,1344,240.0,115000,0,0
1256,45.0,0.0,747.0,747,1159,288.0,114000,1,0
2484,69.05520046484602,1056.0,1056.0,1056,1056,384.0,107000,0,0
1253,80.0,442.0,832.0,832,1216,336.0,118500,0,0
1337,50.0,0.0,862.0,950,1158,208.0,120000,0,0
1788,74.0,769.0,1538.0,1538,1538,484.0,260000,1,0
141,69.05520046484602,856.0,1143.0,1143,1143,308.0,136000,0,0
1669,70.0,0.0,858.0,872,872,480.0,123000,0,0
1366,69.05520046484602,0.0,319.0,1035,1406,0.0,89500,0,0
52,100.0,0.0,1324.0,1324,1324,430.0,199500,1,0
1380,69.05520046484602,0.0,876.0,904,904,408.0,109900,0,0
919,53.0,0.0,1276.0,1276,2080,282.0,234000,0,0
2804,37.0,662.0,848.0,848,848,420.0,155900,1,0
782,69.05520046484602,0.0,1104.0,1104,1788,304.0,161500,0,0
956,69.05520046484602,111.0,819.0,1344,1344,525.0,137500,0,1
187,100.0,0.0,840.0,1128,2256,0.0,76500,0,0
2074,97.0,831.0,1151.0,1164,2060,521.0,211000,0,0
1039,34.0,266.0,1405.0,1337,1337,511.0,181000,0,0
1210,82.0,312.0,1127.0,1165,1165,490.0,174900,0,0
2710,96.0,328.0,1164.0,1320,1320,564.0,164500,1,0
44,70.0,2.0,1517.0,1535,1535,532.0,214000,1,0
1026,80.0,0.0,738.0,1277,2044,489.0,185000,0,0
1343,52.0,80.0,704.0,624,1136,336.0,123000,0,0
2248,69.05520046484602,1001.0,1001.0,1299,1299,486.0,183500,0,1
1849,24.0,0.0,776.0,764,1441,492.0,174000,0,0
2076,69.05520046484602,587.0,1073.0,1630,1630,649.0,130000,0,0
2641,60.0,16.0,728.0,832,1641,546.0,178000,0,0
5,74.0,791.0,928.0,928,1629,482.0,189900,1,0
878,69.05520046484602,685.0,848.0,848,848,420.0,144000,1,0
1548,69.05520046484602,538.0,816.0,816,816,432.0,120500,0,0
841,112.0,0.0,1097.0,1097,1097,672.0,145000,1,0
1621,41.0,1196.0,1494.0,1652,1652,499.0,251000,0,0
218,72.0,0.0,1768.0,1768,1768,0.0,136500,0,0
1504,74.0,0.0,0.0,1152,1152,0.0,82500,0,0
946,109.0,0.0,0.0,810,810,280.0,57625,0,0
455,80.0,876.0,1350.0,1358,1358,484.0,212500,1,0
2906,32.0,897.0,1216.0,1216,1216,402.0,164000,1,0
2878,75.0,0.0,967.0,967,1638,384.0,139000,0,0
1173,24.0,510.0,600.0,624,1252,462.0,160000,0,0
985,70.0,718.0,828.0,883,883,698.0,149000,0,0
975,62.0,510.0,864.0,874,874,288.0,130000,0,0
202,50.0,0.0,576.0,902,1710,480.0,140000,0,0
528,65.0,0.0,1836.0,1836,1836,517.0,264500,1,0
2579,69.0,895.0,1092.0,1092,1092,299.0,141000,0,0
1841,35.0,1106.0,1241.0,1241,1241,569.0,199900,1,0
591,80.0,686.0,1350.0,1334,1334,630.0,167900,0,0
1897,69.05520046484602,594.0,1144.0,1429,1429,572.0,181900,0,1
70,75.0,1078.0,1566.0,1566,1566,750.0,262500,1,0
590,69.05520046484602,432.0,908.0,1316,2288,520.0,230000,0,0
1172,50.0,1238.0,1698.0,1709,1709,506.0,328900,0,1
1714,71.0,119.0,1721.0,1721,1721,554.0,232698,1,0
829,95.0,872.0,1254.0,1254,1254,810.0,221800,1,0
1397,63.0,336.0,576.0,864,1350,627.0,152400,0,0
877,75.0,0.0,1630.0,1630,1630,451.0,213000,1,0
2477,74.0,0.0,784.0,831,1585,449.0,184900,1,0
2871,90.0,841.0,1165.0,1336,1336,375.0,157000,0,0
2489,69.05520046484602,612.0,864.0,1211,1211,576.0,144000,0,0
1655,80.0,903.0,1259.0,1353,1353,478.0,192350,0,0
1891,80.0,654.0,1174.0,1200,1200,440.0,163500,0,0
1419,86.0,1085.0,1475.0,1532,2329,514.0,262280,0,0
1473,70.0,810.0,1536.0,1536,1536,532.0,214000,1,0
2868,90.0,296.0,1073.0,1811,1811,470.0,230000,0,0
1695,109.0,0.0,1063.0,1071,2172,947.0,280000,1,0
2244,65.0,967.0,1073.0,1073,1073,720.0,140000,0,0
169,70.0,0.0,756.0,1051,1839,442.0,155000,0,0
2670,63.0,0.0,1020.0,1020,1020,0.0,64500,0,0
247,87.0,860.0,946.0,964,1802,1017.0,218000,1,1
2137,72.0,755.0,995.0,1009,1009,576.0,160000,0,0
1794,72.0,24.0,1338.0,1338,1338,598.0,208900,1,0
1498,123.0,0.0,0.0,3820,3820,624.0,284700,0,0
1164,30.0,0.0,689.0,703,1392,540.0,146000,1,0
1179,38.0,786.0,1260.0,1288,1288,500.0,245500,0,0
1340,50.0,0.0,992.0,1013,1013,160.0,113000,0,0
436,129.0,1531.0,1782.0,1782,1782,932.0,296000,1,0
1636,86.0,1249.0,1922.0,1922,1922,676.0,377426,1,0
421,96.0,1172.0,1700.0,1718,1718,786.0,337500,0,0
457,100.0,2146.0,2492.0,2492,2492,949.0,552000,0,0
2834,56.0,0.0,624.0,624,936,265.0,97900,1,0
517,75.0,27.0,1218.0,1218,1218,676.0,208300,1,0
1566,69.05520046484602,0.0,910.0,910,1820,816.0,213000,1,0
1439,57.0,0.0,880.0,880,1724,527.0,188000,1,1
2577,69.05520046484602,203.0,1121.0,1336,1336,488.0,162000,0,0
2241,75.0,420.0,910.0,910,1558,282.0,152000,0,0
71,100.0,222.0,991.0,991,1947,678.0,254900,1,0
1143,43.0,537.0,832.0,832,1657,483.0,189000,1,1
1021,56.0,1206.0,2048.0,2064,2064,550.0,235000,0,1
1416,68.0,1040.0,1164.0,1164,1164,240.0,125000,0,0
35,24.0,0.0,836.0,836,836,308.0,120000,0,0
2904,125.0,0.0,0.0,1600,1600,270.0,81500,0,0
2174,81.0,816.0,816.0,816,816,0.0,118500,0,0
522,85.0,1121.0,1766.0,1766,1766,478.0,370878,0,0
2211,82.0,284.0,1001.0,1001,2002,871.0,145000,0,0
1539,69.05520046484602,341.0,798.0,1137,1954,431.0,311500,1,0
2420,43.0,453.0,1220.0,1364,1364,437.0,210250,1,0
2779,95.0,700.0,916.0,920,1861,492.0,200000,1,0
953,75.0,0.0,0.0,1302,1734,539.0,126000,0,0
658,80.0,0.0,405.0,717,1039,281.0,114000,0,0
714,60.0,0.0,677.0,833,1510,720.0,87500,1,0
1637,98.0,986.0,1149.0,1164,2541,729.0,349265,1,0
538,76.0,516.0,1512.0,1512,1512,845.0,203000,1,0
546,65.0,20.0,1454.0,1434,1434,527.0,189000,1,0
533,65.0,410.0,812.0,812,1653,628.0,209000,1,0
718,70.0,0.0,917.0,1090,2007,357.0,160000,0,0
1830,44.0,787.0,1037.0,1037,1037,431.0,129000,0,1
2929,77.0,1071.0,1389.0,1389,1389,418.0,170000,0,0
2207,40.0,365.0,440.0,694,694,352.0,90350,0,0
1417,60.0,0.0,572.0,572,1096,0.0,79000,0,0
2787,70.0,894.0,894.0,894,894,552.0,149900,1,0
1037,63.0,119.0,864.0,864,864,576.0,123000,0,0
2659,60.0,0.0,1095.0,1095,1774,779.0,87000,0,0
1567,76.0,522.0,1096.0,1118,1118,358.0,171000,0,0
1225,80.0,280.0,1032.0,1032,1252,288.0,119000,1,0
685,70.0,1148.0,1148.0,1148,1148,672.0,132500,0,0
1358,69.05520046484602,0.0,588.0,833,1666,228.0,161000,0,0
1461,69.05520046484602,1194.0,1357.0,1366,1947,725.0,274000,1,1
221,70.0,842.0,912.0,912,912,336.0,125000,0,0
2187,52.0,0.0,1195.0,1195,1195,0.0,98500,0,0
2504,89.0,1456.0,1624.0,1624,1624,757.0,262000,0,0
855,76.0,710.0,914.0,914,914,444.0,134900,0,0
2258,115.0,967.0,1350.0,1328,1328,308.0,170000,1,0
2205,53.0,0.0,686.0,686,1461,225.0,135000,0,0
1158,69.05520046484602,704.0,930.0,1364,2683,473.0,290000,0,0
1741,64.0,0.0,1246.0,1258,1258,462.0,173500,1,0
2735,78.0,603.0,896.0,1112,2008,230.0,225000,0,0
1888,69.05520046484602,311.0,864.0,1187,1187,440.0,140500,0,1
2121,65.0,495.0,990.0,990,990,299.0,126000,1,0
1176,24.0,612.0,960.0,962,1586,480.0,170000,0,0
2773,43.0,716.0,990.0,990,990,576.0,156000,1,1
2619,47.0,1277.0,1484.0,1600,1600,319.0,207500,0,1
1796,72.0,350.0,896.0,896,1792,590.0,255000,1,0
1598,21.0,437.0,462.0,526,988,297.0,94900,0,0
1965,70.0,625.0,1170.0,1170,1170,338.0,140000,0,0
2651,42.0,0.0,738.0,714,1376,216.0,96900,0,0
609,69.05520046484602,740.0,1154.0,1154,1154,480.0,154000,0,1
1990,69.05520046484602,0.0,725.0,909,1772,816.0,184900,1,0
1053,114.0,1636.0,2078.0,2084,2084,1220.0,385000,0,0
2877,50.0,285.0,951.0,951,951,327.0,106500,0,0
497,106.0,1173.0,1455.0,1466,2687,810.0,327000,1,0
514,85.0,2158.0,2458.0,2490,2490,795.0,468000,1,0
759,60.0,0.0,1204.0,1204,1666,384.0,135000,0,0
2474,63.0,0.0,1141.0,1141,1141,484.0,142500,1,0
1193,73.0,732.0,732.0,732,1464,470.0,141000,0,0
1415,70.0,969.0,1117.0,820,1347,0.0,107500,0,0
2048,59.0,485.0,672.0,778,1282,240.0,108500,0,0
2483,69.05520046484602,274.0,636.0,636,1320,472.0,150000,1,0
2883,60.0,0.0,216.0,576,936,0.0,78000,0,0
1111,92.0,0.0,1580.0,1580,1580,830.0,235128,1,0
2072,69.05520046484602,1219.0,1643.0,1824,1824,739.0,302000,0,1
1450,40.0,88.0,864.0,1558,1558,440.0,163000,0,1
274,67.0,0.0,0.0,640,640,240.0,84900,1,0
413,24.0,257.0,855.0,855,1322,440.0,147000,0,0
751,50.0,299.0,910.0,916,1826,164.0,155000,0,0
2897,50.0,1053.0,1309.0,1339,1339,484.0,180000,0,1
207,70.0,0.0,0.0,372,1092,0.0,55000,1,0
2269,73.0,786.0,868.0,1146,1146,438.0,187500,1,0
891,72.0,631.0,1041.0,1125,1125,352.0,125000,0,0
2863,86.0,223.0,1017.0,1020,2057,180.0,250000,0,0
1298,60.0,0.0,481.0,899,899,200.0,78000,0,0
1292,63.0,0.0,828.0,828,1594,0.0,118000,0,0
1687,93.0,0.0,1694.0,1694,1694,818.0,318000,1,0
2749,80.0,380.0,777.0,1065,1911,471.0,215000,1,0
2875,61.0,0.0,432.0,672,672,0.0,72000,0,0
1029,104.0,644.0,1193.0,1523,1523,478.0,180000,0,0
1581,47.0,1398.0,1606.0,1651,1651,616.0,184000,1,0
612,80.0,991.0,1041.0,1041,1041,270.0,124500,0,0
139,70.0,0.0,1604.0,1604,1604,576.0,135000,0,0
1335,50.0,521.0,981.0,1014,1672,240.0,164900,0,0
2531,80.0,0.0,1164.0,1164,1164,528.0,140000,0,0
681,71.0,0.0,1041.0,1041,1041,294.0,128000,0,0
1383,69.05520046484602,450.0,450.0,1034,1034,504.0,153000,0,1
1359,63.0,0.0,796.0,825,1609,228.0,127500,0,0
1226,80.0,32.0,572.0,1337,1337,264.0,141500,0,0
63,98.0,1032.0,1463.0,1500,2622,712.0,325000,0,0
1869,80.0,0.0,1594.0,1594,1594,472.0,188500,1,0
2468,60.0,905.0,1262.0,1262,1262,572.0,185000,1,0
1135,63.0,80.0,1175.0,1175,1175,0.0,146000,1,0
719,60.0,0.0,624.0,664,1288,280.0,119000,0,0
405,21.0,0.0,630.0,630,1302,280.0,112000,0,0
2506,37.0,1039.0,1247.0,1247,1247,550.0,197000,0,0
2380,72.0,1369.0,1738.0,1738,2589,831.0,412083,1,0
1565,69.05520046484602,1218.0,1568.0,1689,1689,857.0,271000,0,1
1727,48.0,1000.0,1405.0,1405,1405,478.0,200000,1,0
1661,64.0,624.0,1228.0,1324,1324,585.0,174000,0,1
1967,80.0,1098.0,1377.0,1377,1377,351.0,156500,0,0
2267,69.05520046484602,742.0,872.0,888,1756,422.0,204000,1,0
1389,69.05520046484602,0.0,1228.0,1228,1228,271.0,149350,0,1
2553,69.05520046484602,486.0,1008.0,1008,1008,275.0,137000,0,0
1459,75.0,252.0,1153.0,1153,2031,541.0,222500,1,0
1739,72.0,0.0,752.0,752,1504,440.0,166000,1,0
172,56.0,579.0,936.0,936,936,0.0,109500,0,0
788,69.05520046484602,0.0,0.0,1383,1383,498.0,122000,1,1
1979,56.0,0.0,967.0,967,967,180.0,99900,0,0
1801,84.0,24.0,1656.0,1656,1656,826.0,249700,1,0
931,80.0,0.0,1092.0,1152,1152,300.0,158500,0,0
2471,74.0,24.0,1142.0,1142,1142,0.0,139500,1,0
2899,69.05520046484602,1136.0,1381.0,1403,1403,470.0,202000,1,0
2544,70.0,528.0,1626.0,1712,1712,588.0,145000,0,0
1386,60.0,1198.0,1198.0,1258,1258,400.0,108959,0,0
315,69.05520046484602,353.0,747.0,1687,1687,572.0,160000,0,0
1932,70.0,0.0,1560.0,1560,1560,484.0,128600,0,0
1660,69.05520046484602,0.0,793.0,1142,1935,550.0,197900,0,1
2353,69.05520046484602,1005.0,1047.0,1083,1083,596.0,172000,1,0
2139,39.0,60.0,876.0,907,907,308.0,130000,0,1
1585,69.05520046484602,1223.0,1666.0,1675,1675,435.0,195000,1,0
1602,100.0,0.0,988.0,988,988,520.0,113000,0,0
2888,70.0,0.0,1491.0,1491,1491,490.0,209000,1,0
965,125.0,904.0,1645.0,1479,1479,578.0,213500,0,0
645,67.0,308.0,631.0,1112,1112,480.0,126000,0,0
789,73.0,0.0,1436.0,1689,1689,480.0,127500,0,0
1015,60.0,1034.0,1710.0,1710,1710,557.0,334000,0,0
1264,69.05520046484602,733.0,1253.0,1253,1253,352.0,157000,0,0
1972,60.0,110.0,864.0,864,864,294.0,125500,0,0
1481,63.0,648.0,728.0,728,1456,410.0,189000,0,0
954,69.05520046484602,611.0,1188.0,1217,1217,497.0,173000,0,1
2499,100.0,1023.0,1748.0,2151,2646,550.0,260000,0,0
824,68.0,20.0,866.0,866,1768,578.0,212000,1,0
2769,57.0,298.0,870.0,914,914,576.0,148000,1,1
123,69.05520046484602,0.0,533.0,1131,1775,480.0,136300,0,0
1862,69.05520046484602,498.0,1361.0,1361,2620,600.0,190000,0,0
1308,69.0,0.0,797.0,830,1627,420.0,139500,0,0
1758,69.05520046484602,0.0,660.0,660,1320,400.0,162000,1,0
2236,50.0,0.0,732.0,772,1123,264.0,100000,0,0
2912,58.0,441.0,864.0,874,874,288.0,126500,0,0
2093,86.0,28.0,1502.0,1553,2730,576.0,301000,0,0
2128,69.0,648.0,824.0,905,1786,684.0,204750,1,0
679,60.0,0.0,0.0,1040,1040,420.0,90000,0,0
1313,60.0,234.0,973.0,1377,2350,393.0,130000,0,0
2534,72.0,361.0,900.0,884,1770,530.0,155000,0,0
1273,70.0,374.0,1269.0,1269,1269,308.0,155000,0,0
219,75.0,841.0,1039.0,1039,1039,504.0,131500,0,0
133,80.0,674.0,1156.0,1520,1520,364.0,153000,0,0
38,98.0,1218.0,1704.0,1704,1704,772.0,306000,1,0
2408,61.0,1023.0,1686.0,1686,1686,899.0,332200,0,0
1575,71.0,1513.0,1638.0,1646,1646,800.0,293077,1,0
1671,69.05520046484602,314.0,914.0,914,914,270.0,128000,0,0
2000,40.0,370.0,1149.0,1149,1616,216.0,152000,0,0
2621,60.0,0.0,720.0,720,1192,0.0,135000,0,0
1996,90.0,0.0,1008.0,1178,2210,205.0,117500,0,0
1976,50.0,276.0,845.0,866,1296,576.0,127500,0,0
1861,94.0,1632.0,2461.0,2497,2497,676.0,373000,0,0
1600,21.0,358.0,546.0,546,1092,0.0,98000,0,0
298,85.0,343.0,423.0,896,1652,473.0,203135,1,0
875,70.0,0.0,880.0,909,1716,512.0,191000,1,0
1205,74.0,0.0,0.0,1014,1014,267.0,98000,0,0
763,60.0,1200.0,1200.0,1200,1200,0.0,179000,0,0
512,76.0,379.0,1422.0,1432,1432,492.0,245000,1,0
592,78.0,144.0,1650.0,1680,1680,583.0,213250,1,0
1255,60.0,0.0,0.0,869,869,390.0,89900,0,0
355,74.0,0.0,832.0,885,1718,427.0,185000,1,0
1676,21.0,312.0,525.0,525,1092,264.0,113500,0,0
2599,60.0,0.0,715.0,715,715,660.0,68000,0,0
312,129.0,0.0,1560.0,1560,1560,573.0,201000,1,0
1124,75.0,400.0,866.0,866,1768,603.0,226700,1,0
1702,59.0,1684.0,2320.0,2290,2290,1174.0,500067,0,1
2434,59.0,0.0,848.0,848,1598,433.0,201490,1,0
1432,65.0,722.0,990.0,990,990,528.0,155000,1,0
689,75.0,941.0,941.0,941,941,564.0,145000,0,0
1349,60.0,0.0,611.0,751,1362,502.0,128000,0,0
1759,58.0,520.0,915.0,940,1690,442.0,187000,1,0
893,35.0,547.0,547.0,1072,1072,525.0,145500,1,0
944,60.0,0.0,572.0,572,572,200.0,75000,0,0
2109,75.0,20.0,1546.0,1546,1546,796.0,217000,1,0
316,88.0,78.0,1336.0,1346,1346,660.0,220000,1,0
2529,80.0,247.0,732.0,1012,1790,484.0,165150,1,0
1448,69.05520046484602,505.0,940.0,1026,1026,576.0,147000,0,0
871,73.0,690.0,1504.0,1504,1504,478.0,203000,1,0
142,70.0,1018.0,1398.0,1700,1700,447.0,165500,0,0
1515,45.0,41.0,864.0,864,864,0.0,67000,0,0
1970,80.0,536.0,822.0,1020,1851,440.0,187000,0,0
572,34.0,507.0,756.0,756,1512,440.0,180000,0,0
2200,51.0,113.0,651.0,759,1298,240.0,146500,0,0
2147,69.05520046484602,1412.0,1673.0,1673,1673,583.0,270000,1,0
249,73.0,747.0,936.0,996,996,564.0,147000,0,0
162,60.0,481.0,816.0,816,1224,280.0,132000,0,0
664,90.0,315.0,840.0,840,1374,338.0,105000,0,0
1516,55.0,210.0,780.0,936,1716,0.0,135900,1,0
16,47.0,1416.0,1650.0,1690,3279,841.0,538000,0,1
1808,63.0,0.0,1143.0,1143,1143,0.0,147000,1,0
425,108.0,1572.0,1652.0,1652,1652,840.0,325000,1,0
1372,82.0,0.0,1046.0,1054,1054,240.0,124000,1,0
2495,69.05520046484602,560.0,935.0,935,935,288.0,137000,0,1
661,60.0,0.0,1313.0,1313,2377,528.0,142900,0,0
1301,100.0,144.0,924.0,1122,1122,528.0,147000,0,0
396,69.05520046484602,0.0,1180.0,1180,1180,477.0,128000,0,0
2663,65.0,0.0,815.0,815,1690,225.0,144000,0,0
50,41.0,24.0,1370.0,1370,1370,484.0,205000,1,0
886,75.0,637.0,1486.0,1486,1486,480.0,167000,0,0
696,52.0,0.0,676.0,676,1131,200.0,66500,0,0
2454,69.05520046484602,247.0,1286.0,1565,2799,704.0,315000,0,0
2106,85.0,0.0,728.0,728,1456,440.0,155835,1,0
353,57.0,741.0,1587.0,1734,1734,528.0,239500,0,0
441,77.0,1037.0,1504.0,1531,1531,700.0,300000,1,0
2270,80.0,1329.0,1922.0,1922,1922,692.0,282000,1,0
1924,70.0,0.0,1144.0,1144,1144,336.0,120000,0,0
1402,73.0,226.0,1385.0,1363,1363,439.0,241500,0,1
1070,58.0,372.0,1858.0,1866,1866,870.0,336860,0,0
2696,60.0,0.0,1007.0,1077,1077,210.0,91000,0,0
1840,30.0,0.0,1550.0,1550,1550,528.0,207500,1,0
1562,44.0,1474.0,1594.0,1646,1646,482.0,250000,0,0
2426,43.0,16.0,1248.0,1248,1248,438.0,167240,1,0
1162,37.0,24.0,1235.0,1245,1245,495.0,178000,0,0
1874,80.0,617.0,1052.0,1052,1052,311.0,127000,0,0
111,69.05520046484602,506.0,1829.0,1829,1829,535.0,218500,0,0
1207,69.05520046484602,228.0,952.0,952,952,283.0,135750,1,0
140,70.0,1188.0,1480.0,1480,1480,620.0,214000,1,0
545,88.0,976.0,1844.0,1844,1844,620.0,257000,1,0
1338,50.0,201.0,825.0,825,1497,672.0,157000,0,0
2873,50.0,305.0,976.0,976,976,215.0,102000,0,0
924,80.0,713.0,876.0,964,964,432.0,163500,0,0
