Id,Lot Frontage,BsmtFin SF 1,Total Bsmt SF,1st Flr SF,1st Flr SF,Gr Liv Area,Garage Area,Mas Vnr Area,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence
2694,50.0,0.0,780.0,780,780,1376,198.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,6,3,3,3,3,1,1,1,3,5,3,8,4,1,3,3,1,0,0
920,60.0,728.0,840.0,840,840,1567,440.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,5,6,3,3,3,3,1,5,1,5,5,3,6,3,1,3,3,3,0,4
1951,60.0,0.0,736.0,751,751,1534,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,5,9,3,4,4,3,3,1,1,5,5,4,8,0,0,0,0,1,0,0
9,39.0,1180.0,1595.0,1616,1616,1616,608.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,3,2,3,3,3,0,0
2848,60.0,930.0,1058.0,1058,1058,1551,240.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,5,5,3,3,2,3,1,2,1,3,5,2,8,0,1,2,3,3,0,3
614,68.0,100.0,960.0,960,960,960,330.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,5,3,3,3,3,1,3,5,4,5,3,8,0,2,3,3,3,0,3
1736,73.0,0.0,1302.0,1302,1302,1302,436.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,5,4,3,4,3,3,1,1,5,5,4,8,0,3,3,3,3,0,0
2686,50.0,0.0,816.0,816,816,816,210.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,5,3,3,3,3,1,1,1,3,4,3,8,0,1,2,2,1,0,0
2257,69.05520046484602,1102.0,1502.0,1502,1502,1502,286.0,239.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,5,4,3,4,3,1,6,5,5,5,4,8,3,3,3,3,3,0,0
1284,56.0,96.0,192.0,1133,1133,1133,308.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,6,5,3,3,3,3,1,6,1,4,5,3,8,0,1,3,3,3,0,0
1765,89.0,672.0,1408.0,1671,1671,3078,806.0,422.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,9,5,4,3,5,3,4,6,1,5,5,4,8,3,3,3,3,3,0,0
1811,70.0,814.0,928.0,936,936,1721,471.0,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,6,5,4,4,4,4,1,6,1,5,5,4,8,0,2,3,3,3,0,0
2603,60.0,0.0,1077.0,981,981,1760,648.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,4,4,3,3,2,3,1,1,1,3,4,3,8,3,1,2,3,3,0,0
2220,61.0,774.0,1028.0,1436,1436,2320,180.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,6,8,3,3,3,3,1,5,2,5,5,4,8,3,1,3,3,3,0,3
2273,69.05520046484602,766.0,1122.0,1146,1146,2486,452.0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,7,5,4,3,4,3,4,6,1,5,5,4,8,4,3,3,3,3,0,0
163,75.0,340.0,1246.0,1246,1246,1246,305.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,7,3,3,3,3,1,2,3,5,5,4,8,0,2,3,3,3,0,4
2116,69.05520046484602,697.0,1444.0,1444,1444,2144,389.0,472.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,6,7,4,3,4,3,4,3,1,4,5,4,8,3,3,3,3,3,0,0
2734,62.0,230.0,799.0,799,799,1150,215.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,5,3,3,3,3,1,2,1,5,4,3,5,3,1,3,3,3,0,0
426,110.0,0.0,1566.0,1600,1600,1600,890.0,640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,3,8,5,4,3,4,3,1,1,1,5,5,4,8,4,2,3,3,3,0,0
2216,110.0,189.0,930.0,1230,1230,1755,231.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,6,3,4,3,4,1,6,1,5,5,4,8,3,1,2,3,3,0,0
2900,85.0,1274.0,1800.0,1800,1800,1800,765.0,630.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,8,5,4,3,5,3,4,6,1,5,5,4,8,4,3,3,3,3,0,0
97,30.0,0.0,600.0,600,600,1200,480.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
1680,24.0,471.0,765.0,765,765,1365,440.0,376.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,5,3,3,3,3,1,5,1,5,5,3,7,0,1,3,3,3,0,0
1133,68.0,80.0,835.0,835,835,1696,542.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,3,6,5,4,3,4,3,2,6,5,5,5,4,8,0,2,3,3,3,0,0
2761,91.0,0.0,945.0,945,945,1809,638.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,5,4,3,4,3,4,1,1,5,5,4,8,0,2,3,3,3,0,0
1642,85.0,1558.0,2220.0,2234,2234,2234,724.0,945.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,8,5,4,3,5,4,4,6,1,5,5,4,8,4,2,3,3,3,0,0
1141,50.0,602.0,886.0,886,886,1680,474.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,6,5,4,3,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,0
2118,69.05520046484602,568.0,832.0,976,976,2087,444.0,157.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,8,3,3,3,2,4,2,1,4,5,4,8,0,3,3,3,3,0,0
870,90.0,1246.0,1462.0,1513,1513,1513,521.0,260.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,8,5,4,3,4,3,4,6,1,5,5,4,8,3,3,3,3,3,0,0
1875,70.0,474.0,949.0,1107,1107,1107,308.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,6,3,3,3,3,1,5,4,3,5,4,8,0,2,3,3,3,0,0
155,60.0,0.0,0.0,827,827,827,392.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,7,3,3,0,0,0,0,0,5,5,3,5,1,1,3,3,3,0,0
1318,35.0,0.0,742.0,742,742,1484,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,6,6,3,3,3,3,1,1,1,5,5,3,8,4,0,0,0,3,0,0
1285,30.0,0.0,680.0,764,764,764,504.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,3,5,5,3,3,2,3,1,1,1,4,2,3,8,0,1,3,3,1,0,0
2400,72.0,1567.0,1792.0,1792,1792,1792,874.0,562.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,9,5,4,3,5,3,4,6,1,5,5,5,8,4,3,3,3,3,0,0
1068,130.0,1075.0,1479.0,1515,1515,2649,746.0,1110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,3,8,5,4,3,5,3,2,6,1,5,5,4,8,3,3,3,3,3,0,0
361,69.05520046484602,0.0,808.0,808,808,1593,389.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,5,3,3,4,3,1,1,1,4,5,3,8,3,2,3,3,3,0,3
1493,90.0,920.0,1138.0,1181,1181,1181,588.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,5,3,3,4,3,3,4,3,3,5,3,8,0,2,3,3,3,0,3
1110,91.0,1314.0,1986.0,1987,1987,1987,691.0,554.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,8,5,4,3,4,3,4,6,1,5,5,4,8,3,3,3,3,3,0,0
911,43.0,0.0,583.0,647,647,1242,180.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,6,6,3,3,3,3,1,1,1,4,3,3,8,4,1,2,3,3,0,0
2535,78.0,760.0,976.0,976,976,976,504.0,203.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,7,3,3,3,3,3,5,1,3,5,4,8,2,2,3,3,3,0,0
2030,40.0,0.0,969.0,969,969,1214,216.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,5,3,3,3,3,3,1,1,1,3,4,3,8,0,1,3,3,1,0,3
2634,70.0,468.0,864.0,864,864,864,336.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,6,3,3,3,3,1,4,1,4,5,3,8,0,1,3,3,3,0,2
1530,51.0,0.0,1064.0,1166,1166,1639,240.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,6,5,3,3,3,3,1,1,1,5,4,3,3,0,1,3,3,3,0,0
435,95.0,0.0,1736.0,1736,1736,1736,834.0,302.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,3,9,5,5,3,5,3,1,1,1,5,5,5,8,4,2,3,3,3,0,0
812,64.0,0.0,0.0,1535,1535,1535,400.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,3,5,5,3,3,0,0,0,0,0,3,5,3,8,0,1,3,3,3,0,0
1202,69.05520046484602,400.0,800.0,800,800,1632,484.0,252.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,3,6,8,3,3,3,3,1,6,3,4,5,4,8,0,1,3,3,3,0,0
666,60.0,0.0,630.0,725,725,725,320.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,3,5,3,3,3,3,1,1,1,3,4,3,8,0,1,3,3,3,0,0
1751,62.0,0.0,840.0,840,840,1720,440.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,4,3,3,3,3,0,0
705,60.0,0.0,936.0,936,936,936,576.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,2,4,4,2,3,2,3,1,1,1,3,5,3,6,0,1,3,3,3,0,0
1744,69.05520046484602,1084.0,1406.0,1589,1589,1589,630.0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,8,5,4,3,4,3,4,6,1,5,5,4,8,3,3,3,3,3,0,0
357,59.0,0.0,799.0,799,799,1571,380.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,7,4,3,4,3,1,1,1,4,5,3,8,3,2,3,3,3,0,0
2133,72.0,1013.0,1453.0,1479,1479,1479,558.0,167.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,5,4,3,4,3,3,6,1,5,5,4,8,0,2,3,3,3,0,0
989,70.0,496.0,784.0,784,784,1632,898.0,178.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,5,7,4,5,3,3,4,4,2,5,5,3,8,3,2,3,3,3,0,3
562,60.0,553.0,864.0,864,864,864,360.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,5,5,3,3,3,3,1,3,4,4,5,3,8,1,1,3,3,3,0,2
1054,67.0,1330.0,1452.0,1476,1476,2713,858.0,268.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,9,5,5,3,5,3,3,6,1,5,5,5,8,4,3,3,3,3,0,0
2850,43.0,424.0,624.0,743,743,1479,312.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,7,8,3,3,3,3,1,5,1,5,5,4,8,4,1,3,3,3,0,3
1082,69.05520046484602,1087.0,1393.0,1576,1576,1576,668.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,3,2,3,3,3,0,0
1440,93.0,0.0,1468.0,1479,1479,1479,577.0,125.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
2006,55.0,317.0,756.0,916,916,1060,308.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,5,7,3,4,3,3,1,2,3,3,4,3,5,4,1,2,3,3,0,0
2082,69.05520046484602,0.0,0.0,943,943,943,308.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,5,3,3,0,0,0,0,0,3,5,4,6,0,1,3,3,1,0,0
2344,69.05520046484602,1002.0,1204.0,1377,1377,2183,786.0,178.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,7,5,4,4,4,4,1,6,2,4,5,4,8,0,1,3,3,3,0,0
248,80.0,750.0,1050.0,1062,1062,1949,574.0,246.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,3,3,3,3,3,0,4
2276,85.0,0.0,1824.0,1824,1824,1824,932.0,242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,10,5,5,3,5,3,4,1,1,5,5,5,8,4,3,3,3,3,0,0
755,57.0,522.0,720.0,1146,1146,1930,316.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,5,3,3,3,2,1,4,1,2,5,3,8,0,1,3,3,3,0,3
1178,36.0,128.0,970.0,1469,1469,2393,846.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,10,5,5,3,4,3,2,4,6,5,5,5,8,3,3,3,3,3,0,0
2636,62.0,0.0,716.0,1007,1007,2014,624.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,5,8,4,4,2,3,1,1,1,5,4,3,8,0,1,3,3,3,0,0
2077,84.0,0.0,484.0,1242,1242,1242,336.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,5,3,3,3,3,1,1,1,3,5,3,5,0,1,3,3,1,0,0
2930,74.0,758.0,996.0,996,996,2000,650.0,94.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,7,5,3,3,4,3,3,2,1,5,5,3,8,3,3,3,3,3,0,0
737,50.0,0.0,780.0,825,825,1412,280.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,6,3,2,3,3,1,1,1,5,3,3,8,4,1,3,3,3,0,0
837,65.0,755.0,990.0,990,990,990,440.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,5,7,3,4,3,3,1,5,1,5,5,3,8,0,2,3,3,3,0,0
2086,58.0,557.0,1342.0,1342,1342,1342,256.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,6,3,3,2,3,1,5,1,5,5,3,8,0,1,3,3,3,0,0
2385,120.0,1505.0,1868.0,1868,1868,1868,1085.0,568.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,9,5,5,3,5,3,4,6,1,5,5,5,8,4,3,3,3,3,0,0
189,60.0,0.0,622.0,741,741,1363,528.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,4,7,3,3,2,3,1,1,1,4,5,3,8,0,1,3,3,3,0,0
635,80.0,620.0,1240.0,1632,1632,1632,338.0,183.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,6,3,3,3,3,1,3,2,4,5,3,7,4,2,3,3,3,0,3
432,97.0,1338.0,1722.0,1728,1728,2296,842.0,420.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,10,5,5,3,5,3,4,6,1,5,5,5,8,4,2,3,3,3,0,0
900,65.0,0.0,1678.0,1678,1678,1678,0.0,74.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,5,3,3,3,3,1,1,1,3,5,3,8,0,0,0,0,3,0,0
966,69.05520046484602,1005.0,1267.0,1296,1296,1296,471.0,136.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,8,5,4,3,5,3,1,6,1,5,5,4,8,0,3,3,3,3,0,0
1612,85.0,838.0,1587.0,1587,1587,1587,525.0,302.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,6,3,3,3,3,1,4,1,3,5,3,8,4,1,3,3,3,0,0
904,45.0,626.0,720.0,854,854,1298,256.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,6,3,3,3,3,1,3,1,5,5,3,8,4,1,3,3,3,0,0
2487,70.0,1332.0,1728.0,1728,1728,1728,504.0,336.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,3,5,5,3,3,3,3,1,3,1,3,5,3,8,0,1,3,3,3,0,0
1304,50.0,308.0,928.0,928,928,928,288.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,5,6,3,3,3,3,1,3,1,4,4,3,8,0,3,3,3,3,0,0
2112,78.0,0.0,879.0,879,879,1795,578.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,5,4,3,4,3,4,1,1,5,5,4,8,0,2,3,3,3,0,0
1244,75.0,570.0,1080.0,1080,1080,1080,288.0,135.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,7,3,4,3,3,1,4,1,4,5,3,8,0,1,3,3,3,0,0
843,80.0,0.0,866.0,866,866,1779,546.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,5,3,3,4,3,3,1,1,5,5,4,8,0,2,3,3,3,0,0
2689,59.0,0.0,485.0,1001,1001,1635,255.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,6,8,3,4,3,2,1,1,1,4,5,4,8,0,1,2,3,3,0,0
2753,64.0,684.0,1199.0,1220,1220,1220,632.0,84.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,5,4,3,4,3,3,6,1,5,5,4,8,0,2,3,3,3,0,0
1169,69.05520046484602,1004.0,1310.0,1310,1310,1310,545.0,179.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,9,5,4,3,5,3,3,6,1,5,5,4,8,3,2,3,3,3,0,0
1376,62.0,351.0,644.0,808,808,1355,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,7,3,4,3,3,1,5,3,4,5,3,8,0,0,0,0,3,0,0
2503,69.05520046484602,728.0,1095.0,1166,1166,2295,590.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,3,2,3,3,3,0,0
1987,57.0,0.0,1075.0,1156,1156,1798,342.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,4,8,3,3,3,3,1,1,1,5,5,3,8,0,1,3,3,1,0,3
1190,69.05520046484602,603.0,1620.0,1620,1620,1620,578.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,7,7,3,3,3,3,1,5,4,5,5,4,8,4,1,3,3,3,0,0
1930,75.0,288.0,1216.0,1216,1216,1216,336.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,5,3,3,3,3,1,3,1,3,5,3,8,0,2,3,3,3,0,0
2677,69.05520046484602,0.0,896.0,896,896,1344,240.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,4,3,3,4,3,1,1,1,4,4,3,8,0,1,2,3,3,0,0
1256,45.0,0.0,747.0,747,747,1159,288.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,5,8,3,4,3,3,1,1,1,3,5,3,8,0,1,2,3,1,0,0
2484,69.05520046484602,1056.0,1056.0,1056,1056,1056,384.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,3,4,4,3,3,3,3,1,3,1,3,5,3,8,0,1,3,3,3,0,3
1253,80.0,442.0,832.0,832,832,1216,336.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,5,3,3,3,3,1,3,1,3,5,3,8,0,1,3,3,3,0,0
1337,50.0,0.0,862.0,950,950,1158,208.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,7,3,3,3,3,1,1,1,3,5,3,8,4,2,3,3,3,0,0
1788,74.0,769.0,1538.0,1538,1538,1538,484.0,148.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,8,5,4,3,4,3,3,6,1,5,5,4,8,0,2,3,3,3,0,0
141,69.05520046484602,856.0,1143.0,1143,1143,1143,308.0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,5,3,3,3,3,1,4,3,3,5,3,8,0,2,3,3,3,0,4
1669,70.0,0.0,858.0,872,872,872,480.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,5,3,3,3,3,1,1,1,3,5,3,8,0,1,3,3,3,0,2
1366,69.05520046484602,0.0,319.0,1035,1035,1406,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,7,3,2,3,3,1,1,1,3,4,2,8,0,0,0,0,1,0,3
52,100.0,0.0,1324.0,1324,1324,1324,430.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,5,4,3,4,3,1,1,1,5,5,4,8,0,3,3,3,3,0,0
1380,69.05520046484602,0.0,876.0,904,904,904,408.0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,5,7,3,3,3,3,1,1,1,3,5,3,8,0,1,3,3,3,0,3
919,53.0,0.0,1276.0,1276,1276,2080,282.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,9,4,3,4,3,1,1,1,5,5,4,8,4,1,3,3,3,0,3
2804,37.0,662.0,848.0,848,848,848,420.0,169.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,5,4,3,4,3,2,6,1,5,5,4,8,4,2,3,3,3,0,0
