Id,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence
2008,3,3,3,5,5,3,2,3,3,1,4,1,3,5,3,4,4,1,3,3,3,0,0
1075,3,3,3,9,5,5,3,5,3,1,6,1,5,5,5,8,4,2,3,3,3,0,0
34,4,3,3,6,6,3,3,3,3,1,5,1,3,5,4,8,3,1,3,3,3,0,0
847,3,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
1629,3,3,3,7,5,3,3,4,3,1,1,1,4,5,4,8,3,3,3,3,3,0,0
2073,4,3,3,6,5,3,3,4,3,1,4,2,5,5,3,8,3,3,3,3,3,0,4
960,3,3,3,9,5,5,3,5,3,4,6,1,5,5,5,8,5,3,3,3,3,0,0
955,4,3,3,5,5,3,3,4,3,1,4,1,3,5,3,8,0,1,3,3,3,0,0
2476,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,3,3,3,3,0,0
1590,4,3,3,7,5,3,4,4,4,4,6,1,5,5,3,8,0,3,3,3,3,0,0
2913,3,3,3,5,5,3,3,3,3,1,4,1,3,5,3,8,0,1,3,3,3,0,0
149,4,3,3,4,5,3,3,3,3,1,1,1,3,4,3,8,0,1,3,3,3,0,0
2525,3,3,3,7,6,3,3,3,3,1,1,1,4,5,4,8,3,2,3,3,3,0,4
1470,4,3,3,6,5,4,3,4,3,2,6,1,5,5,4,8,0,2,3,3,3,0,0
412,4,3,3,7,5,3,3,4,3,1,5,2,3,5,3,8,2,2,3,3,3,0,0
1399,4,3,3,6,5,3,3,4,3,2,6,1,5,5,4,8,4,1,3,3,3,0,0
183,4,3,3,6,8,3,4,3,3,1,1,1,4,5,3,8,0,1,3,3,3,0,0
974,4,3,3,4,5,3,3,4,3,4,6,1,3,5,3,8,0,1,3,3,3,0,2
930,4,3,3,5,7,3,3,3,3,1,4,3,2,5,2,3,3,1,3,3,3,0,0
881,3,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
1180,2,3,3,8,5,4,3,4,3,4,2,6,5,5,4,8,2,3,3,3,3,0,0
1553,4,3,3,5,5,3,3,3,3,1,5,1,4,4,3,8,0,3,3,3,3,0,0
928,4,3,3,7,7,3,3,3,3,1,3,1,5,5,2,8,4,1,3,3,3,0,0
1512,4,3,2,4,6,3,3,5,3,3,1,1,4,4,3,8,0,1,3,3,3,0,0
3,3,3,3,6,6,3,3,3,3,1,5,1,3,5,4,8,0,1,3,3,3,0,0
2140,4,3,3,5,6,3,3,3,3,1,4,3,3,5,3,8,0,1,3,3,3,0,0
553,4,3,3,4,4,2,2,3,2,1,1,1,4,5,3,8,0,1,3,3,1,0,0
2594,4,3,3,6,6,3,3,3,3,1,1,1,5,4,3,8,0,1,3,3,3,0,0
1314,4,3,3,6,5,3,3,4,3,1,3,1,2,5,3,8,4,1,2,2,2,0,0
366,3,3,3,8,5,4,3,4,3,3,6,1,4,5,4,8,5,2,3,3,3,0,0
1462,2,3,3,8,5,4,3,5,3,4,6,1,5,5,4,8,4,2,3,3,3,0,0
2541,3,3,3,6,5,3,3,3,3,1,3,1,4,5,3,8,4,2,3,3,3,0,2
2088,4,3,3,4,5,2,2,3,2,1,1,1,2,5,3,8,0,1,2,3,2,0,3
527,4,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,0,3,3,3,3,0,0
1824,3,3,3,5,5,3,4,3,3,1,1,1,3,5,3,6,3,2,3,3,3,0,0
2918,4,3,3,4,5,3,3,3,3,1,3,1,3,5,3,8,0,1,3,3,3,0,0
49,4,3,3,9,5,5,3,5,3,1,6,1,5,5,5,8,4,2,3,3,3,0,0
2332,3,3,3,9,5,4,3,5,4,4,6,1,5,5,4,8,4,3,3,3,3,0,0
826,3,3,3,9,5,4,3,5,3,1,1,1,5,5,5,8,0,3,3,3,3,0,0
1108,4,3,3,7,5,4,3,4,3,3,4,6,5,5,4,8,4,3,3,3,3,0,0
2041,3,3,3,5,6,3,3,3,3,1,3,1,3,5,3,8,0,1,3,3,3,0,0
57,3,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,4,3,3,3,3,0,0
520,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
2305,4,3,3,5,6,3,3,3,3,1,5,1,3,5,3,8,0,2,3,3,3,0,0
2533,4,3,3,5,5,3,3,3,3,1,5,1,4,5,3,8,0,2,3,3,3,0,0
2852,4,3,3,6,8,3,3,3,3,1,4,1,5,5,3,8,0,1,3,3,3,0,0
1198,3,3,3,5,5,3,3,3,3,1,1,1,3,5,3,8,0,1,3,3,3,0,0
1681,3,3,3,6,5,3,3,4,3,1,5,1,3,5,3,8,3,2,3,3,3,0,0
1773,3,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,4,2,3,3,3,0,0
1825,4,3,3,5,7,3,3,3,3,1,3,1,3,5,3,8,0,3,3,3,3,0,0
2208,4,3,3,5,6,3,3,3,3,1,1,1,5,5,3,8,4,1,3,3,3,0,0
1646,4,3,3,6,7,3,3,4,3,1,1,1,5,5,3,8,3,3,3,3,3,0,0
1060,4,3,3,10,5,5,3,5,3,4,6,1,5,5,5,8,5,3,3,3,3,0,0
748,3,3,3,6,6,3,3,3,3,1,1,1,4,4,4,8,0,1,3,3,3,0,0
2846,4,3,3,5,8,3,3,3,3,2,1,1,4,5,3,8,0,0,0,0,1,0,0
493,3,3,3,7,5,4,3,4,3,1,5,1,5,5,4,8,3,2,3,3,3,0,4
694,4,3,3,6,8,3,3,3,3,1,1,1,4,5,4,8,0,1,2,2,2,0,0
2283,4,3,2,4,4,3,4,3,3,3,4,1,5,5,3,8,3,3,3,3,3,0,0
1800,3,3,3,8,5,4,3,5,3,3,6,1,5,5,5,8,4,3,3,3,3,0,0
1632,4,3,3,8,5,4,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
2624,4,3,3,5,5,3,3,3,3,1,2,1,3,4,3,8,0,2,3,3,3,0,2
2197,4,3,3,6,7,3,4,3,2,1,1,1,3,5,4,8,3,1,3,3,3,0,0
1045,4,3,3,6,3,3,3,3,3,1,5,1,3,5,3,8,0,1,3,3,3,0,0
2549,4,3,3,6,5,3,2,3,3,4,5,1,3,5,3,8,0,2,3,3,3,0,0
2829,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,4,0,1,3,3,3,0,0
2480,2,3,3,6,5,4,3,4,3,1,5,1,5,5,4,8,0,2,3,3,3,0,0
2724,3,3,3,4,9,3,4,3,4,3,6,1,5,5,3,8,0,1,3,3,3,0,0
2352,4,3,3,6,6,3,3,4,3,1,5,1,3,5,3,8,3,2,3,3,3,0,3
1783,4,3,3,8,5,4,3,5,3,3,1,1,5,5,4,8,4,2,3,3,3,0,0
338,4,3,3,5,5,3,3,4,3,1,3,1,4,5,3,8,0,1,3,3,3,0,2
196,4,3,3,6,6,3,4,3,3,1,2,1,5,4,3,8,4,1,3,3,3,0,0
762,3,3,3,4,9,3,4,2,3,1,1,1,5,4,2,8,0,1,3,3,3,0,0
151,4,3,3,5,6,3,4,3,3,1,3,1,3,5,3,8,0,1,3,3,3,0,2
158,4,3,3,6,5,3,3,3,3,1,1,1,3,5,3,8,4,1,3,3,3,0,0
2572,3,3,3,6,7,3,3,3,3,1,1,1,3,5,3,8,0,2,3,3,3,0,0
1686,4,3,3,9,5,5,3,5,3,3,6,1,5,5,4,8,4,1,3,3,3,0,0
943,3,3,3,3,2,2,2,3,2,1,1,1,3,5,2,8,0,0,0,0,1,0,3
735,4,3,3,6,9,4,3,3,3,1,1,1,3,5,3,8,0,1,3,3,1,0,0
2741,4,3,3,5,8,3,3,3,3,2,1,1,4,5,4,8,0,1,3,3,3,0,0
1106,3,3,3,8,6,4,4,4,3,4,6,1,5,5,4,8,3,3,3,3,3,0,0
2375,4,3,3,5,7,3,3,3,3,2,5,3,3,5,3,8,3,2,3,3,3,0,0
1701,3,3,3,9,5,4,3,5,3,4,1,1,5,5,5,8,5,3,3,3,3,0,0
2657,4,3,3,3,4,3,3,3,3,1,1,1,4,5,2,8,0,1,3,2,1,0,0
907,2,3,3,5,5,3,3,3,3,1,3,1,5,5,3,8,0,1,3,3,3,0,0
1777,4,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,4,1,3,3,3,0,0
164,4,3,3,5,4,3,2,3,3,1,3,1,2,5,3,8,0,1,3,3,3,0,3
1973,4,3,3,5,5,3,3,3,3,3,5,1,3,5,3,8,1,2,3,3,3,0,0
2857,4,3,3,5,4,3,3,2,2,1,2,1,3,5,3,8,0,1,3,3,3,0,0
1208,4,3,3,5,6,3,4,3,3,2,5,1,4,5,3,8,0,2,3,3,3,0,3
319,4,3,3,8,5,4,3,5,3,1,1,1,5,5,5,8,4,3,3,3,3,0,0
2567,3,3,3,6,5,3,3,3,3,1,5,1,3,5,3,8,4,2,3,3,3,0,0
2222,4,3,3,7,6,3,3,3,3,1,4,1,3,5,3,8,4,1,3,3,3,0,0
2493,3,3,3,5,6,3,3,3,3,1,5,1,4,5,3,8,0,1,3,3,3,0,0
1757,3,3,3,7,5,3,3,4,3,1,1,1,5,5,3,8,3,2,3,3,3,0,0
184,4,3,3,8,9,4,4,3,3,1,1,1,3,5,4,8,0,1,3,3,3,0,0
1248,4,3,1,5,5,3,3,3,3,1,4,2,3,5,3,8,0,1,3,3,3,0,2
2574,4,3,3,5,6,3,4,3,3,3,5,4,3,5,3,8,3,2,3,3,3,0,0
1215,4,3,3,5,5,3,4,3,3,1,1,1,3,5,3,8,0,2,3,3,3,0,0
1614,3,3,3,7,6,3,4,4,3,4,5,1,5,5,3,8,4,3,3,3,3,0,0
2039,4,3,3,5,7,3,3,3,2,1,1,1,3,5,2,8,0,1,3,3,1,0,0
2669,4,3,3,5,5,3,3,3,3,1,1,1,5,5,3,8,0,1,3,3,3,0,0
1005,3,3,3,6,5,3,3,4,3,1,1,1,4,5,3,8,3,3,3,3,3,0,0
753,4,3,3,6,6,3,3,3,3,1,1,1,5,5,3,8,0,0,0,0,3,0,3
1275,4,3,3,6,7,3,3,3,3,1,1,1,3,4,3,8,0,1,3,3,3,0,2
2350,4,3,3,6,6,3,4,4,3,1,4,2,3,5,3,8,3,1,3,3,3,0,0
2762,4,3,3,7,5,4,3,4,3,4,6,1,5,5,4,8,4,3,3,3,3,0,0
2788,4,3,3,5,8,3,3,3,3,1,4,1,5,5,3,8,0,1,3,3,3,0,3
2384,4,3,3,7,5,4,3,5,4,1,1,1,5,5,4,8,0,2,3,3,3,0,0
2716,3,3,3,5,6,3,3,3,3,1,3,1,4,5,3,7,3,2,3,3,3,0,3
313,3,3,3,6,5,3,3,3,3,3,6,1,3,5,3,8,0,1,3,3,3,0,0
84,4,3,3,6,5,3,3,0,0,0,0,0,3,5,3,8,0,1,3,3,3,0,0
81,4,3,3,6,5,3,3,4,3,1,6,1,3,5,3,8,0,1,3,3,3,0,4
2389,3,3,3,9,5,4,3,4,3,3,1,1,5,5,5,8,4,3,3,3,3,0,0
280,4,3,3,6,5,3,3,3,3,3,5,4,3,5,3,8,3,1,3,3,3,0,3
190,4,3,3,4,6,3,3,3,3,1,1,1,4,5,3,8,0,1,3,3,1,0,0
2371,4,3,3,6,5,3,3,3,3,1,5,1,3,5,3,8,0,1,3,3,3,0,0
213,3,3,2,6,5,3,3,2,3,1,2,1,5,5,3,8,0,1,3,3,3,0,3
1864,4,3,3,6,6,3,3,3,3,1,1,1,5,5,3,8,0,2,3,3,3,0,0
37,3,3,3,9,5,5,3,5,3,1,1,1,5,5,5,8,4,3,3,3,3,0,0
146,4,3,3,5,5,3,3,3,3,1,3,1,3,5,3,8,4,1,3,3,3,0,0
809,4,3,3,5,5,3,3,4,3,3,6,1,3,5,3,8,3,1,3,3,3,0,0
767,4,3,3,6,6,3,4,3,3,1,4,1,3,5,3,8,0,1,3,3,3,0,0
262,4,3,3,5,6,3,3,3,4,3,2,5,3,5,3,8,0,1,3,3,3,0,3
101,4,3,3,6,5,4,3,4,3,1,6,1,5,5,4,8,0,1,3,3,3,0,0
48,4,3,3,8,5,4,3,4,3,4,6,1,5,5,4,8,5,3,3,3,3,0,0
489,3,3,3,6,5,3,3,4,3,1,6,1,5,5,3,8,3,3,3,3,3,0,0
2369,4,3,3,6,5,3,3,3,3,1,1,1,3,5,3,8,0,0,0,0,1,0,0
707,4,3,3,5,4,3,3,3,3,1,1,1,3,4,4,8,0,1,3,3,3,0,0
1556,4,3,3,4,4,3,2,3,3,1,1,1,3,5,3,8,0,1,3,2,1,0,3
2034,4,3,3,6,7,3,3,3,3,1,1,1,3,5,4,8,0,0,0,0,3,0,0
308,4,3,3,4,7,2,2,3,3,1,1,1,4,5,3,8,0,2,3,3,1,0,0
2176,3,3,3,6,7,3,4,3,4,1,4,1,3,5,3,8,2,2,3,4,3,0,4
1549,4,3,3,5,6,3,3,3,3,1,5,3,5,5,3,8,4,3,5,5,3,0,0
909,4,3,3,6,7,3,3,3,3,1,1,1,3,5,3,8,4,1,3,3,3,0,2
892,3,3,3,9,5,5,3,5,3,1,6,1,5,5,5,8,4,3,3,3,3,0,0
2045,4,3,3,7,8,3,4,3,3,1,5,1,3,5,3,8,4,3,3,3,3,0,0
2927,3,3,2,5,5,3,3,4,3,3,4,5,3,5,3,8,0,1,3,3,3,0,3
1732,3,3,3,6,5,4,3,4,3,1,1,1,5,5,4,8,4,2,3,3,3,0,0
998,3,3,3,5,5,4,3,4,3,1,6,1,4,5,4,8,0,1,3,3,3,0,0
2203,4,3,3,6,7,3,3,3,3,1,1,1,3,5,3,8,4,1,3,3,3,0,0
356,4,3,3,6,5,4,3,4,3,1,6,1,4,5,3,8,3,3,3,3,3,0,0
2475,4,3,3,6,5,3,3,4,3,1,5,1,5,5,4,8,0,1,3,3,3,0,0
2264,3,3,3,8,5,4,3,4,3,3,1,1,5,5,4,8,4,2,3,3,3,0,0
2201,4,3,3,5,7,3,3,4,3,1,5,1,5,5,4,8,3,1,3,3,3,0,3
2545,4,3,3,6,7,3,4,3,3,2,5,4,5,5,4,7,3,2,3,3,3,0,3
2660,4,3,3,7,7,3,3,4,3,2,3,1,2,5,3,8,3,1,3,3,1,0,0
2882,4,3,3,5,6,2,2,3,3,2,1,1,3,5,3,6,0,0,0,0,3,0,0
1379,4,3,3,6,5,3,3,3,3,3,5,1,3,5,3,8,2,1,3,3,3,0,0
491,2,3,3,7,5,4,3,4,3,1,5,1,5,5,4,8,3,3,3,3,3,0,0
1002,3,3,3,8,5,4,3,4,3,1,6,1,4,5,4,8,3,2,3,3,3,0,0
1848,2,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,0,1,3,3,3,0,0
1455,4,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,4,2,3,3,3,0,0
908,4,3,3,2,5,3,3,3,2,1,3,1,3,3,2,8,0,1,3,3,1,0,0
1490,4,3,3,5,5,3,3,4,4,4,5,1,5,5,3,8,0,2,2,3,3,0,0
1465,2,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,4,2,3,3,3,0,0
1627,3,3,3,7,5,3,3,4,3,1,1,1,4,5,4,8,0,2,3,3,3,0,0
2849,4,3,3,6,6,3,3,3,3,3,4,1,3,3,3,8,0,1,3,3,3,0,0
1501,4,3,3,4,5,3,3,0,0,0,0,0,3,2,2,8,0,0,0,0,1,0,0
626,3,3,3,6,8,3,4,3,3,1,5,1,4,5,4,8,4,1,3,3,3,0,2
722,4,3,3,7,9,3,4,3,3,1,5,1,5,5,3,8,0,1,3,3,3,0,0
2260,3,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,3,3,3,3,0,0
1639,3,3,3,5,5,3,3,4,3,4,5,1,3,5,3,5,0,1,3,3,1,0,0
1603,4,3,3,5,7,3,4,3,3,1,6,1,5,5,3,8,0,1,3,3,3,0,2
1520,4,3,3,7,8,3,3,3,3,1,1,1,5,5,3,8,4,1,3,3,3,0,0
1665,3,3,3,7,9,3,3,3,3,1,5,1,4,5,4,8,0,3,3,3,3,0,0
2635,4,3,3,5,5,3,3,3,3,3,5,1,3,5,3,8,0,0,0,0,3,0,0
581,3,3,3,6,6,3,3,3,3,1,1,1,3,5,3,8,3,2,3,3,3,0,0
2435,3,3,3,8,5,4,3,4,3,1,1,1,5,5,4,8,3,2,3,3,3,0,0
2799,3,3,3,7,5,3,3,4,3,2,5,1,5,5,4,8,3,2,3,3,3,0,0
883,4,3,3,6,5,4,3,4,3,1,6,1,5,5,4,8,0,3,3,3,3,0,0
2537,4,3,3,5,6,3,3,4,3,4,6,1,4,5,3,8,0,2,3,3,3,0,0
1120,4,3,3,8,5,4,3,5,3,1,6,1,5,5,4,8,4,3,3,3,3,0,0
774,3,3,3,6,5,3,3,4,3,4,6,1,3,5,3,8,2,3,3,3,3,0,0
1447,3,3,3,5,6,3,3,4,3,2,5,1,5,5,3,8,0,1,3,3,3,0,0
104,3,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,0
2694,4,3,3,6,6,3,3,3,3,1,1,1,3,5,3,8,4,1,3,3,1,0,0
920,4,3,2,5,6,3,3,3,3,1,5,1,5,5,3,6,3,1,3,3,3,0,4
1951,4,3,3,5,9,3,4,4,3,3,1,1,5,5,4,8,0,0,0,0,1,0,0
9,3,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,3,2,3,3,3,0,0
2848,4,3,3,5,5,3,3,2,3,1,2,1,3,5,2,8,0,1,2,3,3,0,3
614,4,3,3,5,5,3,3,3,3,1,3,5,4,5,3,8,0,2,3,3,3,0,3
1736,3,3,3,7,5,4,3,4,3,3,1,1,5,5,4,8,0,3,3,3,3,0,0
2686,2,3,3,5,5,3,3,3,3,1,1,1,3,4,3,8,0,1,2,2,1,0,0
2257,3,3,3,7,5,4,3,4,3,1,6,5,5,5,4,8,3,3,3,3,3,0,0
1284,4,3,3,6,5,3,3,3,3,1,6,1,4,5,3,8,0,1,3,3,3,0,0
1765,3,3,3,9,5,4,3,5,3,4,6,1,5,5,4,8,3,3,3,3,3,0,0
1811,3,3,3,6,5,4,4,4,4,1,6,1,5,5,4,8,0,2,3,3,3,0,0
2603,4,3,3,4,4,3,3,2,3,1,1,1,3,4,3,8,3,1,2,3,3,0,0
2220,3,3,2,6,8,3,3,3,3,1,5,2,5,5,4,8,3,1,3,3,3,0,3
2273,3,3,3,7,5,4,3,4,3,4,6,1,5,5,4,8,4,3,3,3,3,0,0
163,4,3,3,5,7,3,3,3,3,1,2,3,5,5,4,8,0,2,3,3,3,0,4
2116,2,3,1,6,7,4,3,4,3,4,3,1,4,5,4,8,3,3,3,3,3,0,0
2734,4,3,3,5,5,3,3,3,3,1,2,1,5,4,3,5,3,1,3,3,3,0,0
426,4,3,3,8,5,4,3,4,3,1,1,1,5,5,4,8,4,2,3,3,3,0,0
2216,3,3,3,4,6,3,4,3,4,1,6,1,5,5,4,8,3,1,2,3,3,0,0
2900,4,3,3,8,5,4,3,5,3,4,6,1,5,5,4,8,4,3,3,3,3,0,0
97,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
1680,4,3,3,5,5,3,3,3,3,1,5,1,5,5,3,7,0,1,3,3,3,0,0
1133,4,3,3,6,5,4,3,4,3,2,6,5,5,5,4,8,0,2,3,3,3,0,0
2761,3,3,3,7,5,4,3,4,3,4,1,1,5,5,4,8,0,2,3,3,3,0,0
1642,3,3,3,8,5,4,3,5,4,4,6,1,5,5,4,8,4,2,3,3,3,0,0
1141,3,3,3,6,5,4,3,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,0
2118,3,3,3,6,8,3,3,3,2,4,2,1,4,5,4,8,0,3,3,3,3,0,0
870,4,3,3,8,5,4,3,4,3,4,6,1,5,5,4,8,3,3,3,3,3,0,0
1875,4,3,3,5,6,3,3,3,3,1,5,4,3,5,4,8,0,2,3,3,3,0,0
155,4,3,3,5,7,3,3,0,0,0,0,0,5,5,3,5,1,1,3,3,3,0,0
1318,4,3,3,6,6,3,3,3,3,1,1,1,5,5,3,8,4,0,0,0,3,0,0
1285,1,3,3,5,5,3,3,2,3,1,1,1,4,2,3,8,0,1,3,3,1,0,0
2400,3,3,3,9,5,4,3,5,3,4,6,1,5,5,5,8,4,3,3,3,3,0,0
1068,4,3,3,8,5,4,3,5,3,2,6,1,5,5,4,8,3,3,3,3,3,0,0
361,3,3,3,6,5,3,3,4,3,1,1,1,4,5,3,8,3,2,3,3,3,0,3
1493,4,3,3,4,5,3,3,4,3,3,4,3,3,5,3,8,0,2,3,3,3,0,3
1110,3,3,3,8,5,4,3,4,3,4,6,1,5,5,4,8,3,3,3,3,3,0,0
911,4,3,3,6,6,3,3,3,3,1,1,1,4,3,3,8,4,1,2,3,3,0,0
2535,4,3,3,6,7,3,3,3,3,3,5,1,3,5,4,8,2,2,3,3,3,0,0
2030,4,3,3,5,3,3,3,3,3,1,1,1,3,4,3,8,0,1,3,3,1,0,3
2634,4,3,3,5,6,3,3,3,3,1,4,1,4,5,3,8,0,1,3,3,3,0,2
1530,4,3,3,6,5,3,3,3,3,1,1,1,5,4,3,3,0,1,3,3,3,0,0
435,4,3,3,9,5,5,3,5,3,1,1,1,5,5,5,8,4,2,3,3,3,0,0
812,4,3,3,5,5,3,3,0,0,0,0,0,3,5,3,8,0,1,3,3,3,0,0
1202,4,3,3,6,8,3,3,3,3,1,6,3,4,5,4,8,0,1,3,3,3,0,0
666,4,3,3,3,5,3,3,3,3,1,1,1,3,4,3,8,0,1,3,3,3,0,0
1751,3,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,4,3,3,3,3,0,0
705,4,3,2,4,4,2,3,2,3,1,1,1,3,5,3,6,0,1,3,3,3,0,0
1744,4,3,3,8,5,4,3,4,3,4,6,1,5,5,4,8,3,3,3,3,3,0,0
357,3,3,3,6,7,4,3,4,3,1,1,1,4,5,3,8,3,2,3,3,3,0,0
2133,3,3,3,7,5,4,3,4,3,3,6,1,5,5,4,8,0,2,3,3,3,0,0
989,3,3,2,5,7,4,5,3,3,4,4,2,5,5,3,8,3,2,3,3,3,0,3
562,3,3,3,5,5,3,3,3,3,1,3,4,4,5,3,8,1,1,3,3,3,0,2
1054,3,3,3,9,5,5,3,5,3,3,6,1,5,5,5,8,4,3,3,3,3,0,0
2850,4,3,3,7,8,3,3,3,3,1,5,1,5,5,4,8,4,1,3,3,3,0,3
1082,4,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,3,2,3,3,3,0,0
1440,3,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
2006,4,3,2,5,7,3,4,3,3,1,2,3,3,4,3,5,4,1,2,3,3,0,0
2082,3,3,3,4,5,3,3,0,0,0,0,0,3,5,4,6,0,1,3,3,1,0,0
2344,3,3,3,7,5,4,4,4,4,1,6,2,4,5,4,8,0,1,3,3,3,0,0
248,4,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,3,3,3,3,3,0,4
2276,3,3,3,10,5,5,3,5,3,4,1,1,5,5,5,8,4,3,3,3,3,0,0
755,4,3,3,6,5,3,3,3,2,1,4,1,2,5,3,8,0,1,3,3,3,0,3
1178,3,3,3,10,5,5,3,4,3,2,4,6,5,5,5,8,3,3,3,3,3,0,0
2636,4,3,3,5,8,4,4,2,3,1,1,1,5,4,3,8,0,1,3,3,3,0,0
2077,4,3,3,4,5,3,3,3,3,1,1,1,3,5,3,5,0,1,3,3,1,0,0
2930,4,3,2,7,5,3,3,4,3,3,2,1,5,5,3,8,3,3,3,3,3,0,0
737,4,3,3,6,6,3,2,3,3,1,1,1,5,3,3,8,4,1,3,3,3,0,0
837,4,3,2,5,7,3,4,3,3,1,5,1,5,5,3,8,0,2,3,3,3,0,0
2086,4,3,3,5,6,3,3,2,3,1,5,1,5,5,3,8,0,1,3,3,3,0,0
2385,3,3,2,9,5,5,3,5,3,4,6,1,5,5,5,8,4,3,3,3,3,0,0
189,4,3,3,4,7,3,3,2,3,1,1,1,4,5,3,8,0,1,3,3,3,0,0
635,4,3,3,6,6,3,3,3,3,1,3,2,4,5,3,7,4,2,3,3,3,0,3
432,3,3,3,10,5,5,3,5,3,4,6,1,5,5,5,8,4,2,3,3,3,0,0
900,4,3,3,5,5,3,3,3,3,1,1,1,3,5,3,8,0,0,0,0,3,0,0
966,3,3,3,8,5,4,3,5,3,1,6,1,5,5,4,8,0,3,3,3,3,0,0
1612,4,3,3,6,6,3,3,3,3,1,4,1,3,5,3,8,4,1,3,3,3,0,0
904,4,3,3,5,6,3,3,3,3,1,3,1,5,5,3,8,4,1,3,3,3,0,0
2487,4,3,3,5,5,3,3,3,3,1,3,1,3,5,3,8,0,1,3,3,3,0,0
1304,4,3,3,5,6,3,3,3,3,1,3,1,4,4,3,8,0,3,3,3,3,0,0
2112,4,3,3,7,5,4,3,4,3,4,1,1,5,5,4,8,0,2,3,3,3,0,0
1244,4,3,3,6,7,3,4,3,3,1,4,1,4,5,3,8,0,1,3,3,3,0,0
843,4,3,3,7,5,3,3,4,3,3,1,1,5,5,4,8,0,2,3,3,3,0,0
2689,4,3,3,6,8,3,4,3,2,1,1,1,4,5,4,8,0,1,2,3,3,0,0
2753,4,3,3,7,5,4,3,4,3,3,6,1,5,5,4,8,0,2,3,3,3,0,0
1169,3,3,3,9,5,4,3,5,3,3,6,1,5,5,4,8,3,2,3,3,3,0,0
1376,4,3,3,5,7,3,4,3,3,1,5,3,4,5,3,8,0,0,0,0,3,0,0
2503,3,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,3,2,3,3,3,0,0
1987,4,3,3,4,8,3,3,3,3,1,1,1,5,5,3,8,0,1,3,3,1,0,3
1190,3,3,3,7,7,3,3,3,3,1,5,4,5,5,4,8,4,1,3,3,3,0,0
1930,4,3,3,5,5,3,3,3,3,1,3,1,3,5,3,8,0,2,3,3,3,0,0
2677,4,3,3,5,4,3,3,4,3,1,1,1,4,4,3,8,0,1,2,3,3,0,0
1256,4,3,3,5,8,3,4,3,3,1,1,1,3,5,3,8,0,1,2,3,1,0,0
2484,4,3,3,4,4,3,3,3,3,1,3,1,3,5,3,8,0,1,3,3,3,0,3
1253,4,3,3,5,5,3,3,3,3,1,3,1,3,5,3,8,0,1,3,3,3,0,0
1337,4,3,3,6,7,3,3,3,3,1,1,1,3,5,3,8,4,2,3,3,3,0,0
1788,4,3,3,8,5,4,3,4,3,3,6,1,5,5,4,8,0,2,3,3,3,0,0
141,3,3,3,5,5,3,3,3,3,1,4,3,3,5,3,8,0,2,3,3,3,0,4
1669,4,3,3,4,5,3,3,3,3,1,1,1,3,5,3,8,0,1,3,3,3,0,2
1366,3,3,3,6,7,3,2,3,3,1,1,1,3,4,2,8,0,0,0,0,1,0,3
52,3,3,3,6,5,4,3,4,3,1,1,1,5,5,4,8,0,3,3,3,3,0,0
1380,3,3,3,5,7,3,3,3,3,1,1,1,3,5,3,8,0,1,3,3,3,0,3
919,4,3,3,7,9,4,3,4,3,1,1,1,5,5,4,8,4,1,3,3,3,0,3
2804,4,3,3,6,5,4,3,4,3,2,6,1,5,5,4,8,4,2,3,3,3,0,0
782,4,3,3,4,5,3,3,3,3,3,1,1,5,4,3,6,3,1,3,3,3,0,0
956,3,1,3,6,6,3,3,3,3,1,6,3,4,4,4,8,4,2,3,3,3,0,0
187,4,3,3,5,3,3,2,3,3,2,1,1,2,3,2,8,0,0,0,0,1,0,0
2074,3,3,3,6,5,4,3,4,3,1,6,1,3,5,3,8,3,1,3,3,3,0,0
