,date,tweet
905,2020-08-28 02:53:41+00:00,"Gonna fix @AdonisPaulLive's heart so that it is 100% better so that next time he goes poof my brain we'll be like ""he fell asleep or his power went out"" instead of ""AP is in the hospital"""
906,2020-08-28 02:49:24+00:00,Well it’s a good damn thing that I keep my candles lit up at night on the altars in my home because the power went out during this thunderstorm.
907,2020-08-28 02:47:37+00:00,My power went out an hour ago and my UPS is already dead. I guess I should have powered down the Linux box that shares it with the router and cable modem.
908,2020-08-28 02:45:01+00:00,"My power went out, chicago me "
909,2020-08-28 02:44:55+00:00,Welp power went out at my place thanks to the hurricane so I'll just post pulls here. Sorry!
910,2020-08-28 02:43:07+00:00,The power just went out on the whole strip of my street..
911,2020-08-28 02:33:51+00:00,"We are out in Forest Hills (15221) going on 4 hours and are not showing on the outage maps. My neighbors and I have not been able to report. No damage can be seen, power went out AFTER the storm."
912,2020-08-28 02:27:29+00:00,my power went out 
913,2020-08-28 02:23:45+00:00,I don't know why the power went out on my house and we're lucky my sleep schedule is fucked up and I noticed before the groceries in the fridge went bad.
914,2020-08-28 02:22:29+00:00,The power went out at my job today and that was nothing but God. Lord knows I was ready to go home
915,2020-08-28 02:22:20+00:00,"my gram’s power went out and she doesn’t want me to pick her up bc “my house is cold” I asked her if she wanted me to take her to my moms, she said no..."
916,2020-08-28 02:22:06+00:00,"My power blew the whole street out. The wind got crazy and eerie. I went to my mom’s. Then her power went out too. We’re sitting up here with our halogen lights and Hal power packs. One thing about my mama, she gon be prepared."
917,2020-08-28 02:17:52+00:00,Oh my god the power just went out for the like a whole 4 seconds and reset everything in the house! It's a sign.
918,2020-08-28 02:16:41+00:00,My power went out for an hour and I survived. I'm ready for any survival reality TV show now.
919,2020-08-28 02:13:40+00:00,"never mind, my power just went out "
920,2020-08-28 02:12:06+00:00,"the hurricane not only barely affected us (our power went in and out in the morning but that’s it, we even accidentally left a wind chime outside and it was still there) but it DID knock the power out my workplace so free day off can I get a hell yeah"
921,2020-08-28 02:07:26+00:00,"God must really not want me to watch the #RNC2020 tonight. My power went out at 8:30, came back on at 9:30, and went out as soon as @IvankaTrump started to walk out of the White House."
922,2020-08-28 02:06:24+00:00,@AEPOhio I reported a power outage around 8:30. My power came back on at 9:30 and just went out again. – at North Linden
923,2020-08-28 02:06:15+00:00,4 facts and 4 friends - I like titties - Pepper put strange liquids in my mouth taste still won't go away - I have a general class certification for ham radio - my wifi and power went out for awhile today @TheSacredMister @bitchybeachgoth @SaddiCanni @BigManEjan
924,2020-08-28 02:03:51+00:00,my power went out lolz
925,2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
926,2020-08-28 02:03:16+00:00,My power just went out ?
927,2020-08-28 01:58:53+00:00,"Power went out here as Nashville is starting to get some of the remnants of Laura I think. Anyways, it interrupted my ability to see the RNC... "
928,2020-08-28 01:58:23+00:00,BITCH MY POWER JUST WENT OUT what is dis hunny
929,2020-08-28 01:57:40+00:00,Power just went out in my entire neighborhood. #KenoshaRiots
930,2020-08-28 01:54:32+00:00,My power went out for a while so I missed Tom &amp; few others. Well.... I wouldn’t say I missed it!!
931,2020-08-28 01:54:11+00:00,Welppppp my power jus went out 
932,2020-08-28 01:54:10+00:00,The power went out at Flesh Mechanics during my tattoo appointment Talk about irritation 
933,2020-08-28 01:52:37+00:00,Power went out for 15 mins. I’m glad I stopped stream lol. Quick pic of the new air cooler for my gaming system 
934,2020-08-28 01:51:18+00:00,MY POWER JUST WENT OUT AND ITS NOT EVEN STORMING HERE YET
935,2020-08-28 01:51:09+00:00,guys i wont be active because because the power went out and my phone is dying so if i die it was a ghost bye 
936,2020-08-28 01:50:45+00:00,my power went out for 30 minutes i was so lost
937,2020-08-28 01:47:48+00:00,my whole complex power jus went out i hate it here
938,2020-08-28 01:47:13+00:00,"I've been hearing about wicked storms all night. Seems like they knocked on my town's door by really just went around. Just a nice rain. Till I get a call at work. "" Heads up. Fryburg is out of power"". Woo who. Milking cows with a generator tonight!"
939,2020-08-28 01:46:24+00:00,"Bro, the power went out at the mall during work and people fled like no tomorrow lmao my store had a line from in to out the store. Power went out ? Entire mall was empty in like 6 minutes "
940,2020-08-28 01:44:51+00:00,Just went out to check my grip on a golf club and can see lightning to the southwest. Already 1800 folks have lost their power in Marshall and Calloway counties. 
941,2020-08-28 01:42:52+00:00,"well my power just went out,, is it because i’m a dyke huh is it"
942,2020-08-28 01:41:42+00:00,My power just went out IM SPOOKED
943,2020-08-28 01:39:33+00:00,"My power went out, saving me from being tempted to watch more of the RNC shitshow lie-fest."
944,2020-08-28 01:37:39+00:00,Damn did I get lucky or wht? My power just went out..it's 85 damn degrees but...I can't possibly watch the mental derangement fest (otherwise known as the RNC) 
945,2020-08-28 01:34:44+00:00,"Even though all we got from #HurricaneLaura was a light drizzle, our power went out for 8 hours today because of “rolling brownouts”. Had to cancel my class 20 minutes before it started/ was scrambling all day to keep my baby cool and safe from the Houston heat... Today SUCKED!"
946,2020-08-18 19:48:57+00:00,How can you build stronger business continuity through fresh insights? Check out our guide:
947,2020-08-28 01:34:31+00:00,"So, off to the dealership I went. I am now the proud owner of a used 2017 Hyundai Santa Fe with only 20,000 miles on it. (It was a lease car out of NY). Damn thing has more power than my Sonic."
948,2020-08-28 01:27:14+00:00,wow. my power just went out. just great.
949,2020-08-28 01:26:24+00:00,I'm editing in my car and the power just went out at Munford. This could be interesting. Heading back to the field now.
950,2020-08-28 01:19:29+00:00,on august 27th my power went out. it’s still out. i guess that what’s happened
951,2020-08-28 01:18:25+00:00,the power went out and I ran to try and find a lighter to light some candles but I banged my leg so hard on a corner and tripped and I am in painnnnn
952,2020-08-28 01:15:27+00:00,Yea we were about to pick up pizza and their power went out too and most of the food we have is frozen so we ended up eating the meal on my snapshot story for dinner.
953,2020-08-28 01:13:57+00:00,"Oi bois, so i know were supposed to stream today, but around noon today my power went out which got me behind on some work, now the power is back and im still workin, dont think ill get it done in time for stream so we may have to see about tomorrow, AM SORRY PLZ NO HATE MEEEEE "
954,2020-08-28 01:11:37+00:00,"I need manga suggestions, my power went out"
955,2020-08-28 01:09:25+00:00,Power just went out I’m gonna call it to play it safe on my computers sorry it was short did not expect the power to go off :( @Westfall27 @ianstaerkerr thank you bro’s for coming to support means a lot 
956,2020-08-28 01:08:36+00:00,"Welp, my power went out. TwT"
957,2020-08-28 01:06:53+00:00,Lol my old ps4 used to do that then the power went out and it died 
958,2020-08-28 01:02:36+00:00,Jesusss have fun. I’m doing homework in between 20 min low priority queues because my power went out mid d4 promos :P
959,2020-08-28 01:01:43+00:00,my power went out which made my computer system go out (i WFH) so my last hour was spent ordering clothes 
960,2020-08-28 01:01:19+00:00,My power went out and my phone on 12%
961,2020-08-28 00:51:07+00:00,my power went out for a while but it cut back on so i’m back to say i miss dom wholeheartedly ok bye
962,2020-08-28 00:49:55+00:00,the power went out for a solid 10 seconds WHILE I WAS IN THE SHOWER. my heart rate has not calmed down yet 
963,2020-08-28 00:46:44+00:00, : if I suddenly vanish my power went out. Yay thunderstorms.
964,2020-08-28 00:46:29+00:00,My power went out what a day
965,2020-08-28 00:39:06+00:00,"No doubt the storm caused damage in AR. But, there is not a branch down in my neighborhood. Not one. My power went out exactly at 3pm; an hour before the storm even got only sorta bad here. You are being untruthful about why the power is out in my neighborhood. That’s all. #OwnIt"
966,2020-08-28 00:39:06+00:00,My power went out in the middle of me PKing in the new corrupted dungeons on #albiononline and I think I'm about loss it!
967,2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
968,2020-08-28 00:34:38+00:00,Splat I will but my power went out
969,2020-08-28 00:34:20+00:00,Lul my power JUST went out. Timing yo.
970,2020-08-28 00:30:25+00:00,"Really it was in 2018 when all of that money went out of my heart to the GOD side, that is every bit of power from that soul, that is tax dimensions of power in science and religion. It is going to ruin my business and the World Bank will go first. "
971,2020-08-28 00:26:19+00:00,Our power just went out and I felt my entire soul reboot itself
972,2020-08-28 00:24:17+00:00,"Hey sorry. My power went out for the entire day. My question to you is, where you got that statistic? Because it doesn't correlate with the facts and evidence. Even in Jacobs case killing him was the last resort so again, where did you get your statistics?"
973,2020-08-28 00:23:39+00:00,My power went out for about three and a half hours this evening and I briefly lived in a world where I had to do online school with no electricity
974,2020-08-28 00:23:09+00:00,So...my power just went out 
975,2020-08-28 00:21:24+00:00,The power went out and I can’t put my couch down
976,2020-08-28 00:20:44+00:00,My fucking power went out Fucking hell Laura.
977,2020-08-28 00:17:28+00:00,my power just went out 
978,2020-08-28 00:17:27+00:00,"Help me, it's raining hard and the power went out, trees are crashing and everyone in my town are doomed. Seems like I'll have to pick up the debris during landscaping tommorow, T-T "
979,2020-08-28 00:15:03+00:00,My power went out :(
980,2020-08-28 00:14:02+00:00,"oh nice after sitting at work for 3 1/2 hours with no power, the power in my apartment just went out"
981,2020-08-28 00:13:48+00:00,My power went out right at the start of a game... rip
982,2020-08-28 00:12:53+00:00,"bro i finished my workout JUST IN TIME, the power just went out on the whole block"
983,2020-08-28 00:11:57+00:00,of course i was about to make spaghetti and my fucking power went out 
984,2020-08-28 00:07:29+00:00,Welp my power just went out for no random reason 
985,2020-08-28 00:07:25+00:00,"im having a really bad storm right now. all the power went out. we should be okay but please pray for me, my family, and everyone around us. i love you guys and i’ll be back soon."
986,2020-08-28 00:06:24+00:00,I finished the rest of that Starbucks cold coffee that's been sitting in my fridge since the power went out. I think it's gonna make me sick but oh well it still slaps
987,2020-08-28 00:06:05+00:00,Sorry that the stream went offline. My power went out. Will keep y'all updated.
988,2020-08-18 19:48:57+00:00,How can you build stronger business continuity through fresh insights? Check out our guide:
989,2020-08-28 00:04:36+00:00,"the power at our hotel went out, my house is okay but still has a lot of damage (my neighbor checked) and my phone died."
990,2020-08-28 00:02:28+00:00,the power went out at work and my boss is being mean to me even tho im doing everything she asked i have to deal with her for another 49 minutes?!
991,2020-08-28 00:01:01+00:00,My power went out right before he came on and I managed to reconnect using my hotspot and a phone camera shining on my face
992,2020-08-27 23:58:22+00:00,my power went out from the storm lolllll quit I was trying to STREAM
993,2020-08-27 23:57:25+00:00,"my power went out so i’m stuck at my parents house :,)"
994,2020-08-27 23:56:44+00:00,"Oh cool my power just went out, that’s fun"
995,2020-08-27 23:55:40+00:00,DOPEPLAY IS GOING LIVE ANY MIN. LIST IS LOCKED! @DopePlay sorry for the delay my power went out 
996,2020-08-27 23:53:32+00:00,My power just went out so probably no stream tonight 
997,2020-08-27 23:50:00+00:00,O no my power went out! Don't mess with the best tv show #GhostAdventures! @BillyTolley @AaronGoodwin @Zak_Bagans @jaywasley
998,2020-08-27 23:49:41+00:00,"Storming hard af right now. Power flickered, but went out on the other half of town. My isp is on the other half of town so I have power just no internet reeeeeee"
999,2020-08-27 23:49:33+00:00,HELP MY POWER WENT OUT I COULDNT SEE
1000,2020-08-27 23:48:34+00:00,"Hey, my power went out but now it's back and I'm here for your #AEWDynamite coverage. Follow along, you humanoids. @WRESTLEZONEcom"
1001,2020-08-27 23:46:33+00:00,my power went out 
1002,2020-08-27 23:44:03+00:00,I SENT THIS AND THEN MY POWER AND WIFI WENT OUT im back now hi ahahksbsjsbsj 
1003,2020-08-27 23:43:46+00:00,So it's looking like Janelle is leaving Big Brother tonight... But my power just went out and it looks like it's not coming back for a couple hours... So I guess I can just pretend her eviction never happened right? #BB22
1004,2020-08-27 23:43:29+00:00,"I'm in mid state NY, about 20 minutes north of the PA border, and I lost power for a little while because of storms. We were under a tornado watch. The power went out in the middle of a webcam lesson with one of my guitar students."
1005,2020-08-27 23:41:22+00:00,my neighbor just now after the power went out* “those DAMN COMMUNISTS CUT OFF MY POWER”
1006,2020-08-27 23:39:33+00:00,oh shit i think the power went out at my house and my phone is at 14% help
1007,2020-08-27 23:38:18+00:00,my power went out 
1008,2020-08-27 23:37:00+00:00,YO MY POWER WENT OUT LETS GO
1009,2020-08-18 19:48:41+00:00,Looking to adapt to change with greater agility? Read this guide to explore five key behaviors for IT leaders:
1010,2020-08-27 23:36:52+00:00,"Power went out so now I'm lying in bed in the dark listening to my makeout mix, I'm on creepy ghoul time."
1011,2020-08-27 23:34:24+00:00,"that happen to me in july, my router broke &amp; it didn't get fixed for 4 days then the power went out bc of a storm directly after for 2 days, so hopefully fo u it doesn't last long, good luck Ly2 "
1012,2020-08-27 23:34:01+00:00,Uhhh my power went out 
1013,2020-08-27 23:31:16+00:00,My power went out
1014,2020-08-27 23:27:26+00:00,my power went out :((
1015,2020-08-27 23:27:02+00:00,my power went out someone come kidnap me i don’t wanna be here
1016,2020-08-27 23:25:40+00:00,HIII THE POWER IN MY BATHROOM WENT OUT IVE BEEN WAITING FOR IT TO TURN BACK ON
1017,2020-08-27 23:24:25+00:00,my power just went out . its a sign
1018,2020-08-27 23:22:26+00:00,power went out on my end recently hope everythings all good
1019,2020-08-27 23:21:22+00:00,My power went out
1020,2020-08-27 23:20:39+00:00,"My power went off at my apartment, a bih thought she ain’t paid her bill turns out it was the whole building! We straight now "
1021,2020-08-27 23:19:27+00:00,"So my power went out earlier and deleted the franchise mode the VHL was set to take on, now i havbe to reset it,stream at 7:30 no more delays"
1022,2020-08-27 23:19:08+00:00,welp my power went out
1023,2020-08-27 23:18:13+00:00,my power went out. earth is a wasteland
1024,2020-08-27 23:16:40+00:00,chris’s power went out and hes from nj...... g o d lets hope my electricity doesnt go out 
1025,2020-08-27 23:16:10+00:00,Yeah my power went out like 6 hours ago
1026,2020-08-27 23:15:03+00:00,"It's 4 am now, and my power went out at 3 pm yesterday. Would just like to take this moment to say ""screw PPP and their slogans of bhutto's soul. they've done nothing but ruin Karachi by absolutely sitting on their asses with their illiteracy."" sorry, I'm super frustrated today"
1027,2020-08-27 23:09:00+00:00,"The power went out in Walmart here's my boyfriend ""damn babe we should've went and put that 70 inch in our buggy"""
1028,2020-08-27 23:07:35+00:00,"JZGDDJK RIX THESE NAMES SENT ME I ALMOST WENT FLYING OUT OF MY CAR LMAOO BIG BRAIN GALAXY MODE TBH omg you’re so right,,, and when the person decides to name drop their full name can you imagine the power that would hold? equivalent to a mic drop or saying you ARE the manager"
1029,2020-08-27 23:06:54+00:00,I just love that my power stayed on all night while I was at work during the storm and then I came home from work for a grand total of 2 hours and my power went out
1030,2020-08-19 18:47:29+00:00,Is TB12 The Greatest Quarterback To Ever Live?
1031,2020-08-27 23:05:18+00:00,my profs power went out and half the class left but the rest of us are watching this guy play a game now 
1032,2020-08-27 23:05:00+00:00,my power went out goddamnit
1033,2020-08-27 23:03:55+00:00,The power went out on my Mac and cheese !!!!!
1034,2020-08-27 23:03:47+00:00,It’s a whole rain storm and my power just went out 
1035,2020-08-27 23:03:06+00:00,My thought process when I was younger was all jacked up because I was closed off from society for the longest time. When the power went out I thought everything was turned off. When I found out the toilet could flush I was shocked. When I found out the shower worked I was amazed.
1036,2020-08-27 23:00:30+00:00,My parents had power and then they said it went out idk what’s goin on
1037,2020-08-27 22:58:48+00:00,my power went out for a couple of hours so i had internet and no service. it forced me to read an actual book for once. it also got me out of my reading slump so yay.
1038,2020-08-27 22:57:19+00:00,My power just went out because of a bad storm looking like a hurricane almost but no stream tonight if so 
1039,2020-08-27 22:56:01+00:00,Some trees came down a couple of houses got destroyed baths power went out in my neighborhood most streets got flooded it’s a shit show
1040,2020-08-27 22:55:55+00:00, I got the notification on my phone at the same time the power went out. Lost my work. Walked to the porch in time to see the winds pick up in half a second and the tree across the street break in half and fall in the yard. Thankfully no lines down and it missed the house.
1041,2020-08-27 22:54:30+00:00,My power just went out 
1042,2020-08-27 22:53:59+00:00,My power went out at noon and I got a text at 4PM saying “expect rolling outages”.... 
1043,2020-08-27 22:53:24+00:00,My power just went out and now I sit here in the dark
1044,2020-08-27 22:48:44+00:00,Lmaooooo the power went out 2 mins before I was done with dinner. I can’t eat it because I threw the raw shrimp in right as the power went out so now my pad Thai is full of raw shrimp and inedible. I was looking forward to pad Thai ALL DAY so I think I’m gonna go cry now.
1045,2020-08-27 22:48:28+00:00,my power went out for four hours so i did these 
1046,2020-08-27 22:48:09+00:00,Thank god my portable charger is charged bc our power just went out 
1047,2020-08-27 22:46:26+00:00,Boss doesnt believe me my power went out
1048,2020-08-27 22:45:47+00:00,o thank god for auto-recover because my power went out and i thought I'd lost an ENTIRE HOUR of animation work ;-;
1049,2020-08-27 22:45:29+00:00,MY POWER WENT OUT
1050,2020-08-27 22:44:40+00:00,My power just went out and my phone on 11% see y’all on the other side 
1051,2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
1052,2020-08-27 22:43:45+00:00,OH MY POWER WENT OUT AND MU PHONES ON 1% VRG HEREC
1053,2020-08-27 22:42:15+00:00,My power went out 
1054,2020-08-27 22:41:58+00:00,My power went out in the middle of my food cooking in the air fryer. 
1055,2020-08-27 22:41:55+00:00,anyway the power went out while i was shaving my coochie and it is not coming back this might be goodbye
1056,2020-08-27 22:40:50+00:00,"My power went out. All good now and ready to rock. Come get some, jack http://Twitch.tv/HawKNLoaD | DvL &lt;-- Always a good time #Gears5 #twitch @DVileLive"
1057,2020-08-27 22:38:28+00:00,My power went out LOL
1058,2020-08-27 22:38:27+00:00,Can y’all imagine the power that I’d have if i did my makeup every time I went out?? I’d be unstoppable
1059,2020-08-27 22:38:07+00:00,My power just went out tf
1060,2020-08-27 22:33:42+00:00,"annnnd as soon as I typed that all out on my phone and posted, power went back on."
1061,2020-08-27 22:32:03+00:00,I hope my power went out at my house because I surely forgot too cut the damn air off when I left ..
1062,2020-08-27 22:29:54+00:00,Aaaaand my power went out 30 minutes in
1063,2020-08-27 22:29:11+00:00,My power went out
1064,2020-08-27 22:28:02+00:00,Power went out in my apartment complex and I was in the middle of the event in Xenoverse 2 to unlock SKOT. Rip
1065,2020-08-27 22:27:36+00:00,"This wind is crazy and the power went out at the library...it came back on after about 20 minutes, however, I still have 4 hours left in my shift, so hopefully nothing happens! I hope everyone in the path of this hurricane and the surrounding areas continues to stay safe!! "
1066,2020-08-27 22:27:14+00:00,the power went out when my phone was at 4% and then i went to dance like 10 mins later and charged my phone in the car :P
1067,2020-08-27 22:26:45+00:00,uhhh my power just went out mid GAME HELP
1068,2020-08-27 22:25:55+00:00,Letsss gooo my power went out in the middle of stream 
1069,2020-08-27 22:24:14+00:00,my power went out because of the rain :D
1070,2020-08-27 22:23:55+00:00,I’d try to help you but my power went out
1071,2020-08-27 22:23:29+00:00,"Our power went out like 5 minutes ago Now they are flickering. The roads outside my house are literally flooding, and the wind is really strong. Our one hanging flower pot broke from the wind because it’s so strong :’)"
1072,2020-08-18 19:48:41+00:00,Looking to adapt to change with greater agility? Read this guide to explore five key behaviors for IT leaders:
1073,2020-08-27 22:22:35+00:00,My power went out ;(
1074,2020-08-27 22:22:34+00:00,my power just went out 
1075,2020-08-27 22:12:33+00:00,power just went out in my house wtf 
1076,2020-08-27 22:11:26+00:00,My power went out again 
1077,2020-08-27 22:08:27+00:00,"Bruh, my power just went out ... I’m sickkkkk of it "
1078,2020-08-27 22:07:52+00:00,Sitting here trying to prepare for virtual school on Monday which has already been a trip and my power just went out. I just... 
1079,2020-08-27 22:06:44+00:00,To whoever I was getting down with on #FighterZ sorry my power went out lol
1080,2020-08-27 22:06:33+00:00,My power just went out someone play candles gcv.
1081,2020-08-27 22:02:55+00:00,so my power went out for an hour and now the wifi is fried hahahahha so much for finishing the first week of online school
1082,2020-08-27 22:00:14+00:00,My power done went out 4 times. 
1083,2020-08-27 22:00:01+00:00,my power went out 
1084,2020-08-27 21:55:33+00:00,My power just went out 
1085,2020-08-27 21:54:19+00:00,My power just went out 
1086,2020-08-27 21:53:12+00:00,My power just went out and I don’t fucking care. Same shit to do in the dark.
1087,2020-08-27 21:52:19+00:00,Chile not my internet failing on every app not knowing if my messages went through cuz my power went out @roberttszabo @unicornidontrememberyourusername
1088,2020-08-27 21:52:09+00:00,Power went out at the mall and I swear my co workers and I were acting like excited children when the power goes out at school and you might go home early. And yes my co workers and I were victorious and left work early.
1089,2020-08-27 21:52:00+00:00,my power just went out 
1090,2020-08-27 21:50:37+00:00,"Just experienced my first #tornado here in #branford, #Connecticut. Power went out. VERY loud. 100 mph winds, branches down. Still waiting to find out how much went over Branford. I think it touched down nearby. Water spout over the Sound. #terrifying "
1091,2020-08-27 21:50:02+00:00,the power went out in my dorms and it’s like 100 my degrees out so i’m gonna go get boba 
1092,2020-08-27 21:48:54+00:00,Dang why I didn’t say my power went out ? I’ll use that lie tomorrow 
1093,2020-08-18 19:48:41+00:00,Looking to adapt to change with greater agility? Read this guide to explore five key behaviors for IT leaders:
1094,2020-08-27 21:47:36+00:00,At this juncture i really want to thank my bon voyage ship for resetting my brain. No ship can have that power over me again. I went all out for that ship but never brought myself to the level where I'll go to their parent's page to beg for their wedding. Sigh!
1095,2020-08-27 21:47:29+00:00,2 weeks before my power went out
1096,2020-08-27 21:46:52+00:00,Ah shit my power went out Fuck sake I was DOING THINGS
1097,2020-08-27 21:46:09+00:00,"I know I promised you guys food porn and a nice centerfold but right in the middle of making my fantastic vegan sandwich the power went out, our entire grid is out supposed to be back on of course it's not… I'm getting hangry Even the restaurants in a 5 mile radius are out"
1098,2020-08-27 21:45:11+00:00,my power went out and there’s no cell service at my house so I’m just fully missing my first history class :) isn’t online learning so fun :)
1099,2020-08-27 21:44:45+00:00,Hey everyone. Just letting y'all know Laura has passed and I'm okay . When it hit it was a Category 2 hurricane. Unfortunately our power went out and probably won't be back for another 3 to 4 days . But again I'm okay.. i may also not have my phone for a while. Just saying.
1100,2020-08-27 21:44:24+00:00,Power just went out at my house in New Milford... Litchfield Rd area
1101,2020-08-27 21:42:30+00:00,the power just went out in the library and my first thought was there’s an active shooter i literally hate living in america
1102,2020-08-27 21:36:42+00:00,the power went out &amp; my phone on 19% 
1103,2020-08-27 21:33:01+00:00,If i don't get in contact with people most likely my power went out 
1104,2020-08-27 21:32:41+00:00,guys the power went out in my house here's a video i took 
1105,2020-08-27 21:32:19+00:00,"Hurricane Laura went through North Central Louisiana—the ArkLaMiss, y'all—200 miles from the Gulf Coast. My mom's power went out, and she saw whitecaps on the typically placid Ouachita River in Downtown Monroe. Remnants of storms are normal there, but not hurricane-force action."
1106,2020-08-27 21:22:46+00:00,"The power went out in my room only and I went to the fuse box to fix it and it’s not working, and my phones at 10 percent we love that for me"
1107,2020-08-27 21:22:33+00:00,my power went out :( 
1108,2020-08-27 21:22:30+00:00,"it just rained so much suddenly that my power and service went out for a bit.. i swear, the weather better be fine later at midnight"
1109,2020-08-27 21:20:33+00:00,The power went out in the middle of my zoom class look at God!
1110,2020-08-27 21:17:30+00:00,My power just went out. I'm okay but this is annoying
1111,2020-08-27 21:17:09+00:00,well the power went out earlier??? so we left to my bfs friends house bc it got hot I’m gonna take some island pics and try to get an art insta set up 
1112,2020-08-27 21:17:05+00:00,Sorry for not posting my power went out 
1113,2020-08-27 21:16:55+00:00,My power just went out. Aht aht
1114,2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
1115,2020-08-27 21:15:42+00:00,It’s pretty funny that my power went out at 2:45 in the afternoon after everything had pretty much stopped. New Orleans is full of surprises.
1116,2020-08-27 21:15:36+00:00,the power just went out in my apt as i was in the middle of heating up food 
1117,2020-08-27 21:14:59+00:00,hour while in the middle of the woods while trees are falling and hurricanig outside forgot to mention i have my old dog. my stepmom and brother came to get us after almost 3 hours of being lost in the woods. we finally got home and my power went out there’s my worst day ever tbh
1118,2020-08-27 21:12:33+00:00,my power went out and someone said to go out and buy a generator he lives w his parents and they have a generator I reminded him of that and he called me a bitch lol what
1119,2020-08-27 21:09:48+00:00,Love that my power went out briefly just because of a mild storm :—)
1120,2020-08-27 21:09:07+00:00,my power just went out and I’m trying to work out 
1121,2020-08-27 21:08:25+00:00,my power went out right as i started playing the harry styles playlist 
1122,2020-08-27 21:08:10+00:00,MY POWER WENT OUT IM SORRY FOR NOT RESPONDING THE ONLY REASON I CAN RESPOND NOW IS BC IM GOING TO GET FOOD-
1123,2020-08-27 21:06:45+00:00,"Just finished class. My power went out, lost zoom, jumped on zoom app &amp; finished and I was being observed by my manager @PDiddyThom! Life of a virtual trainer during a hurricane #HissimHouse #ItTakesTU"
1124,2020-08-27 21:05:30+00:00,Welp rip for me my power went out storm i need my Wi-Fi for my night shows
1125,2020-08-27 21:02:26+00:00,I done took my hair out to get it done today and she told me her power went out .........
1126,2020-08-27 20:57:57+00:00,y’all my power went out and it’s the HURRICANE. IM IN OKLahoMA THIS ISNT SUPPOSEd TO HAPPEN
1127,2020-08-27 20:57:22+00:00,NOOOO THE POWER JUST WENT OUT WITH MY NUGGETS IN THE OVEN 
1128,2020-08-27 20:53:02+00:00,i can’t charge my phone cause the power went out 
1129,2020-08-27 20:48:41+00:00,Power went out twice glad my work day is over
1130,2020-08-27 20:47:07+00:00,Power went out right when I was supposed to join my first zoom meeting for a class. 
1131,2020-08-27 20:46:29+00:00,My power just went out 
1132,2020-08-27 20:41:52+00:00,Power just went out and I was about to run ethernet through my house 
1133,2020-08-27 20:40:46+00:00,Swear to god that since moving here my power has went out almost once a month. Maybe just the area but this does get super tiring.
1134,2020-08-27 20:38:04+00:00,It rained 3 drops and my apartment power went out. I’m moving out. 
1135,2020-08-18 19:48:41+00:00,Looking to adapt to change with greater agility? Read this guide to explore five key behaviors for IT leaders:
1136,2020-08-27 20:36:22+00:00,My power went out so I'm gonna relax and maybe nap 
1137,2020-08-27 20:36:21+00:00,so far today my power went out once (in the middle of work) and my internet once. we are nowhere near major storm zone so I don't know what gives.
1138,2020-08-27 20:36:20+00:00,"there's a tornado watch where i live rn, so if i'm not streaming tonight, my power probably went out"
1139,2020-08-27 20:36:17+00:00,my power went out today while i was in the middle of giving a presentation for class &lt;3
1140,2020-08-27 20:36:12+00:00,MY POWER WENT OUT ON ICE CREAM DAY THIS IS SO VILE
1141,2020-08-27 20:35:25+00:00,Severe thunderstorm warning for my area and the power already went out once I'm not sure if we will be able to stream tonight
1142,2020-08-27 20:34:50+00:00,Planned on streaming but power went out will hop on when the power comes back! To get the notifications when I go live click the follow button click follow on my @Twitch!
1143,2020-08-27 20:33:12+00:00,y’all my power just went out 
1144,2020-08-27 20:29:02+00:00,My bill is out of control and my power goes out 3 times a month. Not including the fact that I had to dispose of all the food in my fridge because we went 4 days without power. @pseg
1145,2020-08-27 20:27:20+00:00,my power went out for 2 minutes and came back todayyyy i got the energy they better quit playin w me!!
1146,2020-08-27 20:25:20+00:00,"what the hell,@EntergyArk. I call bullshit. It isn’t raining hard here &amp; it isn’t that windy here (yet) but my power already went out. Right on the dot at 3 p.m. Did you take the power down in my neighborhood to save it somewhere else? Fix it. #HurricaneLaura"
1147,2020-08-27 20:24:31+00:00,"My power just went out at my house about a hour ago so I feel you, its about 96 here"
1148,2020-08-27 20:21:42+00:00,My power went out 
1149,2020-08-27 20:20:01+00:00,my power went out like 12 times 
1150,2020-08-27 20:18:47+00:00,GUYS MY POWER WENT OUT FROM 10pm LAST NIGHT AND I WAS UNABLE TO BE APART OF THE 100MIL PARTY BUT WE DID IT MWAHH
1151,2020-08-27 20:15:00+00:00,"My power briefly went out in Derby, which I think was related to a tree into wires with transformers on Roosevelt Drive in Oxford."
1152,2020-08-27 20:14:03+00:00,the power in my dorm building just went out now my entire floor is bonding
1153,2020-08-27 20:13:56+00:00,my power went out and im home alone. great.
1154,2020-08-27 20:11:15+00:00,im in a really bad storm and the power went out in my house :((
