Id,Total Bsmt SF,1st Flr SF,Gr Liv Area,Garage Area
2270,1922.0,1922,1922,692.0
1924,1144.0,1144,1144,336.0
1402,1385.0,1363,1363,439.0
1070,1858.0,1866,1866,870.0
2696,1007.0,1077,1077,210.0
1840,1550.0,1550,1550,528.0
1562,1594.0,1646,1646,482.0
2426,1248.0,1248,1248,438.0
1162,1235.0,1245,1245,495.0
1874,1052.0,1052,1052,311.0
111,1829.0,1829,1829,535.0
1207,952.0,952,952,283.0
140,1480.0,1480,1480,620.0
545,1844.0,1844,1844,620.0
1338,825.0,825,1497,672.0
2873,976.0,976,976,215.0
924,876.0,964,964,432.0
844,1490.0,1501,1501,577.0
901,1150.0,1560,1560,313.0
2195,1440.0,1440,3395,0.0
2081,864.0,864,864,399.0
2774,1525.0,1525,1525,541.0
2573,1106.0,1190,1190,540.0
1793,1302.0,1302,1830,859.0
882,1500.0,1500,1500,570.0
2791,826.0,878,1762,591.0
297,1902.0,1902,1902,567.0
509,1614.0,1658,1658,726.0
1115,1498.0,1506,1506,592.0
773,864.0,899,899,288.0
732,297.0,1001,1654,336.0
1552,520.0,912,912,360.0
226,1319.0,1373,1373,591.0
2830,970.0,970,1709,380.0
2238,816.0,816,816,100.0
982,384.0,1091,1091,429.0
1265,1081.0,1081,1081,401.0
559,1024.0,1020,1020,288.0
1203,944.0,999,999,588.0
2083,1440.0,1440,1440,0.0
2130,853.0,853,1753,534.0
2455,1100.0,1116,1964,760.0
535,1141.0,1141,1141,484.0
2019,832.0,854,854,576.0
2655,770.0,885,1182,378.0
2391,1606.0,1625,2091,521.0
154,576.0,985,985,676.0
999,729.0,729,1446,406.0
1400,1160.0,1156,2022,505.0
2807,847.0,847,1948,434.0
516,768.0,786,1590,676.0
1753,847.0,847,1948,434.0
734,672.0,757,1324,240.0
1209,1425.0,1425,1425,576.0
1994,662.0,1422,2337,560.0
1901,822.0,908,908,512.0
2413,738.0,738,1492,440.0
2630,1150.0,1150,1150,288.0
1428,1080.0,1080,2097,678.0
1271,1256.0,1256,1256,311.0
2464,1095.0,1095,1939,1053.0
2653,816.0,816,1566,450.0
1505,784.0,784,784,0.0
2110,1489.0,1500,1500,674.0
2386,1833.0,1850,1850,772.0
1086,789.0,813,1515,393.0
1574,1518.0,1537,1537,788.0
406,483.0,483,987,288.0
2757,1391.0,1391,1962,868.0
2559,1251.0,1433,1433,441.0
1469,848.0,848,848,420.0
407,483.0,483,987,264.0
2300,845.0,845,845,360.0
731,952.0,952,1548,672.0
2230,2035.0,2515,2515,484.0
1688,1694.0,1694,1694,856.0
880,1578.0,1602,1602,810.0
1074,1684.0,1684,1684,564.0
771,918.0,918,1683,440.0
724,1088.0,1188,1869,456.0
730,1022.0,1432,1432,216.0
273,1414.0,1414,1414,494.0
2793,1348.0,1358,1358,418.0
1789,1496.0,1496,1496,474.0
1900,932.0,932,932,306.0
677,0.0,1040,1040,400.0
747,1072.0,1072,1072,1184.0
1038,864.0,864,864,576.0
1763,969.0,997,2285,648.0
1283,1117.0,1117,1117,264.0
2803,848.0,848,848,420.0
1927,1048.0,1048,1048,286.0
1036,936.0,936,936,288.0
1237,931.0,1283,1283,506.0
1375,0.0,1120,1588,680.0
1643,1742.0,2042,2042,724.0
2453,1165.0,1203,2526,844.0
2129,988.0,988,1873,597.0
2640,780.0,940,1416,400.0
2437,953.0,953,1664,460.0
1123,1428.0,1428,1428,480.0
2398,1792.0,1792,1792,925.0
1420,1077.0,1093,2814,614.0
2693,610.0,819,819,0.0
1370,536.0,808,1344,0.0
392,689.0,1378,2119,583.0
1351,672.0,1072,1285,240.0
246,1433.0,1433,1433,528.0
802,1496.0,1496,2132,612.0
1404,1019.0,1357,1357,312.0
803,2158.0,2196,2196,701.0
1595,264.0,616,1304,336.0
1319,684.0,938,2358,0.0
2231,279.0,2726,2726,691.0
2162,939.0,939,1797,639.0
2622,0.0,1040,1040,625.0
1300,789.0,789,789,250.0
2505,1143.0,1143,1143,588.0
582,1489.0,1489,1489,462.0
1458,1004.0,1004,1852,660.0
281,960.0,960,960,0.0
1499,6110.0,4692,5642,1418.0
2298,768.0,768,768,624.0
2580,1124.0,1124,1124,353.0
568,612.0,612,1224,528.0
1807,1100.0,1100,1100,0.0
129,782.0,1019,1556,470.0
2294,1244.0,1356,1356,528.0
1860,1262.0,1262,1262,460.0
839,799.0,827,1661,550.0
2349,945.0,945,1857,482.0
1903,666.0,666,666,0.0
234,1117.0,1117,1981,522.0
2172,901.0,901,1351,576.0
2588,1005.0,1005,1005,319.0
1289,1510.0,1584,2792,520.0
1596,550.0,925,1475,336.0
264,1978.0,1978,1978,850.0
451,1598.0,1606,1606,871.0
536,1158.0,1158,1158,0.0
43,1822.0,1822,1822,678.0
2223,1809.0,2259,2259,450.0
2009,1065.0,915,1635,440.0
394,1002.0,1002,1002,902.0
1738,616.0,616,1412,432.0
1196,1728.0,1728,1728,576.0
828,1282.0,1290,1290,662.0
1694,1994.0,2046,2046,878.0
571,729.0,742,1471,440.0
1192,1522.0,1548,2614,624.0
1806,1580.0,1580,2466,610.0
962,1466.0,1466,1466,610.0
2142,969.0,969,969,440.0
1648,1529.0,1664,1664,663.0
618,1680.0,1691,1691,550.0
2108,1208.0,1208,1208,628.0
772,1052.0,1052,1052,668.0
2672,972.0,972,1577,312.0
2492,882.0,909,909,294.0
2903,1838.0,1838,1838,682.0
2783,675.0,686,1388,317.0
786,1617.0,1867,1867,303.0
740,1145.0,1301,1301,440.0
2546,1251.0,1251,1251,461.0
851,1431.0,1444,1444,577.0
1833,1453.0,1453,2810,750.0
76,923.0,923,923,264.0
2151,1028.0,1210,2452,683.0
1880,0.0,1224,1224,530.0
2907,1237.0,1337,1337,405.0
1831,1390.0,1701,1701,611.0
2836,1093.0,1093,1669,288.0
1955,952.0,952,952,288.0
1926,922.0,922,922,308.0
2924,1126.0,1126,1126,484.0
1003,1280.0,1280,1280,506.0
1667,914.0,914,914,368.0
2905,1288.0,1368,1368,784.0
921,771.0,753,1494,213.0
1780,1524.0,1534,1534,484.0
746,952.0,994,1582,250.0
254,1673.0,1699,3222,594.0
606,1516.0,1516,1516,472.0
2703,0.0,1032,1032,260.0
1306,448.0,1588,1588,0.0
2102,1316.0,1316,1316,440.0
1784,1528.0,1528,1528,480.0
941,760.0,928,2168,576.0
2699,806.0,1081,1422,288.0
2127,990.0,990,990,0.0
2607,1088.0,1324,1324,440.0
1754,924.0,948,1690,463.0
1367,825.0,825,825,720.0
580,727.0,829,1556,441.0
341,1152.0,1152,1797,616.0
26,1056.0,1056,1056,304.0
2667,1107.0,1518,3608,840.0
2884,1573.0,1778,1778,495.0
28,864.0,864,864,0.0
531,1221.0,1221,1221,400.0
2189,660.0,740,865,216.0
2508,600.0,520,1223,480.0
573,691.0,713,1452,506.0
1363,880.0,880,1308,400.0
487,384.0,744,1374,400.0
1083,1346.0,1504,1504,437.0
1620,384.0,754,1384,390.0
1929,1204.0,1411,1411,310.0
1820,970.0,970,970,624.0
1398,864.0,904,904,912.0
2177,0.0,1100,2233,579.0
2144,385.0,875,875,728.0
2697,520.0,520,754,0.0
1403,1364.0,1663,1663,529.0
596,925.0,925,925,429.0
922,728.0,976,1308,256.0
2065,1240.0,1375,1375,323.0
1710,1317.0,1217,2385,818.0
1034,896.0,896,1792,480.0
1057,2418.0,2464,2464,650.0
470,1386.0,1569,1569,660.0
819,1555.0,1680,1680,1138.0
2160,1337.0,1337,1337,531.0
2552,816.0,816,816,240.0
41,1541.0,1541,1541,532.0
742,884.0,989,1573,240.0
686,832.0,832,1461,384.0
314,1958.0,2048,2048,776.0
1630,903.0,910,1642,392.0
191,738.0,868,1470,624.0
1626,938.0,957,2299,482.0
59,884.0,884,2035,434.0
2632,925.0,999,999,300.0
1835,1378.0,1378,1378,540.0
2675,793.0,793,1118,410.0
1503,1440.0,1440,1440,0.0
1963,1010.0,1134,1134,254.0
1352,833.0,1053,1848,370.0
1519,1181.0,1390,1694,576.0
1305,901.0,901,901,281.0
2014,861.0,861,1409,528.0
1,1080.0,1656,1656,528.0
1052,1682.0,1742,2332,846.0
622,1113.0,1113,1113,264.0
913,816.0,1232,1232,440.0
1058,1950.0,1950,1950,706.0
2348,1845.0,1872,1872,604.0
1527,676.0,676,1264,400.0
1011,1168.0,1168,2500,683.0
1332,784.0,784,784,0.0
709,0.0,612,612,308.0
209,1032.0,1207,2403,349.0
619,1416.0,1644,1644,418.0
2150,860.0,860,1729,542.0
2704,830.0,879,879,180.0
2839,864.0,864,864,572.0
1242,1196.0,1196,1196,297.0
2714,672.0,672,1400,440.0
799,755.0,755,1510,296.0
1260,0.0,694,1294,0.0
2107,1240.0,1240,1240,826.0
2486,988.0,988,988,624.0
1911,1560.0,1560,1560,792.0
896,1078.0,1368,1368,195.0
272,1473.0,1484,1484,606.0
2521,1226.0,1226,1226,484.0
2324,1160.0,1169,1169,402.0
1953,725.0,1035,1651,276.0
887,816.0,816,816,288.0
1479,1564.0,1564,1564,814.0
1317,482.0,1221,1912,672.0
1750,1510.0,1525,1525,534.0
2815,728.0,728,1456,390.0
2692,396.0,665,1330,390.0
1090,840.0,840,1720,400.0
1912,793.0,1280,1280,432.0
1634,1166.0,1179,1179,480.0
1974,850.0,960,960,576.0
1764,2633.0,2633,2633,804.0
634,988.0,988,988,297.0
1683,1061.0,1055,1055,319.0
2199,1290.0,1422,1422,352.0
2789,630.0,630,1320,484.0
1018,1675.0,1688,1688,528.0
14,1300.0,1341,1341,506.0
2782,911.0,954,954,576.0
2626,0.0,1040,1040,400.0
1175,858.0,872,1789,546.0
1232,1319.0,1537,1537,462.0
2590,884.0,884,884,270.0
2463,1489.0,1489,1489,776.0
2358,1040.0,1309,1309,484.0
2911,942.0,1291,2521,576.0
1699,1626.0,1634,1634,866.0
115,980.0,980,1714,496.0
1998,819.0,1312,2454,576.0
589,1216.0,1216,1216,336.0
1641,1419.0,1419,1419,567.0
2821,945.0,980,980,0.0
1846,756.0,769,1573,440.0
1805,1158.0,1158,2443,744.0
1853,1220.0,1220,2362,1105.0
1321,1237.0,1521,2775,880.0
564,2014.0,2014,2014,864.0
1771,1203.0,1214,2520,721.0
90,1208.0,1494,1494,461.0
2684,616.0,616,616,205.0
13,789.0,789,1465,393.0
445,3206.0,1629,1629,880.0
1914,912.0,912,912,275.0
2811,1552.0,1552,1552,782.0
850,1413.0,1430,1430,605.0
1844,729.0,729,1458,440.0
2225,1488.0,1488,1488,552.0
1477,770.0,770,1582,520.0
399,864.0,864,864,660.0
2431,732.0,734,1838,372.0
1605,816.0,816,816,264.0
897,0.0,1088,1529,240.0
1426,2271.0,2276,2276,1348.0
2240,961.0,1077,1077,338.0
1706,1582.0,1610,2161,789.0
2252,1409.0,1409,1409,576.0
1136,1114.0,1114,1114,576.0
1877,1073.0,1073,1073,515.0
424,3094.0,2402,2402,672.0
1182,1232.0,1232,1232,516.0
2750,1344.0,1440,1440,920.0
1016,1488.0,1488,1488,738.0
2436,783.0,807,1509,393.0
1607,845.0,845,845,264.0
2337,1410.0,1426,2945,641.0
1233,1099.0,1431,1431,296.0
419,892.0,892,892,288.0
633,1329.0,1329,1329,441.0
2722,1763.0,1779,1779,454.0
469,1373.0,1555,1555,660.0
1365,768.0,788,1236,384.0
1098,831.0,873,1651,450.0
711,190.0,886,886,273.0
2808,1682.0,1700,1700,544.0
1959,1040.0,1168,1846,315.0
2720,1052.0,1252,1920,451.0
2170,1088.0,1088,1088,520.0
603,1040.0,1362,1362,768.0
2113,1314.0,1314,1314,440.0
1146,1278.0,1294,1294,496.0
2105,1274.0,1274,1274,508.0
1786,1689.0,1689,1689,954.0
961,1641.0,1641,1641,885.0
1405,570.0,617,1079,249.0
1324,984.0,984,984,308.0
1986,960.0,960,960,308.0
307,540.0,1044,1044,504.0
180,1027.0,1027,1633,240.0
2896,1112.0,1137,1137,551.0
668,1380.0,1380,1380,364.0
1582,1256.0,1256,1256,578.0
2285,1142.0,1142,1142,528.0
2079,1202.0,2158,2158,576.0
2272,1616.0,1629,1629,808.0
2250,1084.0,1080,1080,484.0
502,1347.0,1372,2646,656.0
2166,738.0,738,1491,484.0
1622,392.0,924,1694,398.0
1299,684.0,684,1080,0.0
832,704.0,704,1422,440.0
2470,1293.0,1301,1301,572.0
1017,791.0,1236,2093,542.0
1384,1073.0,1073,1073,270.0
1790,1494.0,1506,1506,672.0
2530,1334.0,1334,1334,477.0
2893,0.0,1295,1295,312.0
2027,672.0,672,1344,456.0
683,732.0,732,732,240.0
823,1468.0,1468,1468,904.0
2374,1069.0,1069,1069,440.0
1594,1040.0,1040,1040,499.0
2049,925.0,999,999,308.0
1813,1349.0,1349,1349,539.0
365,1424.0,1442,1442,500.0
176,747.0,747,747,220.0
510,1573.0,1578,1578,840.0
1326,0.0,882,882,308.0
2423,1368.0,1511,1511,398.0
1631,1302.0,1128,1128,480.0
1263,1312.0,1312,1312,495.0
1046,630.0,630,1302,264.0
47,2846.0,2696,2696,958.0
1424,628.0,628,1356,484.0
429,1104.0,1130,2184,836.0
1031,803.0,1098,1964,483.0
1635,1312.0,1321,1321,484.0
309,1594.0,1646,1646,525.0
1020,1260.0,1260,1260,598.0
178,926.0,926,1316,484.0
1975,264.0,768,1432,360.0
2096,779.0,1029,1958,499.0
865,1753.0,1788,1788,522.0
385,832.0,832,1935,552.0
1362,1272.0,1272,1969,400.0
1091,847.0,847,1986,434.0
317,1214.0,1214,1214,520.0
1076,1342.0,1342,1342,550.0
1573,1565.0,2898,2898,665.0
485,870.0,878,2004,644.0
2021,960.0,986,986,180.0
2032,637.0,1108,1108,280.0
2604,672.0,694,1214,936.0
1615,2217.0,2217,2217,621.0
2736,697.0,1575,2201,432.0
473,1220.0,1220,1220,397.0
1316,689.0,689,1378,360.0
244,0.0,930,930,308.0
152,988.0,988,988,264.0
1588,1964.0,1964,1964,892.0
2111,1270.0,1270,1270,524.0
813,0.0,1120,2240,528.0
1854,1494.0,1494,1494,478.0
2575,1179.0,1364,1364,331.0
867,1440.0,1476,2153,736.0
2879,637.0,897,1336,570.0
1494,746.0,760,1656,397.0
2771,781.0,795,1499,473.0
496,1462.0,1490,2794,810.0
1651,848.0,1118,2030,551.0
1913,1218.0,1254,1254,525.0
2790,1065.0,1091,1989,586.0
1541,1898.0,1898,1898,484.0
1684,988.0,988,988,360.0
301,1501.0,1801,1801,484.0
1569,0.0,936,1872,484.0
2153,1531.0,1531,2439,560.0
1467,850.0,886,1764,560.0
2540,864.0,1200,1200,884.0
2368,494.0,494,1030,264.0
874,1057.0,1057,2034,645.0
463,1405.0,1405,1405,478.0
784,1134.0,1229,1229,284.0
2149,979.0,992,1932,610.0
2069,967.0,1299,1299,494.0
1743,1258.0,1402,1402,648.0
472,1346.0,1504,1504,457.0
1921,1442.0,1442,1442,301.0
2778,951.0,951,1779,586.0
526,1082.0,1082,1953,1043.0
2795,872.0,872,1909,529.0
478,868.0,868,1630,436.0
2841,686.0,686,1250,280.0
119,1328.0,1328,1328,528.0
1960,876.0,988,988,276.0
1277,854.0,854,1278,240.0
2466,858.0,858,1716,615.0
2844,498.0,498,498,216.0
1028,1420.0,1420,2840,1314.0
1043,483.0,483,987,280.0
231,660.0,756,756,440.0
461,1712.0,1712,1712,701.0
33,1069.0,1069,1069,440.0
1795,1335.0,1335,1335,575.0
1073,1518.0,1518,1518,588.0
1576,920.0,920,1780,612.0
2044,771.0,866,1484,264.0
185,686.0,966,1652,416.0
1828,1223.0,1271,2503,564.0
344,1952.0,2000,2704,538.0
2152,1556.0,1592,1592,484.0
1752,384.0,754,1394,400.0
2637,686.0,810,1328,210.0
1000,1593.0,1593,1593,682.0
727,720.0,720,720,0.0
2612,912.0,912,912,288.0
2422,1273.0,1456,1456,400.0
752,672.0,1272,1944,216.0
15,1488.0,1502,1502,528.0
2319,1074.0,1074,2064,527.0
2681,1042.0,1042,1576,225.0
1006,773.0,773,1658,431.0
2596,713.0,713,713,371.0
2002,718.0,1576,2554,704.0
55,384.0,744,1374,400.0
2104,1482.0,1482,2574,868.0
1682,804.0,804,1548,440.0
977,1188.0,1404,1404,504.0
2548,720.0,720,1440,480.0
340,1679.0,1803,1803,482.0
1487,1272.0,1272,2200,0.0
1423,672.0,1302,2037,472.0
1342,1057.9878048780488,896,896,280.0
1949,1151.0,845,1281,580.0
2444,1044.0,1079,1976,885.0
345,945.0,945,1608,470.0
650,0.0,1210,1210,616.0
192,988.0,1030,1612,363.0
1945,1216.0,1216,1728,371.0
2277,1094.0,1133,2482,642.0
1266,585.0,2069,2069,505.0
674,1478.0,1478,1478,498.0
2823,796.0,806,1724,616.0
2772,1425.0,1425,1425,591.0
2015,672.0,899,1322,280.0
2642,712.0,848,1428,576.0
144,1194.0,1194,1194,312.0
1712,895.0,895,1818,774.0
1708,1706.0,1718,2956,916.0
2890,1128.0,1210,1210,528.0
1157,1001.0,1001,1641,490.0
2550,1008.0,1053,1053,750.0
1104,1064.0,1064,2125,576.0
2183,547.0,1072,1072,525.0
2887,1664.0,1664,1664,616.0
29,1405.0,1337,1337,511.0
108,1226.0,1226,1226,484.0
2286,546.0,546,1092,253.0
1533,715.0,849,1660,240.0
376,1427.0,1671,1671,484.0
800,1054.0,1061,1061,462.0
1395,672.0,672,672,240.0
388,1621.0,1621,1621,478.0
1689,1734.0,1734,1734,928.0
716,849.0,1075,2138,360.0
2737,672.0,1337,2009,795.0
120,950.0,1225,1225,0.0
1230,1362.0,1362,1362,504.0
2047,756.0,756,1134,240.0
1293,1362.0,1362,2082,484.0
1915,874.0,874,1524,315.0
1968,1800.0,1800,1800,0.0
1766,1389.0,1411,2582,758.0
268,1649.0,1661,1661,598.0
729,1324.0,1072,1576,528.0
902,672.0,960,960,288.0
993,926.0,926,1604,470.0
766,683.0,904,904,0.0
903,684.0,684,1196,528.0
1221,270.0,729,729,0.0
1719,1362.0,1362,1362,460.0
1521,940.0,1024,1964,0.0
2707,0.0,1296,1296,516.0
987,624.0,624,1287,440.0
2558,504.0,936,1252,576.0
1778,1905.0,1905,1905,788.0
2601,1120.0,1130,1130,720.0
74,831.0,831,1659,484.0
2190,894.0,894,894,400.0
701,600.0,1101,1701,0.0
2556,440.0,869,869,0.0
2293,923.0,1008,1008,678.0
787,0.0,1733,1733,452.0
595,1568.0,1568,1568,440.0
66,2033.0,2053,3238,666.0
846,928.0,928,1772,492.0
594,864.0,864,864,312.0
792,747.0,892,1639,240.0
1200,1142.0,1175,2715,831.0
768,585.0,687,1112,226.0
174,1347.0,1347,1347,551.0
1889,964.0,964,964,784.0
1023,1330.0,1542,2872,619.0
363,1158.0,1167,1167,400.0
1401,1524.0,1524,1524,478.0
1978,936.0,936,936,672.0
2097,1264.0,1282,2696,792.0
2840,954.0,1482,1482,609.0
862,768.0,768,768,396.0
507,1468.0,1468,1468,898.0
1262,912.0,1044,1044,372.0
1228,1036.0,1036,1036,312.0
1288,680.0,680,1360,330.0
1243,1392.0,1392,1392,458.0
1850,975.0,975,1950,576.0
1589,1344.0,1344,1344,784.0
1658,1484.0,1484,1484,487.0
446,1760.0,1760,1760,583.0
1097,1037.0,1037,2322,400.0
2329,1742.0,1742,1742,564.0
1909,768.0,968,1376,240.0
2608,1024.0,1086,1086,484.0
656,660.0,808,1656,180.0
1690,2108.0,2122,2122,938.0
2853,1008.0,1008,1522,0.0
2229,1696.0,1696,1696,625.0
1127,1034.0,1050,2078,836.0
2606,796.0,1096,1466,566.0
1268,876.0,876,876,576.0
2809,851.0,851,1737,578.0
529,1652.0,1662,1662,711.0
476,1010.0,1010,2267,390.0
2566,1584.0,1584,1584,506.0
1902,0.0,334,334,0.0
1547,796.0,796,796,0.0
1185,952.0,952,1812,469.0
2372,525.0,525,1092,264.0
2282,1632.0,1632,1632,576.0
910,824.0,1687,3082,672.0
1128,813.0,822,1665,562.0
1659,702.0,1041,1743,539.0
1852,1054.0,1072,2048,552.0
456,1314.0,1314,1314,626.0
2410,1405.0,1405,1405,478.0
1296,931.0,1027,1027,0.0
2682,741.0,741,1324,180.0
237,663.0,1074,1074,467.0
1666,925.0,1422,1422,576.0
2666,1200.0,1200,1200,312.0
662,560.0,930,1690,624.0
2490,506.0,1212,1212,492.0
672,1105.0,1105,1105,308.0
2915,546.0,546,1092,253.0
452,1358.0,1358,1358,484.0
321,967.0,993,1908,431.0
2124,794.0,882,1796,546.0
1278,1800.0,1800,1800,0.0
914,976.0,1160,1608,216.0
579,1281.0,1620,1620,490.0
1418,616.0,616,1111,200.0
1166,744.0,757,1501,440.0
1797,725.0,725,1588,561.0
2568,1235.0,1235,1235,480.0
2075,409.0,1325,1325,576.0
2445,1160.0,1205,2234,768.0
229,1306.0,1306,2260,533.0
1663,372.0,576,1109,288.0
2727,1000.0,1000,1000,575.0
2226,516.0,529,1045,462.0
130,858.0,858,858,0.0
1675,1405.0,1337,1337,522.0
2038,808.0,838,1315,436.0
2416,1326.0,1326,1326,427.0
2507,600.0,520,1200,480.0
269,848.0,848,848,420.0
981,796.0,796,796,336.0
2296,716.0,716,1432,531.0
940,672.0,672,1344,468.0
475,716.0,716,1432,432.0
2404,1364.0,1364,1364,484.0
2491,984.0,984,984,310.0
601,864.0,864,864,308.0
1640,1612.0,1612,1612,556.0
2926,1003.0,1003,1003,588.0
653,1200.0,1200,1200,246.0
2406,1368.0,1368,1368,474.0
2701,0.0,1640,1640,394.0
1472,1838.0,1838,1838,721.0
417,855.0,855,1456,440.0
2664,684.0,684,1368,216.0
283,735.0,798,1487,220.0
302,796.0,796,1154,240.0
2053,980.0,1020,1020,528.0
2662,540.0,889,1440,352.0
99,600.0,600,1236,480.0
2674,1004.0,1004,1664,420.0
1218,1100.0,1100,1100,312.0
2547,1008.0,1488,1488,430.0
197,835.0,955,1453,240.0
2091,910.0,1442,1442,719.0
87,882.0,900,900,280.0
690,1045.0,1045,1045,264.0
2364,1487.0,1419,1419,543.0
2050,1420.0,1452,1452,572.0
769,520.0,1464,1464,480.0
348,1746.0,1746,1746,758.0
200,928.0,928,1536,480.0
2759,1734.0,1734,1734,660.0
1700,1976.0,1976,1976,908.0
876,1212.0,1212,1212,573.0
2536,1052.0,1052,1052,288.0
1821,1057.0,1057,1057,576.0
2743,1000.0,1068,1609,305.0
1329,672.0,1195,1668,252.0
1451,924.0,924,924,280.0
936,561.0,561,1229,462.0
1948,882.0,882,882,0.0
1839,1352.0,1352,1352,466.0
2057,948.0,948,948,300.0
558,864.0,864,864,440.0
2731,430.0,880,1700,450.0
791,1276.0,1276,1276,350.0
1421,1602.0,1626,1626,534.0
2881,480.0,480,480,308.0
2820,976.0,1012,1012,0.0
1609,864.0,889,889,484.0
1495,1029.0,1117,1117,542.0
2388,1117.0,1132,2452,691.0
938,1803.0,2365,2365,551.0
1194,912.0,912,912,576.0
2429,1520.0,1567,1567,648.0
1937,384.0,1360,1360,572.0
1847,756.0,769,1525,440.0
1550,780.0,780,1200,0.0
2705,1073.0,1073,1073,246.0
2713,1051.0,1159,1159,336.0
1938,1190.0,1040,1540,352.0
1819,894.0,894,894,308.0
23,814.0,814,1674,663.0
2289,546.0,546,1092,286.0
1156,1430.0,1430,1430,484.0
2717,960.0,1040,1040,616.0
2101,1494.0,1494,1494,840.0
1377,981.0,1075,1075,440.0
1381,992.0,992,992,294.0
2502,1338.0,1352,2520,796.0
2609,1083.0,1146,1146,294.0
505,1629.0,1686,2448,711.0
1126,1026.0,1026,1958,936.0
2914,630.0,630,630,0.0
393,896.0,896,1792,0.0
2405,1560.0,1565,1565,556.0
67,1595.0,1595,1595,880.0
2227,1680.0,1680,1680,628.0
669,1040.0,1040,1040,480.0
1772,1318.0,1328,2531,752.0
1775,1325.0,1335,2538,933.0
403,483.0,483,987,264.0
2792,840.0,840,1755,530.0
1247,1152.0,1152,1152,636.0
384,926.0,1016,1884,581.0
91,750.0,1061,1923,564.0
863,1569.0,1611,1611,1231.0
1857,1437.0,1437,1437,528.0
1870,1148.0,1091,2075,473.0
2318,1670.0,1670,1670,690.0
2100,2140.0,2140,2140,894.0
1213,1219.0,1265,1265,502.0
2046,1598.0,1636,3086,0.0
710,600.0,600,968,0.0
2268,1267.0,1312,1312,471.0
816,1168.0,1168,2787,820.0
1616,847.0,847,1733,433.0
2233,720.0,720,1215,720.0
439,1739.0,1743,1743,927.0
260,1026.0,1026,1026,308.0
2523,1842.0,1842,1842,894.0
627,768.0,1186,1986,486.0
251,1187.0,1208,1208,632.0
2163,1422.0,1422,1422,626.0
2819,836.0,1220,1220,396.0
1025,1126.0,1126,1126,540.0
2592,1015.0,1384,1384,896.0
1491,1127.0,1127,1127,480.0
2742,994.0,1216,1855,325.0
2497,912.0,1236,1236,288.0
495,1252.0,1268,2365,856.0
2528,1054.0,1512,2654,619.0
1033,1236.0,1236,2340,787.0
764,1200.0,1200,1200,0.0
1165,689.0,703,1392,540.0
2037,1138.0,1138,2180,720.0
113,1610.0,1610,1610,480.0
1572,1277.0,1501,1501,512.0
2052,1029.0,1029,1029,261.0
2702,1062.0,1352,1352,288.0
1981,808.0,1072,1072,379.0
2335,1850.0,1850,2698,736.0
563,912.0,912,912,252.0
1502,0.0,1152,1152,0.0
1310,624.0,730,1450,288.0
2598,1073.0,1073,1073,326.0
2715,1176.0,1458,1458,512.0
1810,1461.0,1486,1486,566.0
778,552.0,904,1774,384.0
339,864.0,864,1479,275.0
2460,1504.0,1504,1504,510.0
320,817.0,824,1894,510.0
2461,1278.0,1278,1278,584.0
2449,1141.0,1165,2263,420.0
817,1168.0,1168,2787,820.0
1096,707.0,707,1414,403.0
1893,1302.0,1302,1302,309.0
479,408.0,779,1419,527.0
1657,1625.0,1220,1220,944.0
937,572.0,1182,1982,501.0
879,848.0,848,848,420.0
945,1596.0,1648,1648,482.0
1010,1337.0,1337,1337,462.0
2861,901.0,1125,1717,410.0
1245,1104.0,1104,1104,384.0
854,907.0,907,907,343.0
1437,782.0,782,1652,532.0
586,932.0,1271,2640,515.0
1947,735.0,735,1034,240.0
815,0.0,1513,1513,400.0
831,1498.0,1498,1498,844.0
1919,1053.0,1053,1053,692.0
2306,1178.0,1293,1293,452.0
430,2020.0,2020,2020,896.0
2618,1438.0,1900,2448,441.0
245,741.0,977,1732,476.0
462,1324.0,1324,1324,550.0
182,678.0,832,832,780.0
1625,1237.0,1253,1253,402.0
2381,1249.0,1249,2596,840.0
1827,876.0,902,902,288.0
1580,1495.0,1495,1495,438.0
1803,1574.0,1584,1584,594.0
1132,1080.0,1080,1080,0.0
1941,1105.0,1647,1647,280.0
1742,1258.0,1258,1258,648.0
2026,698.0,698,1396,384.0
2245,837.0,1001,1001,216.0
1691,2121.0,2121,2121,732.0
725,972.0,1044,1480,207.0
1787,1588.0,1588,1588,825.0
1216,1053.0,1053,1053,312.0
2654,492.0,492,492,200.0
2310,1851.0,1851,1851,506.0
761,698.0,754,1403,308.0
1884,588.0,1138,1138,264.0
449,2452.0,2452,2452,886.0
856,1040.0,1040,1040,484.0
11,763.0,763,1655,440.0
389,1116.0,1116,1116,528.0
2415,879.0,879,1863,660.0
77,1055.0,1055,1845,462.0
1238,1176.0,1176,1176,292.0
223,864.0,892,892,416.0
723,1022.0,1022,1022,280.0
2562,2136.0,2136,2136,528.0
995,926.0,926,1604,472.0
287,806.0,841,1647,216.0
1152,864.0,864,864,420.0
1449,1076.0,1076,1076,576.0
1330,742.0,779,935,308.0
1134,835.0,835,1663,478.0
706,768.0,768,1328,308.0
1617,806.0,806,1572,373.0
1339,739.0,874,1342,240.0
1664,981.0,981,981,576.0
1433,1099.0,1099,1099,352.0
75,948.0,1222,2110,463.0
2255,970.0,1026,1026,528.0
1170,1419.0,1419,1419,588.0
45,2330.0,2364,2364,820.0
836,1040.0,1040,1040,576.0
8,1280.0,1280,1280,506.0
