Id,Total Bsmt SF,1st Flr SF,Gr Liv Area,Garage Area,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Overall Qual,Exter Qual,Bsmt Qual,Kitchen Qual,Year Built,Full Bath,TotRms AbvGrd,Garage Cars,Grla_tbsf,ovl_ext,ovl_area
2545,1187.0,1565,1565,299.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,1965,2,7,1.0,1857655.0,18,9390
2660,880.0,880,1768,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3,4,3,1914,1,6,2.0,1555840.0,21,12376
2882,660.0,1060,1396,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,1951,2,8,0.0,921360.0,10,6980
1379,1008.0,1096,1096,484.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,3,3,1978,1,6,2.0,1104768.0,18,6576
491,1177.0,1223,2312,658.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,1999,2,8,3.0,2721224.0,28,16184
1002,1337.0,1337,1337,462.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,4,4,4,1993,2,5,2.0,1787569.0,32,10696
1848,551.0,551,1102,480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,4,4,2004,2,4,2.0,607202.0,28,7714
1455,1128.0,1128,2031,577.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,4,2002,2,7,2.0,2290968.0,32,16248
908,290.0,438,438,246.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,3,2,1920,1,3,1.0,127020.0,6,876
1490,456.0,1033,1033,504.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,1976,1,6,2.0,471048.0,15,5165
1465,1129.0,1129,2327,596.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2003,2,9,2.0,2627183.0,28,16289
1627,1168.0,1187,1187,420.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,4,1992,2,6,2.0,1386416.0,21,8309
2849,780.0,816,1340,440.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,3,3,3,1945,1,6,1.0,1045200.0,18,8040
1501,0.0,1152,1152,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,1955,2,6,0.0,0.0,12,4608
626,1562.0,1567,1567,542.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,1966,2,5,2.0,2447654.0,18,9402
722,650.0,832,1482,324.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3,3,3,1920,1,7,2.0,963300.0,21,10374
2260,1689.0,1689,1689,433.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,4,4,2006,2,7,2.0,2852721.0,28,11823
1639,1100.0,1424,1424,828.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,1969,1,7,3.0,1566400.0,15,7120
1603,816.0,816,816,264.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1983,1,4,1.0,665856.0,15,4080
1520,1228.0,1424,1424,312.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,3,3,1921,2,7,1.0,1748672.0,21,9968
1665,725.0,725,1479,484.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,4,1972,1,7,2.0,1072275.0,21,10353
2635,1025.0,1025,1025,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1962,1,6,0.0,1050625.0,15,5125
581,1442.0,1442,1442,615.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,3,3,1970,2,6,2.0,2079364.0,18,8652
2435,1406.0,1454,1936,504.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,4,2000,2,7,2.0,2722016.0,32,15488
2799,1054.0,1070,1939,555.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,4,1998,2,8,3.0,2043706.0,21,13573
883,738.0,738,1476,540.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,2005,2,7,2.0,1089288.0,24,8856
2537,833.0,898,898,326.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,1968,1,6,1.0,748034.0,15,4490
1120,1460.0,1460,1460,480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,5,4,2006,2,6,2.0,2131600.0,32,11680
774,456.0,1034,1034,504.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,4,3,1978,1,5,2.0,471504.0,18,6204
1447,864.0,1174,1174,528.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,1978,1,5,2.0,1014336.0,15,5870
104,530.0,530,1080,496.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,4,4,2003,2,4,2.0,572400.0,28,7560
2694,780.0,780,1376,198.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,1937,2,7,1.0,1073280.0,18,8256
920,840.0,840,1567,440.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1940,1,6,2.0,1316280.0,15,7835
1951,736.0,751,1534,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,4,4,1895,1,6,0.0,1129024.0,15,7670
9,1595.0,1616,1616,608.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,4,4,4,1995,2,5,2.0,2577520.0,32,12928
2848,1058.0,1058,1551,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,2,2,1938,2,6,1.0,1640958.0,15,7755
614,960.0,960,960,330.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1955,1,5,1.0,921600.0,15,4800
1736,1302.0,1302,1302,436.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2007,2,6,2.0,1695204.0,28,9114
2686,816.0,816,816,210.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1925,1,4,1.0,665856.0,15,4080
2257,1502.0,1502,1502,286.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,1998,1,5,1.0,2256004.0,28,10514
1284,192.0,1133,1133,308.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,3,3,2008,1,7,1.0,217536.0,18,6798
1765,1408.0,1671,3078,806.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,4,5,4,1998,2,9,3.0,4333824.0,36,27702
1811,928.0,936,1721,471.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,4,4,1994,2,7,2.0,1597088.0,24,10326
2603,1077.0,981,1760,648.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,2,3,1910,1,7,2.0,1895520.0,12,7040
2220,1028.0,1436,2320,180.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,1945,2,9,1.0,2384960.0,18,13920
2273,1122.0,1146,2486,452.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,4,4,2003,3,10,2.0,2789292.0,28,17402
163,1246.0,1246,1246,305.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,1959,1,6,1.0,1552516.0,15,6230
2116,1444.0,1444,2144,389.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,1958,2,7,2.0,3095936.0,24,12864
2734,799.0,799,1150,215.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1942,1,6,1.0,918850.0,15,5750
426,1566.0,1600,1600,890.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,4,4,4,2007,2,7,3.0,2505600.0,32,12800
2216,930.0,1230,1755,231.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,1930,2,7,1.0,1632150.0,12,7020
2900,1800.0,1800,1800,765.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,4,5,4,2002,2,7,3.0,3240000.0,32,14400
97,600.0,600,1200,480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,4,4,2004,2,4,2.0,720000.0,28,8400
1680,765.0,765,1365,440.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1971,1,6,2.0,1044225.0,15,6825
1133,835.0,835,1696,542.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,4,4,2003,2,7,2.0,1416160.0,24,10176
2761,945.0,945,1809,638.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2005,2,8,2.0,1709505.0,28,12663
1642,2220.0,2234,2234,724.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,4,5,4,2006,1,7,2.0,4959480.0,32,17872
1141,886.0,886,1680,474.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,4,4,1993,2,7,2.0,1488480.0,24,10080
2118,832.0,976,2087,444.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,1966,2,9,2.0,1736384.0,18,12522
870,1462.0,1513,1513,521.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,4,1999,2,5,2.0,2212006.0,32,12104
1875,949.0,1107,1107,308.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,1967,1,5,1.0,1050543.0,15,5535
155,0.0,827,827,392.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,1955,1,5,1.0,0.0,15,4135
1318,742.0,742,1484,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,3,3,1914,2,9,0.0,1101128.0,18,8904
1285,680.0,764,764,504.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,2,3,1925,1,4,2.0,519520.0,15,3820
2400,1792.0,1792,1792,874.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,4,5,5,2003,2,6,3.0,3211264.0,36,16128
1068,1479.0,1515,2649,746.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,4,5,4,2001,2,10,3.0,3917871.0,32,21192
361,808.0,808,1593,389.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,1992,2,7,2.0,1287144.0,18,9558
1493,1138.0,1181,1181,588.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,1972,2,6,2.0,1343978.0,12,4724
1110,1986.0,1987,1987,691.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,4,4,4,1994,2,7,2.0,3946182.0,32,15896
911,583.0,647,1242,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,3,3,3,1935,1,6,1.0,724086.0,18,7452
2535,976.0,976,976,504.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,1968,1,4,2.0,952576.0,18,5856
2030,969.0,969,1214,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,3,3,1901,1,6,1.0,1176366.0,15,6070
2634,864.0,864,864,336.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1962,1,5,1.0,746496.0,15,4320
1530,1064.0,1166,1639,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,3,3,3,1936,1,6,1.0,1743896.0,18,9834
435,1736.0,1736,1736,834.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,5,5,5,2008,2,7,3.0,3013696.0,45,15624
812,0.0,1535,1535,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,0,3,1979,2,8,2.0,0.0,15,7675
1202,800.0,800,1632,484.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,3,4,1966,1,7,2.0,1305600.0,18,9792
666,630.0,725,725,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,1890,1,4,1.0,456750.0,9,2175
1751,840.0,840,1720,440.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2004,2,7,2.0,1444800.0,28,12040
705,936.0,936,936,576.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,2,3,1953,1,4,2.0,876096.0,8,3744
1744,1406.0,1589,1589,630.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,4,2003,2,7,3.0,2234134.0,32,12712
357,799.0,799,1571,380.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,3,1993,2,7,2.0,1255229.0,24,9426
2133,1453.0,1479,1479,558.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2003,2,7,2.0,2148987.0,28,10353
989,784.0,784,1632,898.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,1969,1,7,2.0,1279488.0,20,8160
562,864.0,864,864,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,3,3,1965,1,5,1.0,746496.0,15,4320
1054,1452.0,1476,2713,858.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,5,5,5,2008,2,11,3.0,3939276.0,45,24417
2850,624.0,743,1479,312.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,3,4,1926,1,6,1.0,922896.0,21,10353
1082,1393.0,1576,1576,668.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2004,2,7,3.0,2195368.0,28,11032
1440,1468.0,1479,1479,577.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,1999,2,6,2.0,2171172.0,28,10353
2006,756.0,916,1060,308.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1925,1,6,1.0,801360.0,15,5300
2082,0.0,943,943,308.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,1958,1,5,1.0,0.0,12,3772
2344,1204.0,1377,2183,786.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,4,4,4,1988,2,9,3.0,2628332.0,28,15281
248,1050.0,1062,1949,574.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,4,4,4,1993,2,8,2.0,2046450.0,28,13643
2276,1824.0,1824,1824,932.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,5,5,5,2006,2,8,3.0,3326976.0,50,18240
755,720.0,1146,1930,316.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,1927,2,8,1.0,1389600.0,18,11580
1178,970.0,1469,2393,846.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5,4,5,1998,2,7,2.0,2321210.0,50,23930
2636,716.0,1007,2014,624.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,2,3,1900,2,8,2.0,1442024.0,20,10070
2077,484.0,1242,1242,336.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,1946,1,4,1.0,601128.0,12,4968
2930,996.0,996,2000,650.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,3,1993,2,9,3.0,1992000.0,21,14000
737,780.0,825,1412,280.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,1939,1,6,1.0,1101360.0,18,8472
837,990.0,990,990,440.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1994,1,5,1.0,980100.0,15,4950
2086,1342.0,1342,1342,256.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,3,1951,1,7,1.0,1800964.0,15,6710
2385,1868.0,1868,1868,1085.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,5,5,5,2005,2,7,3.0,3489424.0,45,16812
189,622.0,741,1363,528.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,2,3,1910,1,6,2.0,847786.0,12,5452
635,1240.0,1632,1632,338.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,1958,2,6,1.0,2023680.0,18,9792
432,1722.0,1728,2296,842.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,5,5,5,2008,2,10,3.0,3953712.0,50,22960
900,1678.0,1678,1678,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1959,2,10,0.0,2815684.0,15,8390
966,1267.0,1296,1296,471.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,4,5,4,2001,2,6,2.0,1642032.0,32,10368
1612,1587.0,1587,1587,525.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,1971,2,7,2.0,2518569.0,18,9522
904,720.0,854,1298,256.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1941,1,6,1.0,934560.0,15,6490
2487,1728.0,1728,1728,504.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,3,3,1963,2,10,2.0,2985984.0,15,8640
1304,928.0,928,928,288.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,3,3,1957,1,5,1.0,861184.0,15,4640
2112,879.0,879,1795,578.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2005,2,7,2.0,1577805.0,28,12565
1244,1080.0,1080,1080,288.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,1958,1,5,1.0,1166400.0,18,6480
843,866.0,866,1779,546.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,4,1998,2,6,2.0,1540614.0,21,12453
2689,485.0,1001,1635,255.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,3,4,1910,1,5,1.0,792975.0,18,9810
2753,1199.0,1220,1220,632.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2006,2,6,2.0,1462780.0,28,8540
1169,1310.0,1310,1310,545.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,4,5,4,2001,1,5,2.0,1716100.0,36,11790
1376,644.0,808,1355,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1940,2,6,0.0,872620.0,15,6775
2503,1095.0,1166,2295,590.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,4,4,4,1992,2,9,2.0,2513025.0,28,16065
1987,1075.0,1156,1798,342.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,3,1900,2,7,2.0,1932850.0,12,7192
1190,1620.0,1620,1620,578.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,3,4,1967,2,8,2.0,2624400.0,21,11340
1930,1216.0,1216,1216,336.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1955,1,5,1.0,1478656.0,15,6080
2677,896.0,896,1344,240.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,1936,1,7,1.0,1204224.0,15,6720
1256,747.0,747,1159,288.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,3,3,1925,1,5,1.0,865773.0,15,5795
2484,1056.0,1056,1056,384.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,3,3,1966,1,5,1.0,1115136.0,12,4224
1253,832.0,832,1216,336.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1947,1,6,1.0,1011712.0,15,6080
1337,862.0,950,1158,208.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,1929,1,5,1.0,998196.0,18,6948
1788,1538.0,1538,1538,484.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,4,4,2005,2,7,2.0,2365444.0,32,12304
141,1143.0,1143,1143,308.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,1959,1,6,1.0,1306449.0,15,5715
1669,858.0,872,872,480.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,1971,1,5,4.0,748176.0,12,3488
1366,319.0,1035,1406,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,2,1920,1,6,0.0,448514.0,18,8436
52,1324.0,1324,1324,430.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,2005,2,6,2.0,1752976.0,24,7944
1380,876.0,904,904,408.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,3,3,1966,1,6,1.0,791904.0,15,4520
919,1276.0,1276,2080,282.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,1926,1,9,1.0,2654080.0,28,14560
2804,848.0,848,848,420.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,2004,1,3,2.0,719104.0,24,5088
782,1104.0,1104,1788,304.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,1957,1,8,1.0,1973952.0,12,7152
956,819.0,1344,1344,525.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,3,4,1958,1,7,2.0,1100736.0,18,8064
187,840.0,1128,2256,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,3,2,1910,2,12,0.0,1895040.0,15,11280
2074,1151.0,1164,2060,521.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,3,1988,2,8,2.0,2371060.0,24,12360
